rank,lat,lon,area_ha,early_db,late_db,rise_db
1,39.41949,121.29634,121.9,-12.2,-2.2,9.1
2,39.42758,121.30017,8.4,-11.5,-3.0,7.6
3,39.44654,121.29175,7.1,-11.8,-3.8,7.3
4,39.45117,121.29439,5.2,-11.5,-0.0,11.0
5,39.44455,121.29612,3.5,-12.9,-4.6,6.9
6,39.44595,121.28701,3.4,-13.2,-2.4,9.7
7,39.45127,121.304,2.3,-15.0,-3.2,9.9
8,39.44654,121.27963,2.0,-13.8,-6.6,6.3
9,39.43744,121.27915,1.9,-12.3,-7.2,4.9
10,39.44719,121.28159,1.8,-14.2,-6.8,6.4
11,39.41618,121.28973,1.7,-11.6,-5.7,5.2
12,39.4326,121.2761,1.6,-11.7,-2.5,8.1
13,39.43181,121.30225,1.2,-13.5,-5.9,6.4
14,39.45455,121.30203,1.1,-14.6,-3.6,9.2
15,39.42602,121.29781,1.1,-12.0,-5.5,5.4
16,39.43192,121.27442,1.1,-12.0,-6.8,4.8
