rank,lat,lon,area_ha,early_db,late_db,rise_db
1,30.34759,115.06615,8.7,-9.3,2.2,10.6
2,30.36313,115.04265,4.3,-10.2,-3.3,6.2
3,30.36166,115.04793,4.2,-10.7,-1.8,7.9
4,30.35743,115.04704,4.0,-9.4,-1.4,6.3
5,30.35483,115.03794,3.8,-13.6,-4.8,8.2
6,30.29634,115.02009,3.6,-20.1,-1.5,16.9
7,30.3652,114.99682,3.3,-9.2,-0.3,8.3
8,30.36562,115.0408,2.7,-8.9,-0.2,7.3
9,30.36369,115.04574,2.4,-9.4,-1.4,6.9
10,30.35025,115.01046,2.2,-10.2,-2.0,6.5
11,30.35357,115.04427,2.0,-9.8,-1.6,6.9
12,30.35513,115.04309,1.9,-10.2,-1.8,7.2
13,30.36553,115.0457,1.7,-9.1,6.7,14.8
14,30.35741,115.0437,1.5,-11.5,-0.9,8.5
15,30.31904,115.01812,1.3,-11.0,-3.6,6.2
16,30.35494,115.0453,1.3,-11.9,-1.4,8.5
17,30.32802,115.03542,1.2,-10.9,-2.4,7.4
18,30.35806,115.00185,1.2,-10.8,-3.5,6.0
19,30.33659,115.03349,1.0,-11.0,-2.3,7.1
20,30.35611,115.02499,1.0,-11.3,-4.3,6.0
