rank,lat,lon,area_ha,early_db,late_db,rise_db
1,40.68523,109.97587,14.0,-14.3,-4.8,8.5
2,40.68982,109.98086,13.6,-13.7,-0.5,12.7
3,40.68563,110.00259,13.6,-13.3,-3.1,9.2
4,40.69463,110.00101,13.5,-13.9,-1.2,11.3
5,40.66595,109.97688,9.0,-17.4,-4.5,11.8
6,40.69111,109.99871,6.2,-12.6,-1.7,9.7
7,40.65845,109.98807,4.8,-14.4,-3.5,10.0
8,40.66134,109.96609,4.4,-11.9,-2.8,8.3
9,40.68516,109.98555,3.7,-9.1,-1.2,6.8
10,40.69488,109.96924,3.4,-13.2,-4.2,8.6
11,40.69133,110.00346,3.3,-13.8,-3.3,8.9
12,40.68274,109.99921,3.2,-9.2,-2.5,6.0
13,40.62507,110.02392,2.8,-11.1,-2.7,7.0
14,40.67187,109.99435,2.8,-13.8,-3.8,8.9
15,40.69005,109.98633,2.6,-11.8,-4.1,6.6
16,40.64769,109.99374,2.6,-12.6,-3.9,8.1
17,40.68642,109.98728,2.6,-13.0,-1.2,10.2
18,40.66036,109.98723,2.4,-14.7,-1.3,12.2
19,40.67277,109.98849,2.1,-9.8,-1.7,7.2
20,40.6548,109.97541,2.1,-11.2,-3.7,6.2
21,40.65335,109.96774,1.8,-10.7,-3.6,6.1
22,40.67188,110.00282,1.8,-5.1,2.8,7.1
23,40.69389,109.99584,1.7,-12.6,-0.8,10.0
24,40.67892,110.00292,1.6,-11.6,-0.4,9.3
25,40.62899,109.9819,1.6,-11.3,-3.4,7.4
26,40.69186,109.9647,1.6,-12.9,-5.7,6.4
27,40.68495,109.98323,1.4,-10.3,-1.6,7.1
28,40.62911,110.00093,1.3,-10.9,3.2,12.4
29,40.66822,109.99751,1.3,-7.3,-0.0,6.0
30,40.67843,109.98385,1.3,-13.4,-5.1,7.0
31,40.69253,109.99373,1.3,-14.4,-2.8,10.1
32,40.67634,109.98408,1.3,-7.3,0.5,6.0
33,40.68636,109.9897,1.2,-12.0,-0.5,9.1
34,40.6625,109.96912,1.2,-11.3,-5.5,5.0
35,40.6699,110.00223,1.2,-7.3,0.9,6.6
36,40.63401,109.97104,1.1,-9.6,-2.6,6.0
37,40.66029,109.99786,1.1,-8.5,2.1,8.6
38,40.68698,110.00138,1.1,-13.3,-3.0,9.2
