rank,lat,lon,area_ha,early_db,late_db,rise_db
1,37.69739,112.58342,23.0,-10.6,-3.0,6.8
2,37.70998,112.56403,22.8,-10.8,-1.6,8.5
3,37.69063,112.53571,20.7,-10.9,-3.0,7.1
4,37.71185,112.59892,16.2,-12.8,-1.9,9.9
5,37.69225,112.61251,11.6,-10.4,-1.4,7.9
6,37.71285,112.55762,10.1,-7.3,2.7,9.6
7,37.70659,112.59073,8.2,-6.5,2.6,7.9
8,37.71362,112.55018,7.5,-10.7,-2.8,7.5
9,37.67792,112.58318,7.1,-12.4,-3.6,8.0
10,37.72264,112.58025,6.5,-11.7,-4.0,7.0
11,37.69842,112.56876,6.4,-7.5,1.7,8.4
12,37.71384,112.60601,6.2,-10.2,-2.3,6.7
13,37.68327,112.58375,5.9,-9.2,-1.0,7.6
14,37.68336,112.57263,5.5,-13.2,-3.8,8.9
15,37.7237,112.59007,4.8,-10.3,-1.8,7.3
16,37.72423,112.58524,4.6,-10.3,-1.6,7.4
17,37.71734,112.60039,4.4,-15.9,-3.6,11.3
18,37.72642,112.5947,4.3,-9.6,1.0,9.2
19,37.70051,112.56586,4.2,-10.9,-1.0,8.3
20,37.67951,112.58725,3.8,-11.6,-4.2,6.5
21,37.68807,112.56044,3.4,-12.0,-4.5,6.8
22,37.69077,112.58066,3.3,-6.5,3.2,7.5
23,37.71186,112.60461,2.7,-11.4,-0.0,10.2
24,37.72022,112.58598,2.6,-10.3,1.3,9.9
25,37.7277,112.58692,2.5,-8.7,-0.0,8.0
26,37.69267,112.58199,2.3,-7.6,0.2,7.0
27,37.68184,112.60596,2.3,-11.6,-1.7,8.8
28,37.71019,112.58855,2.3,-12.0,-4.6,6.5
29,37.67381,112.60044,2.2,-11.6,-4.2,6.4
30,37.68681,112.60531,2.2,-8.1,-0.2,6.8
31,37.68224,112.58789,2.2,-8.7,-1.1,6.8
32,37.68757,112.61434,2.1,-11.9,-4.0,7.1
33,37.67992,112.58284,1.8,-12.6,-4.4,7.3
34,37.68356,112.59735,1.8,-9.5,1.2,9.3
35,37.70344,112.5391,1.8,-11.1,-1.7,7.4
36,37.70269,112.59797,1.8,-10.6,-4.3,5.5
37,37.70851,112.6118,1.8,-6.1,5.2,9.8
38,37.71216,112.5731,1.7,-12.3,-2.1,8.6
39,37.71174,112.60886,1.7,-4.6,3.2,6.9
40,37.70516,112.53953,1.6,-10.9,-2.3,6.3
41,37.72324,112.59951,1.6,-9.5,-1.6,6.5
42,37.6751,112.59825,1.5,-10.7,-0.9,7.4
43,37.74064,112.547,1.5,-10.7,-2.8,6.9
44,37.68405,112.6096,1.5,-12.3,-3.0,8.2
45,37.74052,112.60933,1.5,-11.3,-1.5,8.3
46,37.68063,112.58098,1.4,-13.3,-6.0,5.9
47,37.73175,112.55885,1.4,-9.1,-1.8,6.3
48,37.677,112.57954,1.3,-12.9,-6.6,5.4
49,37.71615,112.60711,1.3,-12.0,-5.3,6.2
50,37.72143,112.59907,1.3,-10.8,-3.8,6.0
51,37.70692,112.56569,1.2,-11.2,-3.8,5.5
52,37.71251,112.58626,1.2,-12.0,-3.6,7.5
53,37.73837,112.52908,1.2,-11.5,-5.7,5.2
54,37.68331,112.59356,1.2,-7.6,-1.8,4.9
55,37.7056,112.57019,1.2,-10.9,-1.9,7.7
56,37.71543,112.56437,1.2,-4.1,4.0,7.3
57,37.67387,112.57866,1.2,-12.9,-5.9,5.5
58,37.68155,112.58532,1.2,-8.6,0.7,7.5
59,37.7165,112.58368,1.2,-7.6,0.9,6.5
60,37.69864,112.58522,1.1,-10.6,-2.5,6.3
61,37.71339,112.5466,1.1,-8.8,-1.1,6.4
62,37.7198,112.61049,1.1,-8.5,3.9,10.4
63,37.72457,112.59987,1.1,-8.3,-0.0,7.1
64,37.7337,112.60894,1.1,-11.5,-1.8,8.2
65,37.69016,112.59205,1.0,-10.6,-0.9,7.7
66,37.67339,112.60528,1.0,-10.2,-1.1,7.9
67,37.73111,112.59935,1.0,-5.1,1.5,5.3
