rank,lat,lon,area_ha,early_db,late_db,rise_db
1,34.53948,119.54945,152.4,-11.7,0.6,12.0
2,34.52053,119.56759,27.3,-13.0,-2.2,10.1
3,34.5377,119.56397,24.8,-12.0,-0.1,11.4
4,34.52819,119.57195,15.8,-11.3,-2.3,8.4
5,34.55226,119.58903,15.7,-6.0,2.4,7.9
6,34.52765,119.57847,12.6,-12.9,-0.7,11.7
7,34.51859,119.59051,10.7,-7.5,1.1,8.1
8,34.54825,119.57426,6.5,-4.2,4.7,8.2
9,34.51669,119.5554,5.7,-11.8,-1.2,9.5
10,34.51901,119.57088,5.0,-13.4,-5.2,7.4
11,34.57032,119.52109,4.4,-12.9,-2.3,9.2
12,34.50969,119.54614,4.4,-5.6,2.1,6.9
13,34.53031,119.57476,3.8,-14.5,-6.0,7.5
14,34.52148,119.57696,2.3,-11.5,-0.3,9.6
15,34.5353,119.58367,2.3,-6.1,4.0,9.1
16,34.50618,119.54623,2.2,-12.5,-4.5,7.1
17,34.5124,119.54166,2.2,-8.5,-0.0,7.6
18,34.55137,119.56952,1.8,-11.0,-0.1,9.2
19,34.50727,119.54836,1.7,-10.5,-3.3,5.9
20,34.50345,119.54927,1.6,-14.1,-4.4,9.1
21,34.54689,119.57755,1.5,-4.7,3.4,7.0
22,34.55003,119.56649,1.5,-13.1,-3.1,8.2
23,34.51185,119.5433,1.4,-2.2,5.2,6.1
24,34.5085,119.54976,1.4,-6.7,-0.6,5.2
25,34.5453,119.53032,1.4,-12.8,-3.8,7.2
26,34.51281,119.54662,1.3,-7.4,-0.8,6.2
27,34.5062,119.51109,1.1,-11.7,-2.3,8.3
28,34.5214,119.59137,1.1,-5.1,2.0,5.7
29,34.55421,119.57299,1.1,-13.1,1.0,11.7
30,34.56461,119.5781,1.0,-19.3,-7.0,11.3
31,34.55897,119.58489,1.0,-5.1,2.7,6.5
