rank,lat,lon,area_ha,early_db,late_db,rise_db
1,38.22362,106.53778,199.8,-9.2,0.7,9.7
2,38.21181,106.51435,89.0,-14.7,-2.8,11.3
3,38.20971,106.53014,51.6,-13.4,-2.6,10.3
4,38.20293,106.55046,16.2,-16.3,-4.0,11.8
5,38.22978,106.52274,14.2,-13.1,-5.2,7.1
6,38.23001,106.53461,13.3,-5.4,2.4,7.3
7,38.25752,106.5433,13.2,-6.0,2.9,8.3
8,38.19749,106.57779,12.8,-15.2,-0.8,13.9
9,38.23483,106.52022,11.4,-14.8,-3.6,10.3
10,38.23844,106.56894,8.7,-15.3,-3.3,11.2
11,38.21401,106.5761,7.6,-13.6,-3.7,9.1
12,38.23246,106.55601,7.2,-14.0,-1.0,12.5
13,38.23055,106.52594,6.2,-13.6,-5.4,7.6
14,38.22259,106.51277,4.8,-5.9,2.4,7.8
15,38.19361,106.52741,4.6,-5.5,2.2,6.9
16,38.24429,106.49376,4.3,-15.5,-4.7,10.2
17,38.21459,106.5393,3.6,-3.5,3.6,6.1
18,38.22764,106.51815,2.9,-12.3,-5.2,6.4
19,38.21766,106.5347,2.8,-11.4,-4.7,6.0
20,38.23158,106.53957,2.5,-6.9,-0.3,5.7
21,38.20204,106.53404,2.4,-17.0,-5.4,10.3
22,38.21089,106.53438,2.4,-12.3,-4.8,6.5
23,38.21682,106.57163,2.4,-9.8,-2.6,6.0
24,38.20438,106.53982,2.3,-9.3,-2.7,5.6
25,38.20423,106.54792,2.2,-16.5,-4.4,11.2
26,38.22417,106.53362,2.2,0.6,6.1,5.3
27,38.22945,106.55637,2.2,-7.7,-0.5,6.1
28,38.22406,106.52375,2.1,-12.7,-5.1,6.8
29,38.20991,106.53641,2.1,-11.2,-3.7,6.8
30,38.20438,106.52303,2.0,-10.7,-2.4,6.6
31,38.24456,106.53395,1.9,-12.9,-3.0,7.4
32,38.22636,106.53676,1.8,-1.2,5.4,5.4
33,38.19999,106.5339,1.8,-11.9,-3.5,6.7
34,38.25036,106.54878,1.7,-2.4,4.4,6.0
35,38.20047,106.52835,1.6,-11.6,-2.5,8.1
36,38.24489,106.55545,1.6,-3.5,3.5,6.1
37,38.24483,106.55249,1.6,-3.2,3.2,5.8
38,38.23626,106.54729,1.4,-4.5,2.6,5.9
39,38.20422,106.53635,1.4,-17.7,-6.6,10.2
40,38.2363,106.55568,1.4,-10.9,-1.7,7.9
41,38.25174,106.55517,1.4,-2.8,4.1,5.7
42,38.25525,106.50189,1.4,-7.8,2.9,9.3
43,38.19772,106.54436,1.3,-13.4,-5.9,6.7
44,38.23626,106.54202,1.3,-4.9,3.6,6.7
45,38.18882,106.56684,1.2,-10.2,-2.4,6.1
46,38.24037,106.57763,1.2,-14.0,-2.8,9.1
47,38.24534,106.54855,1.2,-2.8,4.9,7.1
48,38.22923,106.51724,1.1,-4.5,5.1,7.5
49,38.23311,106.53196,1.1,-8.4,-1.4,5.9
50,38.22916,106.49637,1.1,-14.1,-5.6,6.8
51,38.23203,106.54199,1.1,-7.6,-1.4,5.4
52,38.25837,106.54845,1.1,-8.5,-0.9,6.4
53,38.22394,106.52042,1.0,-8.3,-2.2,5.4
54,38.22581,106.52641,1.0,-9.3,1.5,8.5
55,38.20162,106.50192,1.0,-12.2,-3.9,7.5
