rank,lat,lon,area_ha,early_db,late_db,rise_db
1,34.48867,119.4587,9.6,-11.8,-1.3,10.0
2,34.49264,119.45105,8.2,-11.6,-2.9,8.0
3,34.45972,119.45085,6.2,-13.5,-7.0,6.1
4,34.49583,119.45244,6.2,-11.2,-3.4,7.1
5,34.47822,119.47511,5.6,-14.3,-6.5,7.2
6,34.47403,119.48976,5.1,-14.2,-6.6,7.3
7,34.45647,119.47725,4.4,-14.0,-6.4,7.2
8,34.49393,119.46004,4.0,-10.8,-3.9,6.5
9,34.49209,119.45527,3.8,-11.1,-2.9,7.0
10,34.46044,119.4709,3.8,-13.1,-6.7,6.1
11,34.49363,119.4463,3.6,-11.3,-2.1,8.2
12,34.49081,119.45919,2.9,-20.5,-4.3,15.3
13,34.47766,119.42374,2.7,-12.0,-2.7,8.3
14,34.45769,119.46554,2.4,-14.7,-7.2,6.9
15,34.49697,119.45601,1.7,-8.3,-1.8,6.2
16,34.48111,119.45768,1.5,-12.4,-5.0,6.3
17,34.48671,119.448,1.4,-11.0,-2.2,7.3
18,34.49287,119.45822,1.4,-9.9,-3.4,6.0
19,34.49934,119.4608,1.2,-12.2,-6.1,5.2
20,34.49985,119.47215,1.2,-11.8,-3.1,7.5
21,34.48036,119.42368,1.1,-8.2,0.3,7.1
22,34.46638,119.46606,1.0,-14.5,-6.8,7.0
