rank,lat,lon,area_ha,early_db,late_db,rise_db
1,40.60146,109.64652,149.9,-18.5,-2.0,16.1
2,40.62676,109.65693,90.2,-13.1,-0.6,12.1
3,40.61385,109.65958,26.8,-13.2,-1.1,11.3
4,40.64334,109.66048,23.4,-9.8,4.6,13.8
5,40.65609,109.66925,20.8,-12.5,2.7,14.7
6,40.61077,109.64623,20.7,-11.2,1.5,12.4
7,40.59216,109.68728,20.2,-16.1,-3.6,11.5
8,40.60675,109.68985,17.2,-12.2,-0.7,10.7
9,40.65092,109.67585,14.2,-13.4,-2.7,10.0
10,40.61136,109.66838,11.8,-12.5,-0.0,12.1
11,40.60502,109.65919,9.3,-14.6,-4.4,9.3
12,40.60862,109.65253,7.3,-9.0,-1.9,6.7
13,40.60568,109.6627,6.6,-14.6,-4.0,9.7
14,40.60964,109.66058,6.4,-10.5,-1.5,8.2
15,40.60718,109.61842,6.1,-12.3,-2.7,9.0
16,40.61474,109.68631,6.0,-11.6,0.1,11.2
17,40.64467,109.66861,6.0,-14.3,-3.4,9.9
18,40.60873,109.64971,6.0,-8.4,-0.3,7.7
19,40.65329,109.68187,6.0,-12.4,-1.4,9.8
20,40.61999,109.66006,5.6,-7.3,-1.6,5.4
21,40.64315,109.66607,5.3,-10.4,-1.5,7.8
22,40.6037,109.68664,5.1,-8.9,-0.9,7.1
23,40.65724,109.69494,5.0,-10.2,-1.6,7.7
24,40.61669,109.66992,5.0,-11.3,-2.2,8.1
25,40.60456,109.68138,4.6,-9.4,1.4,9.9
26,40.59048,109.65202,4.6,-7.2,0.9,7.2
27,40.61666,109.67393,4.4,-12.6,-3.7,8.5
28,40.61246,109.68225,3.7,-12.2,-1.2,9.5
29,40.61434,109.61082,3.7,-13.9,-7.5,5.9
30,40.65282,109.66639,3.4,-13.4,-2.4,9.8
31,40.60464,109.67908,3.4,-12.4,0.5,12.1
32,40.65179,109.61971,3.2,-11.7,-2.3,8.1
33,40.59245,109.62788,3.0,-9.6,-3.4,5.8
34,40.61298,109.65114,3.0,-11.6,-1.2,9.5
35,40.61321,109.69242,3.0,-11.7,0.1,9.7
36,40.64841,109.67237,2.9,-11.2,-3.5,6.5
37,40.60799,109.64313,2.8,-10.3,-1.4,8.4
38,40.61579,109.64053,2.8,-13.3,-3.5,8.8
39,40.65509,109.69605,2.8,-9.2,1.3,9.4
40,40.64648,109.67184,2.6,-13.7,-5.3,7.1
41,40.66002,109.63624,2.6,-15.0,-3.6,10.9
42,40.65183,109.61727,2.4,-9.4,-0.5,7.4
43,40.63965,109.66791,2.4,-13.3,-4.5,7.1
44,40.65455,109.67505,2.3,-15.8,-4.7,8.9
45,40.61835,109.68218,2.2,-14.2,-7.0,6.5
46,40.60695,109.68071,2.1,-14.0,-0.6,12.0
47,40.60367,109.6178,2.1,-12.3,-3.4,7.7
48,40.6066,109.63465,2.0,-13.6,-4.5,8.1
49,40.5899,109.64972,2.0,-16.5,-4.2,11.1
50,40.65668,109.63862,2.0,-13.5,-5.2,7.2
51,40.60373,109.63121,1.9,-12.3,-5.1,5.9
52,40.59087,109.65734,1.9,-14.3,-3.1,9.5
53,40.65711,109.6773,1.9,-8.7,-1.5,6.2
54,40.59761,109.61897,1.8,-7.6,-0.9,6.0
55,40.61138,109.67308,1.8,-13.1,-2.0,10.0
56,40.59962,109.61828,1.7,-12.6,-0.2,9.7
57,40.60705,109.61588,1.7,-13.9,-4.7,8.2
58,40.61647,109.67869,1.6,-12.6,-3.2,7.9
59,40.60566,109.65651,1.6,-11.6,-1.3,8.6
60,40.61101,109.61031,1.6,-12.8,-7.7,4.7
61,40.61086,109.67959,1.6,-10.0,-2.1,6.5
62,40.61246,109.68552,1.6,-11.9,-1.1,9.0
63,40.59646,109.67447,1.4,-11.8,-2.6,7.4
64,40.60078,109.6354,1.4,-18.7,-6.6,11.4
65,40.60907,109.63429,1.4,-11.7,-4.3,6.3
66,40.61382,109.6364,1.4,-6.0,1.3,6.5
67,40.61495,109.69223,1.4,-8.9,-1.3,6.8
68,40.65629,109.68693,1.4,-5.7,0.3,5.2
69,40.61845,109.60956,1.3,-13.7,-7.6,5.6
70,40.65867,109.65259,1.3,-6.8,-0.3,5.8
71,40.65916,109.62826,1.3,-14.0,-5.4,7.2
72,40.59869,109.63292,1.3,-15.4,-6.3,7.6
73,40.65691,109.69175,1.3,-9.9,-1.2,7.1
74,40.61102,109.69025,1.2,-9.8,0.6,9.1
75,40.61432,109.6703,1.2,-9.4,-2.1,6.4
76,40.61613,109.61236,1.2,-13.6,-6.7,6.3
77,40.65732,109.6235,1.2,-8.0,-0.8,6.7
78,40.64073,109.66461,1.2,-7.2,2.4,7.2
79,40.65726,109.65265,1.2,-5.4,0.9,6.0
80,40.65988,109.63049,1.2,-15.4,-2.7,11.8
81,40.59325,109.61518,1.2,-11.3,-5.5,5.7
82,40.65428,109.66293,1.2,-11.3,-4.1,6.5
83,40.60282,109.67595,1.1,-13.2,-4.2,7.7
84,40.61675,109.64227,1.1,-14.4,-1.9,9.8
85,40.59389,109.62083,1.0,-7.3,-0.5,6.0
86,40.61439,109.6805,1.0,-11.1,-4.4,5.8
87,40.61682,109.66255,1.0,-9.7,-3.0,6.2
88,40.60538,109.67558,1.0,-8.7,-1.4,5.9
89,40.61067,109.68176,1.0,-12.0,-1.9,8.0
90,40.64069,109.65744,1.0,-8.5,1.5,8.0
91,40.64352,109.65665,1.0,-11.1,-4.7,5.6
92,40.65197,109.63894,1.0,-16.3,-3.4,11.2
