rank,lat,lon,area_ha,early_db,late_db,rise_db
1,34.21093,109.05838,76.8,-8.9,-0.7,7.7
2,34.22176,109.06124,18.9,-8.8,-1.3,7.0
3,34.18798,109.06438,16.2,-11.7,-5.0,6.1
4,34.22956,109.03235,14.7,-10.3,-0.9,8.8
5,34.20532,109.04424,14.1,-12.1,-2.4,9.2
6,34.22157,109.05575,11.1,-10.5,-2.7,7.1
7,34.23751,109.01758,10.2,-10.3,-0.1,9.6
8,34.23316,109.05689,9.6,-11.2,-4.0,6.7
9,34.21781,109.01928,9.4,-10.6,-3.1,6.6
10,34.20844,109.01946,9.3,2.1,10.8,7.6
11,34.19741,109.01534,9.0,-11.0,1.0,11.4
12,34.21587,109.03555,6.4,-11.1,-2.6,7.1
13,34.22603,109.04647,6.2,-8.1,1.0,8.9
14,34.19707,109.0412,6.1,-12.3,-1.2,10.2
15,34.20443,109.03689,5.8,-8.2,-1.2,6.3
16,34.22051,109.05018,5.4,-9.8,-1.7,7.2
17,34.24904,109.06741,5.4,-11.6,-4.2,6.6
18,34.20043,109.03545,5.3,-10.5,-0.0,9.8
19,34.19437,109.03857,5.2,-12.2,-2.1,9.5
20,34.23446,109.02892,5.0,-10.3,-4.2,5.5
21,34.21585,109.01515,4.9,-7.7,1.9,8.7
22,34.20782,109.05612,4.8,-5.7,0.5,5.9
23,34.20193,109.05307,4.6,-11.5,-1.0,9.8
24,34.22816,109.0542,4.6,-10.0,-3.0,6.1
25,34.25028,109.01503,4.5,-8.8,-1.5,6.6
26,34.21339,109.03349,4.3,-10.3,-2.4,6.7
27,34.21397,109.06213,4.0,-10.2,-3.9,5.7
28,34.21069,109.03044,4.0,-10.2,-4.3,5.4
29,34.22015,109.01394,4.0,-10.9,-1.1,9.2
30,34.24969,109.05937,3.8,-10.1,-3.8,5.6
31,34.24966,109.07351,3.7,-11.7,-4.7,6.5
32,34.23133,109.05184,3.7,-10.5,-2.4,7.1
33,34.23649,109.03484,3.3,-11.7,-2.4,8.3
34,34.2278,109.04057,3.2,-9.0,2.1,10.1
35,34.21322,109.05315,3.0,-8.8,-1.0,6.6
36,34.24056,109.03157,2.8,-11.0,-3.7,6.8
37,34.22503,109.05681,2.5,-12.0,-5.1,6.4
38,34.2365,109.03726,2.5,-10.5,-2.7,6.9
39,34.20786,109.06355,2.3,-8.7,-0.1,7.6
40,34.2116,109.06304,2.1,-8.2,-1.3,6.3
41,34.24502,109.02327,2.1,-10.5,-3.5,5.8
42,34.21759,109.02696,2.0,-9.9,-3.1,6.1
43,34.2105,109.03186,1.9,-10.3,-3.4,6.2
44,34.23936,109.08687,1.9,-10.2,-3.1,6.5
45,34.23125,109.02644,1.8,-6.1,4.7,9.2
46,34.24037,109.04245,1.8,0.6,5.9,5.0
47,34.21685,109.03811,1.8,-7.7,4.1,10.4
48,34.2284,109.05224,1.7,-9.6,-1.0,7.3
49,34.20147,109.03038,1.7,-9.7,-2.3,6.7
50,34.23836,109.05044,1.7,-9.1,-1.9,6.1
51,34.19391,109.04181,1.6,-12.0,-4.4,6.7
52,34.23176,109.05963,1.6,-10.3,-2.0,7.3
53,34.20088,109.06563,1.5,-5.0,2.5,6.3
54,34.20892,109.05009,1.5,-10.8,-3.7,5.5
55,34.21454,109.04408,1.5,-10.6,-4.9,5.1
56,34.2285,109.08976,1.5,-11.7,1.5,11.9
57,34.22172,109.02008,1.4,-2.6,6.3,7.5
58,34.22945,109.01876,1.4,-5.8,2.7,7.5
59,34.19427,109.04381,1.3,-5.2,2.5,7.0
60,34.23486,109.04846,1.3,-9.9,-4.3,5.2
61,34.24134,109.05078,1.3,-9.6,-1.5,6.9
62,34.22402,109.03244,1.3,-8.9,-2.4,5.2
63,34.23043,109.07453,1.3,-10.3,0.0,8.2
64,34.20676,109.05773,1.2,-4.3,3.1,6.2
65,34.20786,109.03577,1.2,-9.8,-3.1,5.7
66,34.21198,109.01966,1.2,-10.4,-3.0,6.0
67,34.22223,109.03477,1.2,-9.4,-4.6,4.4
68,34.23594,109.05173,1.2,-12.2,-3.1,7.9
69,34.21399,109.0457,1.1,-10.9,-4.6,5.4
70,34.20258,109.05112,1.0,-12.1,-4.8,6.5
71,34.20847,109.06127,1.0,-7.9,-0.1,6.7
72,34.21328,109.05123,1.0,-11.3,-4.8,5.5
73,34.23596,109.05473,1.0,-13.3,-0.8,10.5
