rank,lat,lon,area_ha,early_db,late_db,rise_db
1,30.52983,114.65103,17.9,-9.8,-0.0,9.2
2,30.52849,114.6108,11.0,-10.4,0.3,10.1
3,30.54468,114.64743,8.4,-4.9,4.8,9.1
4,30.54212,114.6071,6.6,-10.3,-3.0,6.7
5,30.53721,114.6584,5.6,-8.6,3.4,10.6
6,30.53072,114.61553,4.8,-8.5,-1.0,6.5
7,30.52157,114.65501,4.6,-10.1,-2.9,6.3
8,30.5178,114.61463,4.5,-9.3,-2.1,6.4
9,30.52001,114.61196,4.0,-10.3,-2.6,6.6
10,30.50426,114.66789,3.4,-9.5,-1.8,7.0
11,30.48494,114.59886,3.2,-10.4,-3.3,6.0
12,30.52459,114.64963,2.9,-11.7,-4.9,6.1
13,30.54206,114.65958,2.8,-3.5,6.1,7.8
14,30.50821,114.64331,2.8,-9.1,1.0,8.5
15,30.49914,114.58851,2.7,-10.5,-2.1,7.6
16,30.52458,114.60498,2.7,-10.4,-2.3,7.5
17,30.51757,114.65384,2.6,-10.5,-1.9,7.5
18,30.52662,114.60357,2.5,-9.8,-1.8,7.4
19,30.4908,114.5996,2.4,-7.9,-2.0,5.6
20,30.51007,114.6698,2.4,-7.3,3.0,9.2
21,30.54432,114.64485,2.2,-9.4,-2.8,5.6
22,30.50163,114.59202,2.1,-10.0,1.1,9.2
23,30.50414,114.64075,2.1,-8.8,-0.2,7.9
24,30.49665,114.63941,2.1,-9.3,-2.3,6.0
25,30.5011,114.59471,2.1,-9.7,-2.7,6.2
26,30.52653,114.65117,2.1,-10.4,0.2,8.8
27,30.54507,114.65507,2.1,-5.9,4.5,9.2
28,30.53379,114.65183,2.0,-10.8,-1.8,8.2
29,30.54938,114.63649,2.0,-8.7,3.8,10.5
30,30.5088,114.66592,1.9,-8.5,-0.9,6.6
31,30.51548,114.59062,1.7,-8.0,0.4,7.6
32,30.52793,114.60738,1.7,-8.3,3.8,10.1
33,30.52025,114.63444,1.6,-9.1,-3.2,5.4
34,30.49067,114.5912,1.6,-10.6,-0.6,8.3
35,30.50093,114.64447,1.6,-9.1,-0.8,7.5
36,30.50586,114.64009,1.6,-9.4,-1.7,6.8
37,30.52163,114.61223,1.6,-10.6,-2.6,6.8
38,30.50514,114.65899,1.5,-8.5,-1.2,6.9
39,30.50752,114.63866,1.5,-9.1,-3.1,5.4
40,30.52974,114.60667,1.5,-11.5,-3.8,6.8
41,30.5142,114.59501,1.5,-0.7,6.2,5.9
42,30.52065,114.63835,1.5,-14.0,-4.8,8.1
43,30.48385,114.58773,1.4,-10.1,-0.7,9.0
44,30.53236,114.66459,1.4,-6.1,0.6,5.6
45,30.48168,114.60309,1.3,-3.4,6.2,7.8
46,30.54462,114.65177,1.3,-5.9,2.4,7.3
47,30.49854,114.66885,1.2,-9.8,-1.2,7.3
48,30.51122,114.63654,1.2,-9.2,-3.3,5.2
49,30.52019,114.65236,1.2,-9.2,0.2,7.7
50,30.5329,114.6094,1.2,-4.3,4.6,8.0
51,30.50167,114.65193,1.1,-6.9,1.1,6.9
52,30.51659,114.60883,1.1,-3.2,7.4,7.6
53,30.54369,114.65013,1.1,-9.5,-1.1,7.1
54,30.51091,114.66206,1.1,-8.3,-0.7,5.8
55,30.52094,114.61666,1.1,-9.5,-3.3,5.1
56,30.50324,114.58994,1.0,-10.3,-3.8,5.8
57,30.50918,114.66787,1.0,-8.0,-2.2,5.0
58,30.51784,114.61195,1.0,-9.0,-3.3,5.0
