rank,lat,lon,area_ha,early_db,late_db,rise_db
1,29.73326,106.7784,84.6,-11.6,-2.7,8.2
2,29.72951,106.78978,46.9,-10.3,-1.4,8.4
3,29.7639,106.8072,14.6,-11.1,-3.6,6.9
4,29.71159,106.79665,9.8,-9.7,-1.6,7.3
5,29.72085,106.77392,8.7,-10.4,-3.4,6.6
6,29.74893,106.78639,8.6,-10.9,-3.7,6.8
7,29.73773,106.7953,7.5,-11.2,0.9,11.1
8,29.72707,106.79241,5.8,-10.3,-2.9,7.0
9,29.75862,106.79581,5.5,-9.3,-2.1,6.7
10,29.7424,106.78268,5.2,-12.7,-4.2,7.1
11,29.71848,106.79625,4.6,-10.8,-1.9,8.5
12,29.75591,106.80428,4.2,-11.0,-2.6,7.3
13,29.75687,106.79386,4.0,-13.1,-7.2,5.5
14,29.73183,106.78724,3.7,-4.5,6.9,9.9
15,29.72127,106.80212,3.6,-10.7,-1.6,8.3
16,29.76065,106.7925,3.4,-10.4,-1.7,8.2
17,29.7595,106.81742,3.0,-10.1,-4.0,6.0
18,29.74766,106.81245,2.9,-12.1,-2.8,8.2
19,29.76728,106.80836,2.8,-10.2,-3.5,6.2
20,29.76559,106.81191,2.8,-9.6,-1.7,7.3
21,29.74133,106.80371,2.6,-9.8,-1.7,6.9
22,29.75711,106.79165,2.2,-13.4,-6.6,6.2
23,29.73817,106.80249,2.2,-11.3,-3.6,6.3
24,29.74422,106.80653,2.0,-8.3,1.2,8.0
25,29.74731,106.81012,1.9,-9.8,0.6,9.4
26,29.7459,106.78378,1.8,-13.3,-5.3,6.8
27,29.76035,106.80573,1.8,-5.8,3.9,7.7
28,29.74738,106.7821,1.6,-12.3,-6.0,5.3
29,29.73867,106.79829,1.6,-9.4,-2.2,6.2
30,29.728,106.7953,1.4,-9.6,-3.6,5.5
31,29.74421,106.80121,1.3,-10.1,-3.5,5.7
32,29.74951,106.8081,1.3,-12.7,-3.2,8.2
33,29.74933,106.81358,1.2,-12.6,-3.8,7.8
34,29.7698,106.81136,1.2,-10.3,-4.3,5.4
35,29.71107,106.78566,1.2,-8.5,-0.5,7.0
36,29.73276,106.78611,1.2,-2.1,6.1,6.7
37,29.75941,106.80271,1.2,-7.6,1.2,7.0
38,29.74326,106.80494,1.1,-10.2,-1.5,7.4
39,29.7378,106.80005,1.0,-11.8,-3.8,6.9
