rank,lat,lon,area_ha,early_db,late_db,rise_db
1,24.06336,117.88504,89.4,-10.2,-0.7,9.1
2,24.07795,117.88959,15.4,-12.4,-5.0,6.9
3,24.07772,117.88255,9.3,-10.1,-3.2,6.5
4,24.06149,117.89235,8.5,-9.2,-2.9,5.9
5,24.04355,117.88846,4.1,-10.8,-3.9,6.2
6,24.07282,117.88286,3.6,-9.3,-2.5,6.5
7,24.05768,117.88941,3.5,-10.6,-3.9,6.3
8,24.06648,117.89147,3.4,-6.4,-1.2,5.0
9,24.09352,117.84761,2.6,-9.0,-0.4,7.6
10,24.05471,117.88754,2.0,-10.2,-3.0,6.5
11,24.03138,117.89689,2.0,-10.9,-4.0,6.2
12,24.04568,117.89014,1.9,-11.2,-0.9,8.8
13,24.07002,117.88967,1.6,-5.3,1.0,5.7
14,24.0862,117.88389,1.6,-10.6,-4.8,5.3
15,24.07502,117.88628,1.6,-8.0,1.6,7.9
16,24.0854,117.88154,1.6,-10.6,-2.8,6.2
17,24.0492,117.88586,1.5,-9.8,-2.8,6.2
18,24.04223,117.89371,1.3,-9.5,-2.2,6.7
19,24.05169,117.88584,1.2,-12.7,-5.0,6.3
20,24.04047,117.88522,1.2,-8.3,-0.2,6.8
