rank,lat,lon,area_ha,early_db,late_db,rise_db
1,39.14719,118.41935,119.2,-8.3,1.5,9.5
2,39.14736,118.43882,22.0,-9.4,-0.3,8.7
3,39.15578,118.41328,20.9,-10.2,-2.5,6.9
4,39.17731,118.41481,20.4,-12.0,-2.5,9.2
5,39.15126,118.45006,17.4,-14.1,-2.5,11.1
6,39.16799,118.39872,14.8,-12.3,-1.9,9.6
7,39.14096,118.44472,14.4,-20.0,-3.7,15.7
8,39.13642,118.43128,8.1,-11.9,-4.3,7.0
9,39.16249,118.41359,7.7,-8.4,5.5,13.2
10,39.16925,118.4213,6.9,-13.8,-3.5,9.9
11,39.14803,118.45391,6.7,-6.8,1.9,7.2
12,39.14874,118.45989,6.4,-7.7,3.4,10.4
13,39.16512,118.42359,5.8,-4.0,5.0,8.0
14,39.17199,118.38731,5.2,-11.9,-2.3,8.3
15,39.11403,118.45591,5.1,-15.7,0.7,15.7
16,39.152,118.43282,5.1,-7.4,0.5,6.8
17,39.13935,118.43645,4.9,-11.5,-3.5,7.1
18,39.15874,118.39865,4.8,-11.8,-2.2,8.2
19,39.15201,118.44315,4.7,-12.6,-3.8,8.1
20,39.17329,118.42163,4.6,-6.9,1.5,7.6
21,39.12479,118.42359,4.5,-10.0,-1.1,8.2
22,39.15076,118.40485,4.3,-10.5,0.1,9.4
23,39.15346,118.41442,4.1,-7.1,2.5,9.0
24,39.16921,118.39367,3.8,-18.2,-6.0,11.6
25,39.13096,118.42774,3.7,-13.6,-4.6,7.4
26,39.17688,118.40966,3.7,-11.8,-3.6,6.9
27,39.15848,118.42494,3.4,-0.8,5.6,5.6
28,39.15721,118.46109,3.2,-12.2,-3.1,8.2
29,39.16196,118.41745,2.6,-10.5,-2.8,6.8
30,39.16687,118.38729,2.5,-12.4,-2.7,8.4
31,39.15082,118.413,2.4,-10.6,-2.6,6.8
32,39.17619,118.41998,2.2,-11.9,-4.5,6.6
33,39.16479,118.39402,2.2,-19.3,-6.1,11.9
34,39.12642,118.42721,2.1,-11.3,-3.5,6.7
35,39.17324,118.43719,2.0,-18.2,-6.6,10.6
36,39.11699,118.45688,1.8,-16.6,-3.5,11.4
37,39.13195,118.43511,1.8,-8.4,-1.4,6.1
38,39.15369,118.43996,1.8,-9.6,-1.7,6.6
39,39.15572,118.43044,1.8,3.2,9.9,5.8
40,39.15291,118.43691,1.7,-7.7,0.4,6.9
41,39.12017,118.46268,1.6,-17.4,-1.5,14.6
42,39.15462,118.45305,1.6,-12.1,-6.1,5.6
43,39.16175,118.39937,1.6,-13.3,-2.6,9.0
44,39.15847,118.43048,1.6,-1.8,5.8,6.1
45,39.16811,118.40304,1.5,-15.4,-3.1,10.4
46,39.17538,118.41847,1.5,-12.9,-5.1,6.5
47,39.14437,118.43194,1.5,-4.5,5.3,8.1
48,39.15988,118.40357,1.5,-10.5,-1.7,7.2
49,39.1423,118.41187,1.4,-12.4,-5.2,6.0
50,39.15745,118.43226,1.4,-8.0,-0.6,6.6
51,39.13293,118.41172,1.3,-21.6,-5.2,15.6
52,39.13053,118.43039,1.2,-11.2,-5.1,5.3
53,39.15946,118.41251,1.2,-8.6,0.6,7.3
54,39.13774,118.43786,1.2,-8.4,-1.5,5.4
55,39.17912,118.38989,1.2,-10.4,0.8,9.2
56,39.15193,118.45679,1.1,-6.8,0.5,5.9
57,39.15864,118.46254,1.1,-16.4,-5.0,10.1
58,39.16452,118.42744,1.1,0.5,5.9,4.7
59,39.16813,118.43842,1.1,-11.9,-2.8,8.0
60,39.1372,118.43638,1.0,-12.4,-7.0,5.0
61,39.15498,118.4334,1.0,-7.5,-1.2,5.8
62,39.17115,118.42034,1.0,-9.1,-1.1,6.9
