rank,lat,lon,area_ha,early_db,late_db,rise_db
1,39.00433,116.12672,30.1,-11.9,-4.1,6.9
2,38.9996,116.1403,20.2,-11.2,-3.6,6.7
3,39.0135,116.09724,14.2,-13.7,-5.2,8.2
4,39.00785,116.13388,13.7,-11.8,-2.4,8.3
5,39.00806,116.11348,13.7,-11.7,-1.8,9.2
6,39.00618,116.14023,10.8,-11.1,-3.6,6.5
7,38.99807,116.13317,7.5,-11.5,-3.1,7.0
8,39.03863,116.15971,7.2,-12.6,-1.7,9.7
9,39.00014,116.13344,5.2,-10.7,-2.4,7.1
10,38.98835,116.15624,5.2,-9.4,-1.5,7.3
11,39.03941,116.16467,4.8,-8.6,3.9,11.6
12,39.00492,116.13569,3.4,-10.7,-2.1,7.8
13,39.0165,116.10746,2.7,-12.2,-4.0,7.3
14,39.00091,116.15888,2.7,-9.4,-0.7,7.1
15,39.00523,116.11592,2.2,-11.8,-2.8,7.9
16,38.98765,116.17355,2.1,-7.7,-0.3,6.0
17,39.01096,116.09661,2.1,-8.3,-1.5,6.2
18,39.01775,116.13831,2.1,-10.5,-2.6,7.3
19,39.02274,116.16774,2.1,-12.5,-5.9,5.9
20,39.01901,116.12171,1.9,-13.0,-6.1,5.4
21,38.99257,116.15948,1.9,-8.6,1.6,8.5
22,39.02171,116.12499,1.9,-12.1,-5.1,6.1
23,39.00237,116.16406,1.8,-8.2,0.5,7.4
24,39.01988,116.13669,1.8,-5.5,4.3,8.6
25,39.02328,116.0925,1.8,-12.0,-3.2,7.9
26,39.00114,116.11335,1.7,-11.9,-4.0,7.2
27,38.96938,116.11221,1.6,-9.1,1.1,9.1
28,38.96958,116.15856,1.6,-4.0,4.4,7.1
29,38.97222,116.17174,1.6,-6.9,1.2,6.7
30,39.0035,116.13183,1.6,-11.9,-3.9,6.1
31,38.99949,116.16204,1.5,-7.0,1.5,7.1
32,39.01243,116.12924,1.4,-11.7,-2.5,8.1
33,39.01379,116.15384,1.3,-12.0,-2.3,8.3
34,39.0038,116.10298,1.3,-5.4,1.1,5.2
35,39.00757,116.14054,1.3,-11.9,-3.8,6.2
36,39.02242,116.10339,1.3,-11.7,-3.5,6.6
37,39.00404,116.11278,1.2,-10.3,-2.7,6.5
38,39.03977,116.14879,1.1,-13.4,-2.7,9.3
39,38.97122,116.14249,1.1,-11.7,-3.7,6.9
40,38.9753,116.17882,1.1,-7.6,2.2,7.6
41,39.0036,116.1336,1.1,-11.0,-3.7,5.7
42,39.03996,116.16216,1.1,-8.7,2.6,9.7
43,38.97908,116.12149,1.0,-11.3,0.7,8.8
44,38.97183,116.15716,1.0,-7.8,0.6,6.5
45,38.99153,116.17998,1.0,-5.3,3.9,7.0
46,38.99988,116.1691,1.0,-10.4,-2.2,6.1
47,39.00122,116.10174,1.0,-9.1,-2.1,5.4
48,39.00625,116.13366,1.0,-11.1,-4.4,5.0
