rank,lat,lon,area_ha,early_db,late_db,rise_db
1,32.42008,121.34793,29.5,-12.1,-1.8,9.8
2,32.42574,121.34952,15.5,-12.3,-2.3,9.4
3,32.42928,121.35653,12.9,-13.2,-2.6,9.6
4,32.39845,121.3606,7.0,-10.1,-4.6,5.1
5,32.42406,121.36163,5.3,-11.8,0.7,11.4
6,32.42991,121.36672,4.0,-15.5,-1.6,11.9
7,32.43294,121.32293,4.0,-10.2,-2.9,6.8
8,32.43211,121.3497,3.1,-13.1,-2.1,10.0
9,32.4016,121.32497,3.0,-9.1,-2.3,6.0
10,32.42323,121.35806,2.3,-13.5,-3.6,8.1
11,32.40943,121.33215,2.0,-8.8,-3.4,4.9
12,32.41513,121.34778,2.0,-9.8,0.4,8.5
13,32.43379,121.3633,1.8,-13.9,-2.0,10.2
14,32.41242,121.36577,1.7,-8.9,2.7,9.6
15,32.41819,121.32381,1.7,-6.7,0.5,6.2
16,32.42242,121.35986,1.5,-11.5,-5.6,5.2
17,32.41641,121.35641,1.4,-6.7,0.9,6.5
18,32.43062,121.34826,1.2,-10.9,-0.2,8.7
19,32.43088,121.34577,1.2,-11.3,-1.9,7.5
20,32.43408,121.34777,1.1,-13.0,-4.4,6.7
21,32.39244,121.34284,1.1,-8.1,-1.3,5.7
22,32.39362,121.36669,1.0,-9.1,-3.8,4.9
23,32.41816,121.31968,1.0,-9.8,-0.1,6.9
24,32.41236,121.3266,1.0,-8.8,-3.5,4.7
25,32.42904,121.36514,1.0,-15.7,-6.5,7.8
26,32.43242,121.34683,1.0,-13.4,-4.6,7.4
27,32.43484,121.36442,1.0,-13.2,-4.6,7.0
28,32.45634,121.33969,1.0,-8.1,-1.9,5.5
