rank,lat,lon,area_ha,early_db,late_db,rise_db
1,29.51479,113.24436,38.0,-9.6,-0.7,8.4
2,29.49714,113.24989,6.5,-8.5,-0.2,7.6
3,29.52706,113.21464,6.4,-18.0,-2.8,14.4
4,29.51974,113.21624,6.0,-13.7,-3.2,9.2
5,29.51073,113.24969,5.9,-2.8,3.6,5.8
6,29.51677,113.25003,5.7,-1.7,4.8,5.9
7,29.4821,113.25489,5.3,-9.7,-0.1,8.7
8,29.51576,113.21522,4.9,-11.7,-3.1,7.4
9,29.50539,113.25854,4.8,-6.7,2.5,8.4
10,29.52354,113.22187,4.6,-9.8,0.8,9.5
11,29.5224,113.21773,4.2,-12.5,-4.7,7.0
12,29.48454,113.22967,3.6,-10.7,-3.1,6.5
13,29.51233,113.26171,3.6,-9.9,-0.8,8.3
14,29.5157,113.25302,3.4,-1.9,4.6,6.1
15,29.5387,113.23524,3.2,-11.2,-4.1,6.4
16,29.5098,113.25993,2.1,-7.0,-0.0,6.4
17,29.48238,113.22928,2.0,-10.1,-0.4,8.5
18,29.50238,113.26274,1.9,-8.5,-0.7,6.4
19,29.51282,113.25612,1.8,-4.5,2.8,6.4
20,29.52042,113.25583,1.8,-9.7,-0.8,8.3
21,29.52577,113.21768,1.8,-10.5,-3.8,5.7
22,29.49084,113.25465,1.4,-5.5,5.0,9.4
23,29.49511,113.2154,1.4,0.5,6.1,5.1
24,29.51889,113.25177,1.4,-2.3,5.1,6.7
25,29.51132,113.25854,1.3,-3.6,2.1,4.8
26,29.51166,113.25215,1.2,-5.6,0.6,5.3
27,29.51127,113.25476,1.1,-2.0,4.9,6.0
28,29.50528,113.24958,1.1,-7.1,-0.0,6.3
29,29.52544,113.21892,1.1,-11.2,-2.8,7.3
30,29.50678,113.24936,1.0,-7.5,-0.6,6.2
31,29.54049,113.24594,1.0,-9.5,-0.9,6.7
