rank,lat,lon,area_ha,early_db,late_db,rise_db
1,30.01883,121.66757,169.2,-7.8,2.3,9.7
2,29.99266,121.66355,26.9,-8.2,1.3,9.0
3,30.02807,121.65874,20.3,-8.9,-0.3,8.2
4,30.032,121.65641,10.6,-14.1,-3.3,10.2
5,30.03336,121.66153,6.4,-9.5,-2.9,6.0
6,30.01135,121.6575,5.7,-6.5,1.6,7.7
7,30.02794,121.6553,3.5,-9.1,1.1,9.6
8,30.00616,121.62819,3.4,-8.0,4.4,11.2
9,30.00492,121.65811,2.8,-9.5,-2.7,6.2
10,30.00392,121.63514,2.8,-8.4,-1.8,6.3
11,30.01009,121.66393,2.4,-7.7,-1.4,5.6
12,29.99373,121.65233,2.2,-7.1,1.6,7.6
13,30.0129,121.65601,2.0,-9.3,-1.8,6.6
14,30.0011,121.66248,2.0,-6.8,2.5,8.2
15,30.01547,121.64695,1.8,-5.3,0.9,5.7
16,29.98851,121.70315,1.8,-10.3,-3.2,6.4
17,30.03434,121.65958,1.4,-10.6,-3.6,5.6
18,30.00856,121.6308,1.4,-7.8,-2.0,5.0
19,30.04568,121.65096,1.3,-9.2,-3.0,5.5
20,29.98866,121.70494,1.3,-10.6,-3.5,6.0
21,29.98895,121.66758,1.2,-5.4,1.2,5.5
22,30.00374,121.69105,1.2,-16.1,-6.2,8.5
23,30.02992,121.66759,1.2,-9.8,-2.8,6.1
24,30.03939,121.65844,1.2,-9.2,2.4,10.1
25,30.0059,121.65527,1.2,-9.2,1.6,9.0
26,30.01051,121.67261,1.1,-12.1,-7.5,4.4
27,30.00607,121.63048,1.0,-8.5,-2.4,5.1
