rank,lat,lon,area_ha,early_db,late_db,rise_db
1,31.49158,118.30717,85.2,-9.4,0.3,9.3
2,31.47363,118.28996,63.3,-10.9,-1.9,8.5
3,31.47209,118.26224,44.3,-10.0,-0.8,8.6
4,31.46675,118.28476,24.5,-10.2,-0.6,9.0
5,31.45682,118.25982,20.8,-10.4,-0.6,8.5
6,31.45607,118.26874,19.5,-10.8,-2.1,7.8
7,31.47867,118.25796,17.6,-10.6,-2.7,7.2
8,31.46096,118.28867,14.0,-11.6,-1.9,9.2
9,31.45988,118.29484,9.0,-11.4,-0.5,9.9
10,31.47422,118.25534,5.2,-10.9,-2.8,7.1
11,31.46649,118.26618,4.9,-10.3,-3.0,6.5
12,31.46194,118.28142,4.5,-11.6,-3.7,6.9
13,31.4433,118.25295,4.4,-10.2,3.6,13.1
14,31.48243,118.32357,3.7,-10.5,0.3,9.5
15,31.4856,118.25848,3.6,-11.7,-3.2,7.6
16,31.50473,118.32155,3.6,-9.4,1.9,10.5
17,31.49412,118.2896,3.2,-9.7,-1.7,6.9
18,31.43825,118.26065,3.0,-9.8,-1.5,7.6
19,31.47198,118.28268,2.9,-10.4,-3.7,6.0
20,31.47231,118.2681,2.6,-10.2,-4.0,5.5
21,31.46071,118.30491,2.4,-13.6,-3.2,9.1
22,31.48566,118.2668,2.4,-7.3,0.8,7.4
23,31.48427,118.31211,2.3,-11.6,-0.2,10.6
24,31.47433,118.32901,2.2,-10.9,-3.0,7.4
25,31.44192,118.31591,2.2,-17.8,-2.2,14.3
26,31.47707,118.25414,2.1,-11.4,-3.8,6.1
27,31.47278,118.33383,1.7,-12.0,-4.0,7.2
28,31.45032,118.28118,1.6,-3.1,4.4,6.5
29,31.48267,118.26289,1.6,-11.1,-1.0,8.9
30,31.45016,118.26727,1.3,-10.3,-1.3,7.6
31,31.44499,118.30436,1.3,-0.5,5.9,5.4
32,31.46846,118.3047,1.3,-12.3,0.6,10.0
33,31.48703,118.30254,1.2,-11.5,-6.2,4.6
34,31.47114,118.28501,1.1,-12.2,-4.5,6.7
35,31.44195,118.31877,1.0,-17.3,-4.4,11.8
36,31.49854,118.30461,1.0,-10.6,-5.7,4.7
