rank,lat,lon,area_ha,early_db,late_db,rise_db
1,31.48134,121.38255,64.0,-11.3,1.4,12.6
2,31.4772,121.37772,16.2,-9.2,0.3,9.0
3,31.46553,121.38138,11.2,-9.5,0.7,9.8
4,31.47013,121.37852,11.2,-8.9,0.0,8.5
5,31.45999,121.35966,10.9,-5.2,3.0,7.8
6,31.48958,121.39403,10.4,-12.8,0.3,12.7
7,31.48671,121.37337,8.0,-7.0,-1.9,4.9
8,31.47033,121.38378,7.4,-8.9,1.9,10.2
9,31.48413,121.36536,5.5,-2.6,3.7,6.0
10,31.48091,121.36842,5.0,-8.1,0.0,7.6
11,31.47196,121.37432,4.2,-7.5,3.9,10.6
12,31.47761,121.37212,2.9,-8.0,-0.1,7.2
13,31.4722,121.35123,2.6,-11.6,-1.8,8.5
14,31.47533,121.35894,2.6,-8.6,-0.6,6.9
15,31.4862,121.39148,2.5,-11.3,-2.5,7.8
16,31.48768,121.39751,2.1,-9.5,-0.6,8.0
17,31.48239,121.3981,2.0,-16.0,-4.4,10.6
18,31.46366,121.37549,1.8,-8.8,-0.5,7.6
19,31.45643,121.37288,1.4,-4.9,1.9,6.1
20,31.47568,121.36086,1.3,-8.6,-0.9,6.0
21,31.47788,121.37457,1.3,-6.1,0.4,6.1
22,31.48546,121.39676,1.3,-16.8,-6.0,9.3
23,31.47443,121.38602,1.2,-8.7,-0.7,7.1
24,31.47474,121.35512,1.2,-10.4,-4.6,5.3
25,31.45073,121.35314,1.1,-7.8,-2.6,4.8
