rank,lat,lon,area_ha,early_db,late_db,rise_db
1,30.99699,112.29058,38.6,-10.6,1.5,11.6
2,31.00233,112.2777,19.3,-9.2,-1.0,7.4
3,31.00267,112.28744,15.4,-9.8,-1.1,8.0
4,30.99079,112.28632,14.8,-9.9,-0.3,9.0
5,30.98961,112.29107,14.8,-9.4,1.2,9.8
6,31.01115,112.28647,9.6,-9.0,-0.3,8.1
7,30.99797,112.28381,6.4,-9.1,-0.1,8.0
8,31.02674,112.26873,5.0,-9.4,-2.8,6.3
9,31.00447,112.26402,4.4,-10.3,-1.0,8.3
10,30.99777,112.27925,4.2,-10.7,-1.4,8.2
11,31.0175,112.26353,4.1,-9.0,-0.2,8.3
12,30.98521,112.29089,4.0,-9.5,-0.7,7.4
13,31.00514,112.27277,3.0,-8.5,-2.1,5.5
14,31.01943,112.2636,2.8,-11.8,-3.7,7.6
15,31.00198,112.25724,2.8,-9.6,-1.6,6.8
16,30.99389,112.28193,2.6,-9.6,-1.5,7.0
17,30.96995,112.24714,2.5,-10.8,-1.5,8.1
18,31.01626,112.29075,2.4,-10.8,-2.8,7.4
19,30.99387,112.28549,2.3,-9.6,-0.9,7.7
20,31.02476,112.25071,2.3,-8.2,-0.4,7.1
21,31.00634,112.27516,2.1,-10.8,-3.7,6.1
22,31.02322,112.26832,1.8,-11.3,-1.8,8.5
23,31.0165,112.29433,1.7,-10.0,-1.2,7.9
24,31.00357,112.25873,1.6,-9.3,-1.4,6.8
25,31.00837,112.27905,1.6,-10.4,1.7,10.9
26,31.00831,112.28162,1.3,-11.0,0.3,9.6
27,31.02846,112.26606,1.2,-12.1,-1.6,9.1
28,30.98683,112.2886,1.2,-7.5,-1.4,5.5
29,31.02246,112.26218,1.1,-8.7,1.0,7.3
