model,site_id,n_frames,truth_mw,thermal_mw,thermal_lo_mw,thermal_hi_mw,thermal_identified,thermal_raw_mw,const_mw,geometry_mw,thermal_abs_log_err,const_abs_log_err,geometry_abs_log_err,slope,slope_se,converged
all_frames,colossus_memphis,54,6.666666666666666,,,,False,-416.31735046522016,27.87665087826394,38.724174154573156,,1.4306694674730487,1.759344075290959,-0.09784158286913681,0.15642844022392088,True
all_frames,lulea,146,109.09090909090908,273.50834555293596,-87.48421602505152,634.5009071309235,True,273.50834555293596,17.49553763294597,13.237231376151707,0.9191505723234771,1.8302357069674304,2.109148144898081,0.34958380226563796,0.053757623026547324,True
all_frames,nsa_utah,133,50.0,,,,False,-96.88375528848412,19.924941372612327,19.43465823043984,,0.9200507231595927,0.9449650265402316,0.31247486058755936,0.05740283732300531,True
all_frames,nscc_guangzhou,63,18.5,,,,False,-9.128135836120054,23.515998917147556,22.617032947783184,,0.23991026240825242,0.20093256058304582,0.3209404251582916,0.06162470810293806,True
all_frames,nscc_wuxi,84,15.4,2.264420484714199,-73.86150232602377,78.39034329545217,True,2.264420484714199,24.245916180403626,23.84271517622088,1.9170486398598028,0.45388068885039673,0.43711121791241075,0.3209520632220924,0.06204267535949828,True
all_frames,ornl_olcf,95,10.1,212.9439100487621,-15.79110152152182,441.67892161904604,True,212.9439100487621,26.01188491948508,29.113917431683046,3.048493374079558,0.9460181220181614,1.058680898256441,0.341174046033652,0.05837863017602515,True
all_frames,riken_kobe,91,29.9,,,,False,-2.3468191227550714,21.70768553091276,11.626410954860237,,0.32019211062283687,0.9445791638271662,0.33525858793442426,0.055938313286214326,True
conditioned,colossus_memphis,3,124.99999999999999,,,,False,-1856.042616748615,27.87665087826394,38.724174154573156,,1.500524284943371,1.1718496771254607,-0.02448705058150151,0.12573036383211317,True
conditioned,lulea,11,109.09090909090908,,,,False,-5496.067411820636,28.516365429871513,41.46209079735018,,1.3417034148980278,0.9674020279760387,-0.009844726253237054,0.12187708876337264,True
conditioned,nsa_utah,12,50.0,,,,False,758.517095312573,32.47610455138126,47.26353207470799,,0.43151843109018984,0.05628399937556126,-0.05679443123237698,0.12780551971817422,True
conditioned,nscc_guangzhou,4,18.5,,,,False,241.5793434087407,38.32924901416279,26.548961659890818,,0.7284425544776549,0.3612199059835611,-0.034705096181526306,0.13614238730229988,True
conditioned,nscc_wuxi,8,15.4,,,,False,164.41279393647284,39.518957375761566,27.990332829021593,,0.9424129809197994,0.5974916850346373,-0.035062808066094305,0.14453993042710064,True
conditioned,ornl_olcf,12,10.1,,,,False,2014.7991938629816,42.397349052422314,65.97532123434482,,1.4345504140875645,1.8767453275616932,0.00807712704394493,0.15782407340430082,True
conditioned,riken_kobe,7,29.9,,,,False,2.0979210702915876,35.38183885647241,6.033330243805824,,0.16834018144656668,1.6005593428694842,0.3034941352412835,0.46022547946615094,True
alt_log_it_mw,colossus_memphis,54,6.666666666666667,,,,False,46181.02646815267,27.87665087826394,38.724174154573156,,1.4306694674730485,1.7593440752909588,0.5722696667389162,1.9191521895960648,True
alt_log_it_mw,lulea,146,109.09090909090908,658.2671873474428,4.148831814103945,104442.81893164663,True,658.2671873474428,17.49553763294597,13.237231376151707,1.7974293457261723,1.8302357069674304,2.109148144898081,1.2045427293149753,0.17406503243687194,True
alt_log_it_mw,nsa_utah,133,49.99999999999999,0.11361879135923382,0.001458333801035999,8.852040418155568,True,0.11361879135923382,19.924941372612327,19.43465823043984,6.086929374908434,0.9200507231595924,0.9449650265402315,1.1162875739497966,0.18490441969114166,True
alt_log_it_mw,nscc_guangzhou,63,18.499999999999996,0.8037724813756082,0.005991641604692827,107.82524130126491,True,0.8037724813756082,23.515998917147556,22.617032947783184,3.136209765298468,0.23991026240825258,0.20093256058304598,1.1366857293600805,0.1981593742572629,True
alt_log_it_mw,nscc_wuxi,84,15.400000000000002,2.73970104006105,0.014431616402077517,520.1054116038645,True,2.73970104006105,24.245916180403626,23.84271517622088,1.7265187044392456,0.45388068885039656,0.4371112179124106,1.135002547814295,0.20020611488161347,True
alt_log_it_mw,ornl_olcf,95,10.1,1296.825501727999,21.53103300875312,78108.48560997438,True,1296.825501727999,26.01188491948508,29.113917431683046,4.855139211501192,0.9460181220181614,1.058680898256441,1.222657781627116,0.18977039162619147,True
alt_log_it_mw,riken_kobe,91,29.89999999999999,2.599183490647197,0.013629858682333986,495.6584639288487,True,2.599183490647197,21.70768553091276,11.626410954860237,2.442661126749508,0.3201921106228367,0.944579163827166,1.1105861872762925,0.18262900530828913,True
