site_id,n_frames,mean_delta_t_k,sd_delta_t_k,area_ha,pue_assumed,it_hat_mw,it_lo_mw,it_hi_mw,q_hat_mw,q_lo_mw,q_hi_mw,q_identified,slope_identified,capacity_tier,capacity_it_mw,utilisation,utilisation_identified,in_training_set
colossus_memphis,101,3.844108910891089,4.090904682099034,12.330567094734581,1.2,,,,,,,False,True,A1,125.0,,False,False
lulea,146,4.7262499991997045,3.0358635128199665,13.180851343894595,1.1,,,,,,,False,True,A2,109.09090909090908,,False,True
nsa_utah,133,-1.7174812030075188,1.3315878514327886,10.00843126112225,1.3,,,,,,,False,True,A1,50.0,,False,True
nscc_guangzhou,63,-1.0067301587301587,0.6004111818592217,2.561689320292374,1.3,,,,,,,False,True,A1,18.5,,False,True
nscc_wuxi,84,-0.10592857142857143,0.7367413890603413,2.5621723632993896,1.3,,,,,,,False,True,A1,15.4,,False,True
ornl_olcf,95,5.730200000000002,2.9013871722685085,9.1056080909208,1.25,,,,,,,False,True,A1,10.1,,False,True
prineville,239,-0.7388846627650559,1.746503484809313,30.5867807869656,1.1,,,,,,,False,True,U,,,False,False
riken_kobe,91,-0.1886263736263737,1.7901169834420918,0.9991794913908439,1.3,,,,,,,False,True,A1,29.9,,False,True
