ym,epoch_building_000,epoch_building_003,epoch_building_004,epoch_building_006,epoch_building_007,epoch_building_008,epoch_building_009
2024-06,0.10782270475482003,0.11500824736493295,0.10356268422630517,0.0766700462164157,0.06671153098761462,0.05830397446114279,0.09016663199517076
2024-07,0.05269852990505135,0.05226233546308548,0.05055966778990478,0.054409182757130664,0.05383156943040805,0.052939622664795544,0.05708391005221
2024-08,0.04648939717550095,0.044630854341934825,0.04761768866951921,0.03567436053304521,0.04579459009638467,0.0477175786019536,0.04520445590436505
2024-09,0.06801003275624838,0.06747927642673342,0.07043047079240092,0.03911621637954939,0.04789809255079007,0.05454136388640106,0.06920855948349566
2024-10,0.1712099581390891,0.1696933728269098,0.16496326329431338,0.10305972163961395,0.09580515120570425,0.10159984108737624,0.1603409798007679
2024-11,0.13369120076415142,0.13448680927131612,0.1517312991351163,0.23820031449000234,0.18807777507730974,0.20050560037706514,0.15004571318930632
2024-12,0.11818840199481105,0.11831025441457757,0.0924416297829499,0.16587577745625687,0.1490374650948919,0.14714431105735687,0.11145095700061267
2025-01,0.11941453066491413,0.14915654670581469,0.16259966288917815,0.264710235866669,0.29750585404673713,0.3360314602900428,0.10735625231423815
2025-02,0.11030122228383268,0.09295907721353891,0.10608401539425011,0.15579913390827893,0.13950469705113047,0.13682136346326096,0.10203625157368193
2025-03,0.12915009652311416,0.08200536355757225,0.1268473389637138,0.17315137764158553,0.15385861472404377,0.1488292036620426,0.10898988052359565
2025-04,0.14569666002642406,0.11851425153245455,0.16931641422555044,0.1763530376605927,0.15684711120665995,0.1509407423405762,0.12205366867065667
2025-05,0.20502135419875556,0.16930487985650716,0.20573129948760244,0.1692355410436704,0.1617457765714766,0.1595641787790529,0.1479450014698919
2025-06,0.21708434066498233,0.18623137327738898,0.21822030057749708,0.1311362101496954,0.1461426515071354,0.12889170766064928,0.11603038378765335
2025-07,0.20141185009481183,0.16413389492399888,0.17727235420874474,0.1457642273212868,0.13112729089779881,0.10799947189761909,0.10063193244780759
2025-08,0.2549763559443862,0.24784586499776481,0.23302343833899042,0.24895711038907162,0.17728878032176032,0.14204528833473223,0.14635015933179396
2025-09,0.5451527146270172,0.26723935371574564,0.34074681017557357,0.27691998540121743,0.17757303749089295,0.15273976788413482,0.15923165541245612
2025-10,0.6394916651264047,0.25612418212093124,0.49397488006654966,0.20072559301628423,0.23320731627790336,0.19329339019866448,0.15968732605344138
2025-11,0.6412810130135062,0.4464212790069651,0.7274299364232274,0.18011375052549894,0.22283711473030193,0.20424742789574776,0.15328048289788754
2025-12,,0.1570154795177236,,0.16928001738345277,0.20543088112260913,0.22487879141932765,0.12782106045925917
2026-01,0.7231501459826533,0.5638961846068202,0.7930256259832863,0.2259081182599368,0.22357338074690647,0.24425819099369783,0.1893512901276572
2026-02,0.6733748687354104,0.5889320482885332,0.735139778192145,0.20450957633321404,0.19955076116426015,0.23318326228105446,0.2394883297101451
2026-03,0.7188690465433084,0.825160209543554,0.7725896988827365,0.33392761053956244,0.2923483871391548,0.2465858765772063,0.20852780867168882
2026-04,0.7192006325344504,0.7552401655216003,0.7219127298063566,0.5689275062625463,0.4327594992057521,0.40709990397070045,0.18587702805810458
2026-05,0.7098417082537531,0.7803630054033917,0.764910118294389,0.8053025545499144,0.7713563416818958,0.5397879152356306,0.2402608656988386
2026-06,0.711126423373654,0.7989286324302524,0.7906306664222761,0.7705369375262181,0.796530258100733,0.7815339690479911,0.28252974204573206
2026-07,0.6716765352993924,0.7188768164804608,0.732008380948352,0.69390487382481,0.720463283409176,0.7387018943160526,0.32307764642255254
2026-08,0.571806481595575,0.6190535820756475,0.6234584087275661,0.5734370963709228,0.5907729897762974,0.5906062273827298,0.2728898473665962
2026-09,,,,0.9492391098178672,,,0.9059044710172702
