ym,epoch_building_006,epoch_building_007,epoch_building_009,epoch_building_010,epoch_building_011,epoch_building_012
2018-01,0.13090662105589987,0.13045945459525862,0.12169581435589404,0.13393134413495375,0.14538764861305478,0.14673291356162912
2018-02,0.13698849452349604,0.1365662666974829,0.12916757683791102,0.1408083071825405,0.1509038880455189,0.15252574520902087
2018-03,0.14503311213182157,0.1516359687643114,0.13757570978937522,0.15157439813673623,0.1531911271433824,0.15863706342088382
2018-04,0.16333491664792996,0.16195065505921427,0.15967281469400774,0.1706182063242254,0.17604886886777987,0.1769604076290081
2018-05,0.16986512724975647,0.16713227209888598,0.16173172358812005,0.1752641546104401,0.18473402709442838,0.18254344930913938
2018-06,0.15138142292744017,0.15296660631818623,0.14876342641394347,0.15723092430016997,0.1663733413769402,0.17121865144259787
2018-07,0.12570541676035077,0.1325572154954353,0.12544003178928245,0.12750938489542857,0.14238844456751606,0.14676218039737948
2018-08,0.11485317744301335,0.11608433122327648,0.11551593276185566,0.11463494330571336,0.12522800642169937,0.1300133718178465
2018-09,0.10391475647490876,0.1035339569342972,0.10229121932947488,0.10089921982151097,0.11222153777014199,0.11703331268748547
2018-10,0.08132536087110147,0.08149281938684222,0.0833037696321195,0.0793431511784448,0.08493555505008302,0.08518045042221978
2018-11,0.09522952751100114,0.09614205154873023,0.09744190202006146,0.0928333797885183,0.10197152760951599,0.10317838192043913
2018-12,0.101393947472671,0.10363466699194922,0.10559261885346422,0.10249479551818064,0.10996389566057298,0.11342750777687474
2019-01,0.11488890409863944,0.11779389635041501,0.11466566243693524,0.11523460722813417,0.12076295605850072,0.12359522534167652
2019-02,0.11881768573539332,0.12120461997577499,0.12692446755437997,0.12267445517864692,0.12712686704807874,0.1301725979820929
2019-03,0.1220683269628155,0.1245581678030157,0.13672331258245654,0.12211227357047605,0.12599224953971772,0.12751584426012785
2019-04,0.10962544160001726,0.11556109149428836,0.11631659589490644,0.11327361436798641,0.12544574801423453,0.12656722785834829
2019-05,0.09955632330110603,0.09687739029202674,0.1002725418829597,0.09112098873698772,0.09941340233033853,0.09717714773940214
2019-06,0.09095217282840298,0.08904330955774414,0.08633797949110633,0.08633264440610053,0.09325352006698609,0.09248770111340687
2019-07,0.10509162003875853,0.10234466129950393,0.10086953648640584,0.10022777546028568,0.11081705360042067,0.11102604314574172
2019-08,0.11627222743284198,0.10919153366460792,0.1135936394087659,0.11087503515741032,0.12686230671855458,0.12830951186034595
2019-09,0.1036325406053598,0.09932389029416679,0.1005176871390972,0.0942822272575007,0.11217259915641015,0.10953338164298518
2019-10,0.08565343890191544,0.08198461006749616,0.08115747462492633,0.07492225566784858,0.08654646171951885,0.08597513717656195
2019-11,0.10145344789558769,0.0988249870528969,0.10157416350099781,0.09653393914686795,0.11399916580544019,0.11420304448731369
2019-12,0.10740124134091376,0.10514771756483177,0.10859907010547823,0.103960656329598,0.1227833360529956,0.12348672561749857
2020-01,0.11152701056756498,0.10980287104685352,0.11553723787930015,0.1080228959277448,0.12719683266495563,0.12866300051900234
2020-02,0.12045075386246104,0.11930299324182608,0.12536842477309942,0.11961051056460434,0.13497958613334926,0.13614162904715732
2020-03,0.11228318675788834,0.10976912233621375,0.11672774302724143,0.10887840939974835,0.1211373437636499,0.12607935219368246
2020-04,0.1033219501279457,0.11077339316820968,0.11746547879499059,0.10967177958120802,0.12069594869233699,0.11662384717829204
2020-05,0.12267684675424793,0.11748344889425319,0.12667549490509628,0.1203487001238805,0.12750472232249258,0.13173625427197677
2020-06,0.12674069518945594,0.11791412079540146,0.12465365427580777,0.12383877680653782,0.12948194020699105,0.13340326408405864
2020-07,0.1313853756464202,0.13132948515470166,0.14033410237541188,0.1248575008532585,0.1411610335045895,0.14520175440743965
2020-08,0.12566975021145843,0.12645940708688036,0.13583635323229726,0.12208582168793486,0.1360849929041542,0.13335353982445325
2020-09,0.10894103577126106,0.10803974589437734,0.12044383622718567,0.1024127544764468,0.11642132215140114,0.11819484017012818
2020-10,0.11395095814730351,0.11319565876144372,0.12483320455193356,0.1072575383808316,0.123838975890607,0.1238023214746194
2020-11,0.10588101778391629,0.10460416201212963,0.11449068489495298,0.10029462020516118,0.11574203740606864,0.11492576993507568
2020-12,0.10716559374297371,0.10664888590713184,0.11412564473570828,0.10162615539699804,0.11768218604796836,0.11630248366626897
2021-01,0.11286392017045159,0.11266739042042782,0.12019414881627188,0.10952451648685031,0.12196626028320748,0.12160535616943619
2021-02,0.11611675499737681,0.11490794545524582,0.13046416031875474,0.11863949867902933,0.12780010796234664,0.13165716337475553
2021-03,0.11830264242657851,0.11694533069683238,0.12537297977286752,0.11797523843834734,0.12711452579805604,0.12549116031296834
2021-04,0.11907330656645138,0.11639582183074185,0.12635709706504392,0.11431812289450562,0.12556142843250218,0.12259286290177791
2021-05,0.13645234604160578,0.12856566877672349,0.1417115301616978,0.13748538304986177,0.17332873345933064,0.1502167736921356
2021-06,0.11474989614449832,0.10899945782668434,0.11258723075240155,0.10842434259592826,0.11688720085776502,0.11730162449364634
2021-07,0.11885483249285328,0.10595329805099866,0.1169223744137997,0.10110192496697565,0.12052228128559256,0.10705190553830987
2021-08,0.10617910716388829,0.1050958236497562,0.1129017571948526,0.09821819542147814,0.11410977866894798,0.11307506250877242
2021-09,0.10881940598935748,0.10938759068322187,0.11425526594933598,0.10027168856696823,0.11944800022416611,0.11945965678930148
2021-10,0.09911757277915186,0.09960862919068833,0.10619144871616373,0.09147506478444176,0.10749679904004182,0.10622771031835396
2021-11,0.11208038415828867,0.11370799702965644,0.12712977734242936,0.1088598244815664,0.12187830270004751,0.12049136122236473
2021-12,0.11781931947879534,0.12019599602812842,0.13555198550421993,0.11535412653191515,0.12973204990003184,0.13061437456953817
2022-01,0.1279791053437403,0.13243733131315735,0.14631844656815,0.13169383015099517,0.1398555539622181,0.13903324748577645
2022-02,0.13942040974742761,0.1408976061769452,0.15897296402739386,0.1459066959540515,0.1486565921314405,0.15086192726133235
2022-03,0.14599795501022508,0.14845841904101564,0.16321946140535798,0.1551302431154681,0.15780842271132192,0.1607234481340397
2022-04,0.159534278953736,0.1619047724519887,0.17499514807374858,0.16823703331500414,0.16897420606468194,0.17164285914798758
2022-05,0.17166109058983503,0.1723761195499116,0.17364010454994483,0.1762777089377249,0.17790369676261314,0.17718575169577672
2022-06,0.14699159253503713,0.15108822645140316,0.15195873144520256,0.15129932202114538,0.1556613737096027,0.1603837778820399
