ym,phase1_block1,phase1_block2,phase2_mid_block1,phase2_mid_block2,phase2_mid_block3,phase2_mid_block4,phase2_south_block1,phase2_south_block2,phase2_south_block3,phase2_south_block4,phase2_south_block5,phase2_south_block6
2018-11,0.07478119676559067,0.07741499321689826,0.07040295481562561,0.08230382108500753,0.08500758497992808,0.07442090742022998,0.07320883180659586,0.07340750719916914,0.07485905964788317,0.09129112577406893,0.07695318837391227,0.07556709988257151
2018-12,0.07588450577015898,0.08289754014961864,0.07784825512281819,0.08911616560870794,0.08707826746341688,0.07400872973361378,0.08028837069707961,0.07780485737383751,0.08008886268621562,0.09802680821909751,0.08502355639483716,0.08129741437607876
2019-01,0.0721431209076238,0.06909539859262848,0.06946807698645288,0.0846609816111511,0.08540773465060919,0.07014147603307941,0.07756961031222001,0.07247576918991645,0.0766939224518636,0.09566186494004451,0.08270848880414594,0.07857332115104332
2019-02,0.08708694535047556,0.08113396235622516,0.07784096606758235,0.10587318979996943,0.10865884469005793,0.08616657477931787,0.08900693295404132,0.07462309458055984,0.0786665035623859,0.0960933593267585,0.08765190647306162,0.08533377179812074
2019-03,0.08540290311885984,0.07439648327892218,0.07465601967915447,0.09588741836267259,0.09914347335905324,0.07796364940839356,0.08610293298883866,0.0841314450266723,0.08695445798739919,0.11078000329328469,0.09081736090740188,0.08420825905554297
2019-04,0.07382742263794018,0.06684582278048615,0.058345650459611834,0.08236971882293913,0.09025919334237006,0.06701356731945876,0.07010941488112328,0.07376273692347635,0.07812233792616147,0.0921442902677558,0.0819493614940843,0.07156645158455212
2019-05,0.08086369650962671,0.07699090442170405,0.05966309187528686,0.09355044826909235,0.1086780501103522,0.0681852894907819,0.07054263795008305,0.09003922248973231,0.09536065241712299,0.09965214416353507,0.08756283049770218,0.0789295539158912
2019-06,0.07191108713988308,0.06221550597547354,0.0538153811070701,0.09057960561045306,0.11149943954955428,0.06573385475755517,0.06915286817861525,0.0913913978780154,0.08435426043690747,0.10182457672471078,0.08468990099735989,0.07273277768419308
2019-07,0.09474635507320568,0.08335862930104773,0.06173981674375898,0.0937332661475034,0.11527052682341896,0.07757669893610997,0.0784069212099069,0.08624723599112494,0.09932653830300893,0.11928010444417003,0.10349457208858912,0.09003961254101776
2019-08,0.09509431894084558,0.08629702104713532,0.07631328342925742,0.10140568549178719,0.11836006095441673,0.08803353997099668,0.08992213812841994,0.10110516215833451,0.10820532503091326,0.13095032903442072,0.11797186100518232,0.09659945228521705
2019-09,0.10253150891973455,0.09391352594414441,0.08386740875439898,0.10896351678555065,0.12769936438837046,0.0956315069089706,0.09787175144191876,0.09894696100646745,0.11647087204851908,0.13745574001870103,0.11750417338906823,0.10603358405902188
2019-10,0.08890928174074993,0.08069201753358618,0.071916095241458,0.09607007918329948,0.10936900861095183,0.0819574289397245,0.08462544932188495,0.08722263135533212,0.10138086086086089,0.11389573901895396,0.1014797510266941,0.08904742108976574
2019-11,0.08395404374302189,0.08010988868881194,0.07844782611254304,0.0926151189930851,0.10120126427193582,0.08160265471695646,0.08692019121190761,0.08354287990369631,0.09415086203850909,0.1163264350781861,0.09890073481959513,0.08814610618367183
2019-12,0.07490139926964941,0.07423157982386161,0.06546503330861668,0.08236622712300677,0.09184632405331662,0.06957246623902028,0.07318803881653926,0.07209434452155034,0.08593628481422597,0.10296031503796096,0.08580776950718685,0.08119034645065691
2020-01,0.07327697104438163,0.06646174086599228,0.06817047302943641,0.08189749274698424,0.08904305389013438,0.06868304569544782,0.07672806369670558,0.07370187001369014,0.08339039922275213,0.09772704904053682,0.08661519556077052,0.07663659984717218
2020-02,0.09393103855548562,0.07602802836214939,0.0789787695820534,0.09662830617542482,0.11182538406061555,0.07889898227140299,0.08949647154004749,0.09212424438228768,0.10237650356238591,0.11226161764965334,0.09770112936344977,0.08813242491046401
2020-03,0.079375203917955,0.06904890713982462,0.06717589538975789,0.09265926684553806,0.09764432945797058,0.07293179128071803,0.08235952318814103,0.0806002646579804,0.08712420773714893,0.10039763177549213,0.08498238083015545,0.07791661979292551
2020-04,0.08096389713661652,0.0719100467985224,0.05292008933300379,0.08838820452413668,0.10224755226526251,0.0705575706901132,0.07103319414359167,0.07750514681584289,0.08562787198963669,0.1055230388784013,0.08875070768553828,0.07488140357558763
2020-05,0.08763515189632731,0.08231467992543473,0.05582211668608691,0.09428982592762253,0.11325169395061088,0.08045527916770095,0.07600844664248246,0.08647116614738232,0.09389083877995641,0.1110658424633769,0.09710653136305862,0.08396803918840079
2020-06,0.09741681926994203,0.0944839413488828,0.06980771129785907,0.10050472307658748,0.11381046521731575,0.09027314777314713,0.08628330767022474,0.09481828146390975,0.09423566154389683,0.12054632269484777,0.10306024616211995,0.09217514117052525
2020-07,0.10199379677436657,0.09976706633287956,0.07375893536009792,0.10419169862356302,0.11292152520723636,0.08642582622403963,0.08918055562805019,0.09656306413161503,0.09956164929635514,0.11358486529877732,0.10415576745379879,0.09589873013664188
2020-08,0.09956654002545012,0.10108119604628124,0.07829117262808515,0.10402600702397312,0.11830460959630192,0.0938244344137718,0.09317327796191423,0.09355144927536228,0.10583526438202903,0.12143932005433916,0.10645232998435519,0.09725061692679154
2020-09,0.0786764262068091,0.07477316746453523,0.06615191671668846,0.08496551839975566,0.09217339511321969,0.07442202509264938,0.06569684952718984,0.07825180687343619,0.08370498792910558,0.09301873761342715,0.08268032047521272,0.0799410059788434
2020-10,0.07877171915146733,0.07752087365374957,0.06507094882478257,0.08498044041620309,0.09296231274872706,0.07422964194417948,0.07460816869796702,0.0771833587074541,0.08331504710592944,0.09302977629187913,0.08325261525862906,0.07835749430557293
2020-11,0.07637655552955289,0.07787758819252302,0.06613920029895365,0.0824444466985145,0.08946225518308049,0.0723699479974868,0.07362280863150386,0.07483935968701316,0.08148480009421186,0.09206225925207154,0.08409765779309675,0.07665312870015703
2020-12,0.08297604884279917,0.09234143840797189,0.07715160775867144,0.09001698579935863,0.0948362924247954,0.0815561510088011,0.08433690137536867,0.08227324387480532,0.08780567920862037,0.1014343013237828,0.09608450009778051,0.08780802639577552
2021-01,0.08386405364029509,0.09042934106314153,0.07556558207690403,0.08952576445695093,0.09320446383574024,0.07852333154784455,0.08188579198963036,0.08089679400934714,0.08619626862156272,0.0968509406444252,0.09390011745868784,0.08517405880213187
2021-02,0.09600640763113898,0.10144590427530624,0.0893118333862975,0.10374523482320089,0.10867646672922862,0.09287228485949066,0.09881738175396466,0.09167236935278288,0.10131064535123359,0.11778197161894347,0.10197757700205336,0.09363849798955601
2021-03,0.09808485180905568,0.09915652129357168,0.09323154785024068,0.10407145300263938,0.10981660149801019,0.09578541429871662,0.0998355825525659,0.09332562196100656,0.10242754283695461,0.11571982616161797,0.10847101813826161,0.10071158074368122
2021-04,0.1039298384501747,0.10581700667574342,0.09608898049739298,0.11288039787971993,0.11748809455537598,0.10253359026952161,0.10286838000539367,0.1054030968229241,0.1070891403167873,0.11594975506195487,0.11102364977510513,0.10622900337149153
2021-05,0.07572949862754563,0.07357441794642819,0.07070084301401786,0.0833353246951552,0.09184810467824067,0.07228696767394363,0.08155729158511014,0.08082832017419626,0.08291093387505151,0.08538610292690665,0.08475859391806004,0.08030099313739142
2021-06,0.07320827389443652,0.06732729693340311,0.055524733707613905,0.08116889906856006,0.09530813712504081,0.07070968301042116,0.06646018499186612,0.09397126469338622,0.08103474651121713,0.0823644660468234,0.07291022025031786,0.08085071805285281
2021-07,0.08687498403272433,0.08100732330995852,0.05970450195967658,0.09066331566433261,0.10377010409606734,0.07771214785588926,0.07486521713599709,0.08845920962564319,0.08967601366071955,0.09128997341848823,0.08493867336462307,0.07954406644352822
2021-08,0.08760800947797975,0.08852780510538226,0.06849692454362484,0.09679396963549507,0.10954522748205694,0.08327189597132766,0.08246288679524322,0.08939828547656141,0.09383621444974381,0.10216250360203007,0.09578370453212084,0.08594556200883281
2021-09,0.08449982301920463,0.09138700840811838,0.07970871791250311,0.0949758580372139,0.10089236527466422,0.08388797799929457,0.08622202808153037,0.08708506998536558,0.09404636931048693,0.10296918073663715,0.09343203554316999,0.0885255325174373
2021-10,0.07057954591993444,0.07587260578466828,0.06848883749396797,0.08028058678533255,0.08346158503206302,0.07040453601243742,0.07320707388365473,0.07416077160930928,0.07703828828828828,0.08546690719406266,0.07681456903295203,0.07358085744767605
2021-11,0.07145240923030408,0.08322242205532866,0.09658331038216636,0.08111295595837968,0.08068520019811273,0.07039743303328411,0.07443998877782712,0.07371108908086668,0.07402451834187128,0.08618002034779432,0.0743583741566442,0.07784151072603035
2021-12,0.08469169628535338,0.100151542545664,0.15252078316443635,0.09697624064742706,0.09622986331960454,0.09349323996533532,0.1368892195370201,0.08806492293348442,0.08527983601248307,0.11464275095122996,0.09468282328639878,0.09183527834945848
2022-01,0.07938412316498222,0.09510591496235146,0.14814574020455964,0.08829549571363124,0.0877054809012391,0.08419351889351954,0.13328773868865862,0.08075516540386157,0.08220953011835364,0.10779510476761761,0.08964568788501026,0.08515168586781123
2022-02,0.08953543077515638,0.10174860287623046,0.15858595947647805,0.10185897999694611,0.10243181360026418,0.09839296386780409,0.1447245200128752,0.09010480928102713,0.09742702172760995,0.11991697041336603,0.10496684230468364,0.1004080460485681
2022-03,0.0998218103233922,0.11142842034247355,0.17564199180819884,0.11197099404489237,0.11337242279686503,0.10868302130828415,0.15815641664709318,0.0996424379219185,0.10664793322734499,0.13253607087619013,0.11405594186956106,0.10909895974473352
2022-04,0.09534168141506628,0.10643301357596349,0.17001960853548015,0.10611335623759349,0.10675320586344127,0.10374183030017983,0.14927032583448596,0.0957913934522967,0.10107983483483489,0.12342991449221671,0.1078112908233109,0.10432566007748822
2022-05,0.10315466268825543,0.1066494272182939,0.17718415192495562,0.10932219640948457,0.11615368268077783,0.10773135971501852,0.1550861580151543,0.10037711254307695,0.11126341253017727,0.12726631557900067,0.10725368485381837,0.10087563908195829
2022-06,0.10199071167731966,0.10287574406722587,0.17371616350646754,0.10693818074733329,0.11516856915697826,0.10536780763753707,0.15265722394759498,0.0991468205636596,0.1069381116410528,0.12635637985685963,0.10890130341253534,0.10286323560646572
2022-07,0.11198894113804003,0.11485063780676474,0.1883097089321234,0.11535858386231271,0.12430963453417451,0.11635470606935529,0.16990100434098,0.10678473540102908,0.11731753930400983,0.1419061978440747,0.1219081585508947,0.11615933751779135
2022-08,0.12249997537870483,0.1221781467004357,0.1930866400668525,0.12991082957049044,0.1379350568270685,0.12694726493604902,0.17361845960452718,0.11751468453476845,0.1283252923511747,0.15404772439912257,0.1277476823604186,0.12390233294516018
2022-09,0.09100762309428734,0.09282484872219063,0.13367377682049825,0.0972984521082826,0.10086404406270094,0.09413919234939838,0.12285804038242382,0.08813680988292495,0.09316136636636638,0.11203905071070261,0.09909389605945049,0.08993788582337878
2022-10,0.08507074734163148,0.09015753180493952,0.11960624683685836,0.09646049495015598,0.09810771391635735,0.08713719281972226,0.11278430200694209,0.08227075957135438,0.08883533003591831,0.10595403133325104,0.08902656534174244,0.08417625222467176
2022-11,0.08530423583787984,0.09078605194196789,0.1171354547998826,0.09260288550051263,0.09169946127243975,0.08390557072495196,0.10789102030430364,0.08580634825095597,0.0886792174527469,0.10217032044835711,0.08643210838955717,0.08265051475668381
2022-12,0.08499403945257847,0.0910195023936054,0.10378284459117501,0.09169755862399931,0.08392680777853083,0.07776276384951379,0.1015822848431071,0.08023501569654912,0.07888583112524289,0.09551605652687849,0.08870718221374789,0.08467461416361413
2023-01,0.0846491092454182,0.10127885197222353,0.11161005378811949,0.09450469035621578,0.09117303885789756,0.09035756960140048,0.10776668515280424,0.0867926975640844,0.08424926367544014,0.10555905271019679,0.0951203518871615,0.08956923544533715
2023-02,0.08685272686939016,0.09409188638548521,0.10572276402669395,0.09481917653731213,0.08845340549675892,0.08491734449917038,0.102038839810006,0.08331623324127835,0.08406848701642813,0.10043515346118329,0.09176157768651613,0.08851912387606786
2023-03,0.10220845415865945,0.10844077620156058,0.10865031543142306,0.1153339327705429,0.10562424665033113,0.1018434068481356,0.11057123252516286,0.10204533234197237,0.1041267455690985,0.12484072381691685,0.1129957805319254,0.11077053814472754
2023-04,0.10392637257626508,0.10900874666334842,0.11924915286654186,0.1157056165608708,0.11856340975444452,0.1052688715275509,0.11698029181999284,0.10319995515271675,0.10773431902490721,0.12436367418829347,0.10918626845604772,0.10808276718642815
2023-05,0.09333576035922711,0.09053701084808305,0.0925498891002429,0.10716581724581718,0.11708106524685885,0.09279515479316632,0.1023434032761786,0.10090230845489302,0.10550215745156923,0.11853168874931633,0.09457530018578278,0.09248681834716352
2023-06,0.08956221240620757,0.07959784185125007,0.07802312124101085,0.10098478982614571,0.10578304007437911,0.08373250242782918,0.08647279840975729,0.09391669853184156,0.09060970205499616,0.10242098351593418,0.08865198860858513,0.0864832336045663
2023-07,0.09203937505789658,0.08770221402394084,0.16736404317173365,0.10381561852409311,0.10732562692247537,0.09469487521175463,0.14293865255630675,0.09491682186187045,0.0944743991049873,0.11388677981451747,0.09270666666666659,0.08934580101608605
2023-08,0.09723313441276996,0.09702357933057135,0.18775152007344373,0.10599785048971493,0.10929376292511692,0.10263473189361966,0.15931526041530752,0.0945731907661804,0.09975458399576044,0.1229599548349535,0.09952598300095523,0.0973628735556418
2023-09,0.09353521357145297,0.09376663201916849,0.17665366453632753,0.10346722596688693,0.10710884903463495,0.10147497310879718,0.15224773251211396,0.09199558136241318,0.09842370782547251,0.12245739489423259,0.09131499535543174,0.09701081928952106
2023-10,0.07702413008819789,0.07578055177361032,0.09893924002212723,0.08551254062779484,0.08421435687225207,0.0747559772502602,0.0959784153682874,0.0757204220365387,0.07692702408290643,0.09180777332792289,0.0736718199374206,0.07169841947603948
2023-11,0.07352661939865532,0.06946480387563989,0.0808382351729576,0.0781720029230199,0.07858639278452637,0.0685220655927605,0.08217527381232004,0.07169987165415663,0.07057477448036274,0.08325762660033051,0.06864014300381348,0.06610194367338769
2023-12,0.06998492542916618,0.06625374680974627,0.07590535792050652,0.07816647492528844,0.0762333889439202,0.06533976457677382,0.0779476183330289,0.06966575349336732,0.06809205411293644,0.08206289203319161,0.07074324875330018,0.0682635834975135
2024-01,0.07380628159936031,0.06816062385016662,0.08227574179348658,0.08281297951704733,0.0802402590236866,0.06936744923332851,0.08394807091717339,0.07406638460085918,0.07253352705646823,0.08708556423963348,0.07483777011831429,0.07237032843356245
2024-02,0.07819030311008403,0.07375752375305608,0.08672033855913758,0.08825145889230637,0.08634460446970092,0.07240996389828802,0.0900709661072979,0.07851133898645138,0.0780785064476241,0.09271465658686329,0.08062280397477264,0.07726314722993276
2024-03,0.08164289005250915,0.07551762410880292,0.08462355172251451,0.09626586065484372,0.09231568283718261,0.07597240265820085,0.0891034477733991,0.0859249861327479,0.08220614702938231,0.09651261180995394,0.0839986770313875,0.08035327737780491
2024-04,0.08136388897014732,0.07394609654452204,0.08373406747643092,0.09652672229129855,0.09212279968892828,0.07548065858406383,0.08389760789379824,0.08208294387008451,0.08140943973385148,0.09243932858159404,0.08247591375770025,0.07894835819838832
2024-05,0.08141161978869563,0.07400203029460134,0.07840699216129374,0.08533979822437446,0.08697174287054898,0.06984815680946224,0.08009106662838947,0.08151934186611906,0.07757766001295412,0.0856467675823174,0.07297301139141485,0.07028234141661233
2024-06,0.14391162527363774,0.13113829988141779,0.1103284247260572,0.09353764609645968,0.10533388024381057,0.08915800857034603,0.107352565658411,0.0892706669263088,0.09454745922392979,0.10715166634321902,0.08607492928706312,0.08476904001601532
2024-07,0.20023925926467645,0.2544704409260155,0.12903189417746547,0.11321807647841543,0.11601168387119201,0.10156657456157539,0.1220886351575889,0.10309636294434216,0.10504719278101637,0.11996692101409649,0.10150114183044884,0.09846962374057333
2024-08,0.20039871627979533,0.4131137296811945,0.13124382760731135,0.11456811639726897,0.11941066745737972,0.10379385051539664,0.12442886360275254,0.10303441615918427,0.11121786875110401,0.12382784442758596,0.10272730370587665,0.10223522952264474
2024-09,0.23634996733412314,0.3033453028240156,0.09343394359897837,0.09324440045372248,0.08988049111099528,0.07841028376206839,0.09052691385894868,0.08057020193079352,0.08227146499440617,0.09344437995095359,0.08125160127603406,0.08123033280356244
2024-10,0.29419746156883964,0.4044622454506863,0.09120215299600999,0.09330887027463296,0.0893437147003111,0.07978516672545714,0.09026539960504912,0.0805206884648067,0.08224211770594125,0.09529042448086658,0.08382343612496336,0.08360712444245885
2024-11,0.1902388721496585,0.5063606340980185,0.07752715593846732,0.07696415592347791,0.07589527005891253,0.0631929129160516,0.07576613470087255,0.06972781888778734,0.07087106164988517,0.07912288774015987,0.06942501026694048,0.06807665907409716
2024-12,0.23614888667866032,0.5490106543497258,0.08124036992573234,0.08213271819034532,0.0808840966755296,0.06820184732764588,0.07977425163765432,0.07173912217344093,0.07322178708119881,0.08392034250160249,0.07435217879143446,0.0717974246297097
2025-01,0.2985848036634538,0.5213499120392742,0.0903284311994633,0.09842355954016971,0.0892832805467216,0.07734317224740778,0.08859527276839699,0.08447160340839349,0.08098769593122535,0.09468409519944956,0.07955092158013104,0.07677472907221741
2025-02,0.38769306486472677,0.5188546732643315,0.10078808540188086,0.14907142246362576,0.12861455324713694,0.1164696965540066,0.10788705992118386,0.12125885438795267,0.10026082023199673,0.15013987109142973,0.09002404774127308,0.1163063587159525
2025-03,0.4848250986923021,0.5032724793944987,0.17090312135870905,0.30679896712693333,0.2215384451627479,0.18375630908987972,0.15805849603325706,0.19121850452013409,0.14551380586468818,0.18161909222961248,0.1651457165770146,0.16267421303381485
2025-04,0.4484706472719117,0.4126464471674454,0.16805779103845198,0.2890942905132735,0.30019957423144433,0.3075595617278306,0.17828706144357168,0.2961384382523722,0.2539444041099922,0.2997660103620848,0.13720086584531152,0.15616814465431858
2025-05,0.40460998637296586,0.3904343132231446,0.3052680872850534,0.4054535610671202,0.27617238651964615,0.24318938940639026,0.32646358100408,0.28555150769484966,0.2620238703409291,0.24637371900048805,0.2444546479906129,0.14721880125289621
2025-06,0.36641317141784563,0.368617461607156,0.28059272653978784,0.5319208164823421,0.37769795457310207,0.2992248415301671,0.2799880566502251,0.37237228222452334,0.322185907083554,0.24413730438771378,0.37004588295687935,0.22575198664098414
2025-07,0.2994320281609109,0.3210560620922212,0.2950424926144322,0.5143395467137842,0.45968257129451023,0.4764369626658652,0.2494898287096241,0.34680824186847936,0.6508815262321147,0.2631611945213855,0.29762575975359334,0.2668179606992977
2025-08,0.29036896449170435,0.2949113570595499,0.3190436913715382,0.4167390633248258,0.4962925851102654,0.3062739677915245,0.2699526084757071,0.4751041607657086,0.3140640923276218,0.2617961462688848,0.2975806059939373,0.3184600662420891
2025-09,0.2681219495190317,0.34344924141498473,0.30607139902075026,0.3345101869423902,0.41623550040839036,0.3456436880794672,0.25337772246435436,0.44032477222300914,0.5728321138785843,0.2758903095099475,0.27130982081744426,0.31722788548159153
2025-10,0.2566574227110725,0.5398718349998302,0.2911828113414074,0.2710470095761619,0.3267382088177539,0.48343172987732363,0.2770969491348487,0.3340165451069251,0.43396928457869616,0.52823762224849,0.23043084017796028,0.24342045428467496
2025-11,0.44740206331329485,0.5456381205440145,0.4401832880194909,0.24744875073620848,0.27464208200823736,0.41328036093002185,0.32491889500743804,0.2740727192796111,0.336537310840252,0.4523719964950043,0.3217373477070498,0.21946184477467662
2025-12,0.554578804355775,0.49674966694482314,0.5146269805680118,0.37871253801016524,0.2518781376535808,0.35939591515008984,0.42059580147193154,0.2653487976797432,0.297344671730554,0.3935967149485716,0.3302498750855579,0.28676942855538534
2026-01,0.5057213044898514,0.46634157785195307,0.44282897879076744,0.4444320934493815,0.2444642619432425,0.3188835887453243,0.4498041685152808,0.480528275621961,0.28364804863687215,0.35588506201372583,0.3918350837244552,0.3504483407428025
2026-02,0.48914287847318727,0.4482297558571356,0.4070343540717723,0.43866383220993377,0.2525466805258676,0.3082275535755501,0.3974537794364554,0.45877265053344674,0.2856858741094035,0.3393162567703463,0.4488000512865894,0.45610962132364685
2026-03,0.48025661849668705,0.4410054796726543,0.34865308575497567,0.4214777165543269,0.26039743800288506,0.2917597953655679,0.3389423998051343,0.43941142218996365,0.28038417358535,0.30596061849061706,0.42146790468856976,0.5408661058907115
2026-04,0.49498803286831056,0.451983441911761,0.3286437784682743,0.42742004580852017,0.2637816997723443,0.28689600486001327,0.3106553163956817,0.40352969667089256,0.2747204218924807,0.29098391436283755,0.38238339664613286,0.4963245629162426
2026-05,0.46880517022822193,0.4223495002952366,0.3114776558619635,0.3837194092882227,0.26347309989920586,0.27990380548624083,0.2916827124165951,0.36805791229995755,0.26634309338750506,0.28246907341084304,0.3335331982741764,0.44423692356894723
2026-06,0.46160954803089443,0.41749565844886605,0.29772669456116196,0.36061368256876725,0.25856460603374887,0.2673855401539003,0.27610329683952306,0.3434808251310013,0.25241693075428373,0.2716262662973483,0.32180121528796346,0.42075792385946686
2026-07,0.446859167410181,0.4167914001005265,0.28598991619881586,0.34264498527583254,0.24986343473576278,0.26133959604405366,0.26413305408391435,0.3260362507671246,0.24883472884649355,0.26249038184459234,0.312857946367459,0.4047523486918076
2026-08,0.3978547370396914,0.3753707238399191,0.24904385026423276,0.29990318870929045,0.22700778656830545,0.23674338149798152,0.23572076080242893,0.282810188004532,0.2285612986515927,0.24285085213740054,0.2766990745086536,0.35665279118480697
2026-09,0.3878711501801497,0.3777596295645641,0.2699773813306969,0.2967585206029273,0.24121479879137478,0.25796974119122607,0.2524411074460678,0.29114873496638904,0.25618155802861686,0.25961674169547677,0.2815004463674584,0.3576417231226702
