ym,name,bright_mean,ndvi_mean,ndbi_mean,bsi_mean
2018-01,phase1_block1,0.08046180688616192,0.2543778482272747,0.20789567740573814,0.23148921699656788
2018-01,phase1_block2,0.08318471715929565,0.27322083376433715,0.22269275030881053,0.24410127171054505
2018-01,phase2_mid_block1,0.08316538169556159,0.2557002377245289,0.21223676400315641,0.22846222416838421
2018-01,phase2_mid_block2,0.09218107693650068,0.22673214040412387,0.1884093837426904,0.22546050260859385
2018-01,phase2_mid_block3,0.09305525889334934,0.21450874840982195,0.17747953840266373,0.21639265542345412
2018-01,phase2_mid_block4,0.08199840960854252,0.26783829496384487,0.2035527174772318,0.22566701374057388
2018-01,phase2_south_block1,0.08865521287331124,0.24263569280010894,0.20799256677599381,0.23098703664057185
2018-01,phase2_south_block2,0.0815590753788415,0.23445631911845144,0.13775424222028376,0.19843779523832905
2018-01,phase2_south_block3,0.08558046517105337,0.2340243609304079,0.18708836176170035,0.21803742621859135
2018-01,phase2_south_block4,0.1078393156436901,0.20793504852364986,0.20246740850010203,0.23253074961785375
2018-01,phase2_south_block5,0.09517872958834461,0.23927311040721655,0.20284402741635965,0.22111376916105685
2018-01,phase2_south_block6,0.08821516573041258,0.24907676402117113,0.20448955752238918,0.22313537351010587
2018-02,phase1_block1,0.0906213581203957,0.22529208522520688,0.2110169037146852,0.23559784828398062
2018-02,phase1_block2,0.09425109261617898,0.2384744325841875,0.22892826147438916,0.2507640179153849
2018-02,phase2_mid_block1,0.0954910369808034,0.22150260882403505,0.21431982577134617,0.23361774549559142
2018-02,phase2_mid_block2,0.10274029601029595,0.20250711009659972,0.1924955787958324,0.22997759815908644
2018-02,phase2_mid_block3,0.10315505904280275,0.18947073178853927,0.18161361577201451,0.22132790975300426
2018-02,phase2_mid_block4,0.09301883342260775,0.23661192507163953,0.20909841638367654,0.23199932526209927
2018-02,phase2_south_block1,0.10119914615792817,0.21124251781515177,0.21098540675269817,0.23648721532125572
2018-02,phase2_south_block2,0.09090872604210924,0.20702921917173506,0.1409040110314992,0.20133678258783652
2018-02,phase2_south_block3,0.09508222516634283,0.205524861954044,0.1908620976403711,0.22308004110885996
2018-02,phase2_south_block4,0.11872036602506422,0.1846818533294744,0.2053966754469263,0.23549778069534427
2018-02,phase2_south_block5,0.10713335790065509,0.2122224406553006,0.20906124489724426,0.22696415114216045
2018-02,phase2_south_block6,0.1003287229835137,0.21994856604244417,0.20985106845542367,0.22924827835554543
2018-03,phase1_block1,0.09382181154226804,0.25173033140030937,0.19671437782147183,0.22792701679437888
2018-03,phase1_block2,0.09416430844081389,0.290499274415845,0.19912224465042905,0.22750672039793088
2018-03,phase2_mid_block1,0.09557106505184611,0.2611523961496249,0.20226310347036844,0.21953650087328686
2018-03,phase2_mid_block2,0.10751292367427959,0.2191580053749954,0.17737633353459148,0.2189766843360815
2018-03,phase2_mid_block3,0.10756564308430219,0.20553367014040919,0.1639648549956902,0.20869712402040136
2018-03,phase2_mid_block4,0.09412340645127579,0.2725752757557007,0.18709029395300766,0.21362198006579625
2018-03,phase2_south_block1,0.10217438517281283,0.24450268499651673,0.19539644584471672,0.22150924175226225
2018-03,phase2_south_block2,0.09651244866166263,0.22172418015006576,0.12885721070997813,0.19471416683574985
2018-03,phase2_south_block3,0.09690004475063299,0.2265905877313548,0.17974459697684392,0.21485607159565007
2018-03,phase2_south_block4,0.12239352281481752,0.20205501922811675,0.18791271950211638,0.2214276620046271
2018-03,phase2_south_block5,0.10481731470616987,0.24052877749190693,0.19927344990293297,0.21482686724002628
2018-03,phase2_south_block6,0.09864180527378419,0.24927706981622036,0.19594529701288688,0.21540669557825798
2018-04,phase1_block1,0.08700029935594587,0.3833394826010751,0.07625707726198017,0.12299193806841312
2018-04,phase1_block2,0.08811318251911718,0.39475688762429245,0.0979505151521084,0.13289309040524272
2018-04,phase2_mid_block1,0.08296438743923827,0.4571838729388143,0.024180825922285598,0.06704832233925254
2018-04,phase2_mid_block2,0.09986924634077171,0.350485437743036,0.06572946796352351,0.12181244434199744
2018-04,phase2_mid_block3,0.10088226630519787,0.3221336116948239,0.07581988933049333,0.13151601748978267
2018-04,phase2_mid_block4,0.08500306124226463,0.41021191745391855,0.06327457464940055,0.10724745872534272
2018-04,phase2_south_block1,0.09103951074805783,0.4129295796218977,0.05565114739557159,0.10112521044242279
