ym,epoch_building_000,epoch_building_004,epoch_building_005,epoch_building_006,epoch_building_008,epoch_building_010
2018-01,0.12064106385495352,0.14401388028895765,0.11386216012214159,0.16601431838582534,0.12213593490287528,0.12317431458400485
2018-02,,,0.13807336605125808,,,
2018-03,0.12735796792889612,0.11591511663144788,0.11795254447360741,0.12299363735706209,0.13353157524787682,0.13536906002650334
2018-04,0.1349729305013434,0.13850666986092686,0.12753842142281235,0.13874852359208525,0.13785640179612493,0.13518100130725974
2018-05,0.12748082323718754,0.1497163898307862,0.11963402809942873,0.15147603247082694,0.16206711768411153,0.15470707397657674
2018-06,0.11136902975617179,0.12970411568136028,0.11362137906781251,0.14481960894508836,0.14007153654684235,0.12420209609254679
2018-08,0.0793135930450651,0.08043037823316462,0.06795135179181037,0.08369118136049644,0.03896258572805079,0.05347772330886148
2018-10,0.08863184552474615,0.09158313922060052,0.06714901274595575,0.08797613589353319,0.10299815343140907,0.14412266484008454
2018-11,0.10675193178553932,0.10901197970416229,0.09913648336850046,0.10397712445849436,0.11198978267880624,0.12406994063608029
2018-12,0.11701057856406621,0.12005602568512781,0.1072977776062306,0.1165962681965422,0.1175906720583493,0.14615938540883205
2019-01,0.12169763437589776,0.11773468516061392,0.10322868612011729,0.12224379971119699,0.1473471743886326,0.13038766610230362
2019-02,0.13354916273804093,0.13515894556653074,0.12417902492580579,0.13335708308941197,0.13539865290629888,0.1686343760073063
2019-03,0.12998428296243725,0.12812738873327104,0.12044844578251251,0.13342798813565943,0.13130424561001183,0.14043407336771602
2019-04,0.1292256530812254,0.13156246703359706,0.12306317911241485,0.1388529805253093,0.1448417144227509,0.1312479468858565
2019-05,0.13461666835639818,0.15273617376775267,0.13884864134630226,0.15418054794520553,0.15696414944553333,0.15930195014505213
2019-06,0.08113571372125493,0.12010762035808473,0.12365377661125687,0.14040799493390332,0.16287469299660123,0.15712884656710002
2019-07,0.09044830097497505,0.08167286107425427,0.06945224212169557,0.08061886664325021,0.09038569798308072,0.1499135543139572
2019-08,0.09726729862624832,0.07488599969835705,0.061365033966342415,0.06427025953245133,0.08143024386613412,0.13611220944808566
2019-09,0.08918728983964451,0.06461800825593397,0.05648253392345565,0.06294200952269446,0.08741350484176406,0.14411194710074854
2019-10,0.0997669970091753,0.10502809966091702,0.09023708335477673,0.11643207196659254,0.11381932943015205,0.14728026395902727
2019-11,0.1166579518764468,0.11322096499418483,0.10857854126946816,0.11593312142657243,0.10325472020309776,0.13400704890584145
2019-12,0.122714153191058,0.12956201041820242,0.1258690906283773,0.12705111267220867,0.20584811869971142,0.21702268588159446
2020-01,0.1375648497083894,0.12187887522183466,0.13666788102498262,0.26451050933735826,,
2020-02,0.13172209577398153,0.12464960686028805,0.12156511888219848,0.13616611677008938,0.13094786482754062,0.16366189776679213
2020-03,0.126770955205218,0.10964162776221596,0.11821723105690218,0.1214977723139368,0.12562741157888643,0.1621034273555882
2020-04,0.1265149555346954,0.13339031074418076,0.12214686323156651,0.1403203848105219,0.14431266797324005,0.1609323197593209
2020-05,0.1312294528649398,0.13841726456664538,0.1281437218019315,0.14623172110994037,0.15531969287255953,0.1571888193474445
2020-06,0.10867022186174617,0.12688294346978554,0.11644324790283564,0.13228186395035726,0.14024867564729138,0.1600431346477562
2020-07,0.08337708217164298,0.07894786435041853,0.07881750181136046,0.07682650467274006,0.06165968311460634,0.1120068165538483
