ym,cand01,cand02,cand03,cand04,cand05,cand06,cand07,cand08,cand09,cand10,cand11,cand12,cand13,cand14,cand15,cand16,cand17,cand18,cand19,cand20,cand21,cand22,cand23,cand24,cand25,cand26,cand27
2020-01,,,,,,,0.1446898600407443,,,,,,,,,,,,,,,,,,,,
2020-02,0.14043464518073576,0.14465197618303324,0.13287946308076376,0.11367905694263299,0.12427493324909579,0.12589379407664192,0.0840621515512945,0.12203986245667336,0.12756740470035235,0.14606511724946386,0.14417330661017952,0.1399287863075383,0.1355662193241511,0.11483418191586876,0.1282557567443987,0.10847294249063129,0.138762982525011,0.12318222079392768,0.11943064520174383,0.1167909872787612,0.14664345543226728,0.10930206973183187,0.12703507341684633,0.15315422938902487,0.1143103485805435,0.13082372240186355,0.14167578469723047
2020-03,0.13468138238092764,0.1493109247940093,0.13265198678610007,0.10666262842111264,0.12512416250722116,0.14780375354868983,0.07206908745814031,0.1295620060955853,0.13872094474601832,0.13180866992961549,0.12951408674925152,0.11649674953883404,0.1351879333368433,0.10992026628281497,0.13322422975591716,0.0947694837102854,0.11626205541975537,0.11468980129921386,0.1365777061444312,0.10870215523598833,0.1552288694370406,0.10105612152255511,0.11938330919027468,0.15683681036208796,0.106533985814593,0.1369763655644796,0.14567186877379656
2020-04,0.16849554674491962,0.17913890481989225,0.1533438274962161,0.12313739668084792,0.15438075973602208,0.1742473590784111,0.0867864477250486,0.15959864342673713,0.15679073196377802,0.1523059171386899,0.15333969571153933,0.13219052084193705,0.14507084866309788,0.15078523592806803,0.1535913370802186,0.10559610294353164,0.1333475105493619,0.13269957121669573,0.15880379455328164,0.1219081818077066,0.16968232054808086,0.13288359255796292,0.1446517307555131,0.16186410263518614,0.1156913657583706,0.1503922123709189,0.15966919800413784
2020-05,0.18348005087850827,0.17649975551459102,0.1701258087657018,0.11515086126249932,0.164385510729033,0.18195721593377442,0.0940489495408811,0.1595568915877993,0.16592847206060304,0.13894767464866764,0.1508197858678739,0.1224290769319834,0.13338109444721075,0.16551981749801048,0.14830157751158102,0.09221963678293467,0.12540593529945632,0.12328075435012681,0.16191047765951638,0.113641450958702,0.1710247011312948,0.14198902828028226,0.13360346027643794,0.16989927551633333,0.09965513427546427,0.17064835541184237,0.15746825779307705
2020-06,0.20270023884523813,0.19133118237695335,0.15895413727849173,0.12464732085093058,0.1686122136396649,0.19535259774852093,0.09351316275421065,0.16848880066518362,0.19295476891368624,0.14333541690691798,0.16372606041699939,0.14687162999998338,0.14853222817996092,0.18819451639271256,0.15866240403248635,0.09685289885013287,0.1186417551024463,0.13395811741829114,0.17553416785232212,0.12182550447087039,0.1907116913107578,0.16059060008831078,0.14629341690123834,0.1654913927520829,0.11449964054105276,0.1745452505128471,0.17113952589579096
2020-07,0.1688483390506843,0.11178543181159792,0.08500584399889186,0.091526021457142,0.12048144850154266,0.13373346531637248,0.0583397868977171,0.13822261871085723,0.14018605574493948,0.11364474030232119,0.13624782784085196,0.11838535795511318,0.11498609198659514,0.17634131190543922,0.133054139395127,0.0876368132827264,0.09043228891339924,0.1020356549998266,0.1649960706924229,0.08653522884023361,0.1444339666590695,0.13666713755301707,0.10121464893797985,0.09150874247254696,0.0955883753572627,0.14269479607802224,0.1333130657695718
2020-08,0.15535510924061516,0.0780918955204841,0.05889609180123176,0.076954460776546,0.07551407539446774,0.1234109338096894,0.05423893116274457,0.15188631002144432,0.06970925519401708,0.10769968388562881,0.12061337972986519,0.0758169009663831,0.10370184958932685,0.10933200045455396,0.11152938111931246,0.07350741584190124,0.09914899371785144,0.09977315207665174,0.15313403735341805,0.07546605549410038,0.13178568266057492,0.0928054134739232,0.07503417902626644,0.06425251921329451,0.11552803126567307,0.09050608636695523,0.09848795605344615
2020-09,0.1400942513464007,0.07095355047486507,0.06174023580147259,0.06740281368393276,0.07482010040004596,0.11095125419400555,0.044400166865452576,0.15108430397524353,0.05881399024621396,0.08710705773948808,0.1094198275851397,0.07158249167148477,0.09286255401361254,0.06657747758230831,0.10242121468126958,0.05280813907305979,0.06612055403194293,0.07499260289019313,0.13056825202473463,0.0604973273875369,0.12098456127637064,0.07296034527148804,0.05857019127886874,0.04535153290517333,0.08406808859776704,0.07664728243106984,0.0708899212434152
2020-10,0.1515014106886629,0.11963045533506764,0.11451811218049615,0.0763112643754011,0.09877282956143732,0.11881842508701002,0.053879127578482115,0.14549521578665894,0.10945790157314425,0.09601491243541477,0.11791248107558747,0.10037000831227613,0.1004208639142571,0.13543907624170018,0.10990167512211413,0.07332300278658595,0.08396984488960438,0.0878527866809116,0.1976577582904674,0.07308957826327436,0.15167327693842148,0.11203354065883435,0.09177940103266441,0.09124457992576501,0.08925347442489848,0.09494781057682272,0.0957208811001582
2020-11,0.16956754109217248,0.15035980567862905,0.11443337286387077,0.09709262012064472,0.12688228558439552,0.13374589492419336,0.08289541631305729,0.1496289659550666,0.1390627025137181,0.11988184185236682,0.1407209800710307,0.20570603369951268,0.13051183740769245,0.1659655507382538,0.13112050366299127,0.10703795041798778,0.10100974505571123,0.11580587821370938,0.18651602299259412,0.10005748021009857,0.15679121827786202,0.13992040204886383,0.12256542247609002,0.17900057601379973,0.1021716541052582,0.11867823615312384,0.14294916184217393
2020-12,0.177653838162143,0.15379804198602898,0.14234474256841495,0.12860690032192632,0.1415323264079535,0.15928556256958323,0.12169718708427013,0.17995619291992754,0.16496914458331544,0.13935673744191546,0.15117529359918494,0.2038464195644395,0.15040519612396944,0.17371550606089348,0.14307967412052444,0.19901427643189618,0.17034777304132975,0.139450962611128,0.18865597000291856,0.12043865268264452,0.16428823833622705,0.15532885225686666,0.15610202870280449,0.13951619291841857,0.13728024553230875,0.14361880324049928,0.16522915523566137
2021-01,0.18166018945301848,0.15048685021618236,0.13392764929920353,0.11364898194729109,0.1427349381546084,0.1467956370161185,0.08996162150420145,0.15930357497858474,0.15529685466054335,0.12874834141708774,0.14679965314012167,0.19666040637647653,0.13987193525349467,0.15139013305521315,0.13699567777850352,0.11243142588321955,0.10943514692925797,0.12465980910822759,0.19588448478712955,0.11289939193860624,0.1595367017713931,0.1492521809829668,0.14415612712417758,0.13598622834172713,0.1181793547063751,0.1209581652237404,0.16408507623324925
2021-02,0.17425976497891144,0.14703196914897798,0.1368582422988181,0.11040241379935006,0.1408587560890616,0.14599626178183722,0.09659678024221291,0.16165916164504923,0.15149590249778308,0.125633272846499,0.1410024856434423,0.19628255878142103,0.13985756061702942,0.1364831952070243,0.13055709335830037,0.10914602911501875,0.11037588212206137,0.1195403359163148,0.19111149378898987,0.10855648402931428,0.15518753526487472,0.14149017941108716,0.14130395150537456,0.12836113354587325,0.11470357754338864,0.12167741768366866,0.16270511778716595
2021-03,0.1661664786079641,0.14656462011173688,0.1320011853939759,0.10818924271008008,0.14732132132374468,0.1398569491901551,0.0833420243632068,0.1467215175287112,0.151826175050153,0.12495399947992623,0.13873201521627976,0.1712087263566531,0.1411745605522682,0.13182057952713833,0.1279063072557174,0.10479750824765391,0.11298925704008449,0.11830661063055627,0.16201894905329983,0.11238590039638655,0.15461221516669033,0.12540445654972415,0.1348867244170107,0.13372428124110453,0.11242224030432169,0.11994208754911155,0.16432717328187207
2021-04,0.185873312582447,0.1686209228984977,0.17131858665083405,0.11838456754496299,0.1462705710618224,0.15057185778640605,0.08926757505901076,0.15074031461707021,0.17569039534074346,0.14608552216531548,0.15451414376240225,0.2174107525260868,0.14164190866999854,0.1389850541299984,0.15016165942816553,0.10547747910060536,0.11710934007697575,0.13771446524046155,0.20447090470066775,0.12339920469210924,0.18654170736212172,0.1340974367521715,0.1523521008576273,0.16713371313280656,0.12336195477768652,0.12472228782031217,0.16996517915819123
2021-05,0.21023940002699926,0.19020333513451818,0.18612152892015676,0.10868656019683043,0.15846152703505673,0.16015269948470973,0.08480895525597511,0.1935887454560693,0.17235841410818478,0.1321532435075578,0.15506904343671046,0.2256863575439276,0.14186888128226477,0.16784798391615025,0.14666928122630563,0.09007527521539996,0.11312098022946926,0.12479722179310829,0.21196796758144543,0.10874532033554574,0.216123498208415,0.16912781332574495,0.15143310150510023,0.18214972847263922,0.11543556794179374,0.12384315270679028,0.17115635807298452
2021-06,0.185236826686001,0.17048116265824387,0.15819336292149908,0.08298558274071999,0.11214350521012251,0.14460981602432682,0.05148856694496697,0.19870846897824362,0.12465056379902872,0.09869896318782546,0.13133486139840733,0.21052761859530295,0.12101017764012231,0.14208005349790687,0.12071851590567637,0.0711583780147977,0.09361030078101722,0.08722424870421844,0.21719191132209698,0.08280953217182895,0.2015257729673825,0.15301253221675684,0.13124578758498073,0.13085773383233998,0.09265434801034746,0.09765477660721104,0.15621785149255024
2021-07,0.16386777145794523,0.12697889377140315,0.13597160112701018,0.08212925400596237,0.08885499605971202,0.12953500295342768,0.05319440666238508,0.1874361423875916,0.07108409285805645,0.10042683602980229,0.1259224102181305,0.17518100011306129,0.10662057247750445,0.08904455553927439,0.11442508299402662,0.075569826879344,0.11519592259716362,0.08782356691724161,0.19454073410309722,0.07708668302912987,0.17091872557349197,0.11659520820629564,0.10969098229326134,0.08226966748294284,0.09107582988360786,0.08805102708528904,0.12310973591335042
2021-08,0.14623805455814506,0.07237569826241788,0.08939472412775698,0.062222060676873164,0.06667967245884857,0.11641701015460451,0.03971252035643832,0.20329883952853983,0.057505858561715126,0.08327779330461614,0.10245223075961327,0.1382032651909364,0.08321865831425876,0.05092441955345627,0.08460012672284278,0.059796689567919024,0.07290149015944941,0.06892046176157621,0.17332649164568947,0.05776528599741892,0.16147846403900853,0.06153792295079736,0.06855657802323216,0.062422462381986454,0.0780596356732233,0.07206460345606887,0.08158182078965212
2021-09,0.13435811263546554,0.09174980546302607,0.06305630514665775,0.0685151565055483,0.07970007880576287,0.114944309061726,0.049588185572350466,0.16663546768850057,0.12686679309686938,0.08840903130617625,0.10241084593207145,0.14918952603177243,0.08881917243254839,0.0620618640658984,0.09000523998229071,0.06628268609269397,0.07768688335088803,0.0772059422519136,0.16810343425156704,0.06241524970040564,0.16929994656028008,0.07123785411331077,0.07480534535547903,0.07582892544163627,0.08325446260565314,0.07264352743370366,0.07758015577461366
2021-10,0.1261142274724928,0.13570480047271005,0.09491386142702649,0.07276874569773105,0.08340576176257508,0.1132232837989045,0.06856925628278068,0.15677935855634167,0.12017654625395528,0.0927808161765535,0.10520593400254262,0.16891347539990625,0.08532610179892831,0.12555291810682925,0.08473411065386369,0.08071423585086965,0.09015320198798339,0.07719064184086762,0.1353384311955058,0.06472753687315631,0.1614007971630158,0.12401361433789582,0.09450647253452724,0.08829121132313762,0.08675663449183085,0.0752790681826083,0.09729399450616319
2021-11,0.14368204116459352,0.14558627923669332,0.14656888001313237,0.0905467704516284,0.09538408282377017,0.1471675016195206,0.08404018494732177,0.17437306912685108,0.1191975727707508,0.11709226701262845,0.12221228647754012,0.16447669860411332,0.10593176586197325,0.13342997333724071,0.09966618060545353,0.09782357932161032,0.10185281106540271,0.0962093003423952,0.15806007568782446,0.08734846238938054,0.16438654648886253,0.13794109787660752,0.11834958462965087,0.10411093840964737,0.1025394133262813,0.09274432704008896,0.12344135051026632
2021-12,0.13805611833199746,0.142197141424917,0.1503663143721818,0.08214306351313583,0.08984020531282884,0.14595527330940544,0.07285218530666529,0.16536142124113593,0.1203555960041347,0.11046127813768376,0.11594433115586533,0.20918338674595988,0.10019844403621603,0.11600323372149472,0.09175002257205275,0.08909026969027253,0.09478757709148983,0.08854932271822318,0.16975084660355352,0.07985104212758122,0.16501733461103252,0.11963774570782011,0.117244149286408,0.1028193549877558,0.09247751389213808,0.08584434929244453,0.11866105947599932
2022-01,0.1296360161524748,0.14425558666157165,0.15255912184028433,0.07506546651971593,0.07682499663633946,0.13912516711676717,0.05791429633622343,0.1669828697023638,0.11084934185342445,0.11049646711661558,0.11005034760261892,0.20372999750952714,0.0909576193405391,0.10808719309432895,0.08625772479514601,0.08037710467313666,0.08758356179243107,0.07586046300586961,0.15700002143564587,0.06306337205014764,0.15331143376060502,0.10763025841158853,0.11668975099727293,0.10100250042353959,0.08629110970974838,0.07437027328674245,0.0996984036579218
2022-02,0.14767574024695085,0.17433497154681846,0.1730758286527997,0.11673523551849799,0.10619251328541522,0.15945922620064132,0.10225229693542981,0.18055143880951213,0.12491856128696373,0.13238279368135883,0.13153913780045198,0.22559922774320448,0.12338433192650855,0.22319448577190798,0.11813003723300025,0.11578431472512525,0.11421203157190472,0.10374671227645615,0.20742546243520488,0.09313729696718297,0.1654947295542756,0.23352927522944372,0.11826286528114786,0.16178700483028494,0.10447402808077412,0.11690369719411686,0.18840819193933775
2022-03,0.160685676958636,0.1624098539647635,0.17143272972644466,0.10631182981647112,0.11714094439889956,0.16849213460069828,0.08783162329694012,0.19858370383071844,0.1404795528950502,0.13961166887132687,0.1441398370179458,0.19706387559309438,0.12024852863433665,0.1453623349738977,0.11484402261560009,0.10466154287178515,0.11967584659870031,0.10844695555727166,0.1892477404144321,0.10158025212020658,0.17452222058044925,0.1452546629266772,0.14035075309881628,0.12446518597236986,0.11623602191550457,0.10351539098084207,0.13631364383942698
2022-04,0.16503004351816883,0.1640530050594883,0.16524666473429403,0.09744854149845775,0.11852310805582111,0.17315568434044815,0.07410504732623323,0.2210994995733665,0.14550071685715085,0.1402132391547668,0.14529137468675649,0.19389830593871343,0.11674634875069553,0.14166361107717634,0.10912537918871251,0.09925650363537364,0.10994134198811582,0.1008853709710637,0.2503002172941523,0.09474793199207229,0.1824250734488321,0.1433721481903058,0.13653376790838814,0.11960452463460082,0.1114115308983526,0.10253111192239477,0.13385944088040472
2022-05,0.17393133812829203,0.1838356223655985,0.18699281401323825,0.11506844360081162,0.1463059514646761,0.18495750463272564,0.07731219704267783,0.2674011109103554,0.18784425949637226,0.15599373345091525,0.16912696984388295,0.19328406727512998,0.12861735537766467,0.15778150601492313,0.1176935548442821,0.09109667323275997,0.11729170707552493,0.11325352349569208,0.32584719105479715,0.10607123363753686,0.20073599177471585,0.15269231093404878,0.14125081894352173,0.16027538172465308,0.11188820041295007,0.10974995619067486,0.16655204471565913
2022-06,0.16102647526222325,0.17274417480568796,0.12934807100328588,0.14703115269755496,0.17669791060267634,0.17630175740188697,0.06773425993355969,0.26772071514160567,0.16369260488150628,0.16722556778482492,0.17152760791711982,0.19121528413314612,0.1420726255685787,0.1590909692832372,0.12303857863338234,0.09009026096217299,0.11284580650450142,0.13780486572357795,0.3636589697110655,0.10174171476677842,0.20724771354339835,0.15141925593181285,0.15051186302106473,0.15518192117543778,0.09898900190201089,0.10964286394770693,0.17041870946991444
2022-07,0.15467097572854777,0.1329104973716023,0.07540606775565266,0.146224510091247,0.1649147535585858,0.1660863548960936,0.061328244844947075,0.21677373796138694,0.12260915109352732,0.19672353367477305,0.22257063376820796,0.17273877887448041,0.13461522863810269,0.15448429260367016,0.12351785369535712,0.0903575192979085,0.09353515537537181,0.14353702588130307,0.33300652338477293,0.09512057499078179,0.21489302550084355,0.14407147553423588,0.13976707984219222,0.08807354910748663,0.10088609633464538,0.09792914954278358,0.1649165661781324
2022-08,0.125190223060362,0.08772555486382896,0.059795228596629786,0.13932828478613246,0.1539384362626854,0.13600371746586382,0.04656058697264403,0.20924048990369115,0.07415715415678621,0.22416913068547942,0.20879709947401576,0.15258186985490482,0.13400834063478706,0.127413354652048,0.10097271931543542,0.07708206201492444,0.06839315227183906,0.1320199111617409,0.358785451324286,0.08109816786504423,0.21845820545971714,0.1144759946748563,0.11368310452298246,0.07084362934898121,0.09095201033391989,0.08007000417231666,0.13402741355030515
