ym,epoch_building_000,epoch_building_001
2018-01,0.3851262943041425,0.35626959739541314
2018-02,0.37844230211499824,0.3491299451714202
2018-03,0.386472141261219,0.3637997840036775
2018-04,0.4051913204053931,0.38425530963175203
2018-05,0.39937017430474664,0.37624136170333394
2018-06,0.3927326606627238,0.3682272982372936
2018-07,0.42027043656974283,0.37977323913868427
2018-09,0.41107468090162913,0.3709239749369825
2018-10,0.38474583559262077,0.3473029848174868
2018-11,0.37956413197614547,0.34172522978801056
2018-12,0.38247373530099427,0.3384488617420045
2019-01,0.37984518414357954,0.35550052690140344
2019-02,0.36549170373870854,0.3282188893559622
2019-03,0.3716449223830718,0.3217187548614794
2019-04,0.35711169629876427,0.3423227157757173
2019-05,0.37524468543802925,0.35558584238777396
2019-06,0.3842896559502452,0.36696490847587093
2019-07,0.36727440214855395,0.3592274182339239
2019-08,0.39030267740221414,0.36844046136032227
2019-09,0.38132376018606,0.3592231067850574
2019-10,0.38014357589092174,0.3607733153871005
2019-11,0.36379415264244974,0.33990841929578985
2019-12,0.3600133773672722,0.32539422995275746
2020-01,0.35814745960192707,0.3337460634732256
2020-02,0.3759328152778221,0.36063682079455894
2020-03,0.3692712869208928,0.355620157929621
2020-04,0.37018906910259286,0.3531045920377699
2020-05,0.383344573837027,0.3627483343796097
2020-06,0.3786580346568488,0.36587081043419023
2020-07,0.36325970689134457,0.3527937985265135
2020-08,0.37187416878916796,0.35441531407288673
2020-09,0.3670852973724391,0.34662817370224586
2020-10,0.3814323483002543,0.35403658188839376
2020-11,0.3776992160980559,0.34446635240473833
2020-12,0.37968827799901983,0.3484811494368347
2021-01,0.37693524436191117,0.35496391328518295
2021-02,0.3774624698838418,0.3438683245295969
2021-03,0.3832891859961949,0.3645859029477434
2021-04,0.387134910107783,0.36483459441977084
2021-05,0.3941367143946638,0.3689170858944629
2021-06,0.408182505741167,0.37535097196798384
2021-07,0.3935148780137039,0.3651531947884138
2021-08,0.40191738917084074,0.3678500055944566
2021-09,0.37831675329464676,0.3511543906142592
2021-10,0.391685860509118,0.35303147575673455
2021-11,0.3782787836684076,0.3463317362623148
2021-12,0.38837906271975353,0.34665495244160016
2022-01,0.34114976456797846,0.31391251757825744
2022-02,0.3811769070032883,0.34493723816299104
2022-03,0.38638486227471236,0.3595854393526201
2022-04,0.3844991618712854,0.35791901188040637
2022-05,0.38103027027758074,0.36073030420428454
2022-06,0.40831414205047434,0.37373296100020037
2022-07,0.42959921372332066,0.3648318027714718
2022-08,0.3966325696137718,0.3654786326628868
2022-09,0.3836695557679982,0.35441255303111885
2022-10,0.3784228276788999,0.34253764078819837
2022-11,0.3888831266920104,0.35041220219575253
2022-12,0.38365133284812225,0.34189725054446446
2023-01,0.36961327824622436,0.31474972331830453
2023-02,0.3694435628698094,0.3502131507038426
2023-03,0.37017660384627027,0.3533903955349774
2023-04,0.3827463101209851,0.36361349631590223
2023-05,0.39089734892446276,0.36201824446334463
2023-06,0.4091138289635275,0.36808435902503545
2023-07,0.4207415853558177,0.3855171834821917
2023-08,0.39748393343777383,0.369128728146782
2023-09,0.38368730535534634,0.35405193775725147
2023-10,0.38731615876457615,0.35451827070097985
2023-11,0.36835324652498513,0.33751813025023997
2023-12,0.3662154931594648,0.33037460352127757
2024-01,0.38200156873876734,0.3630382474420242
2024-02,0.3729798373019605,0.36024072429542064
2024-03,0.37034888848337844,0.36186888688064295
2024-04,0.38846950159616084,0.36956319514733893
2024-05,0.41987563914502624,0.3601446193086702
2024-06,0.43054981344069043,0.3866567650057565
2024-07,0.45344057631645884,0.40423588810309397
2024-08,0.41874695461006617,0.3732440249309935
2024-09,0.40530168425572516,0.368892406951126
2024-10,0.38836040688744006,0.35482190467402663
2024-11,0.39192281068748547,0.35791421770661525
2024-12,0.40184662725194464,0.366140070520908
2025-01,0.39380261596773236,0.36129946177524186
2025-02,0.4089099248805626,0.36757299025395695
2025-03,0.38116064322228704,0.35539982208357457
2025-04,0.40034609260670617,0.370732726841572
2025-05,0.4084007137212072,0.3767556004144015
2025-06,0.4200924247469483,0.3662541931082168
2025-07,0.48231151804770733,0.4465111101529882
2025-08,0.4534482874418295,0.48386652142349673
2025-09,0.365510418165999,0.4235060300355712
2025-10,0.3108493012977248,0.26382396396979024
2025-11,0.3033320049297099,0.2740486068339254
2025-12,0.2784327644257433,0.26808006538264545
2026-01,0.2962147128097629,0.2626270877546702
2026-02,0.3495727828456721,0.3416562556261936
2026-03,0.39320398234845555,0.40104264295152725
2026-04,0.3405201047290563,0.381912396866192
2026-05,0.3366470320596652,0.3470911478410682
2026-06,0.33222622842892047,0.3287213557629477
2026-07,0.34373375092385205,0.32804118934184134
2026-08,0.3062489324754465,0.3433979526937297
2026-09,0.2683438619962445,0.30377301451142835
