ym,epoch_building_000,epoch_building_001,epoch_building_002,epoch_building_003,epoch_building_004
2018-01,0.025240205429200285,0.028277912584519418,0.03194265074957296,0.030839917718481664,0.046167052605335324
2018-02,0.025530449623535904,0.026655309117081118,0.028824190547078528,0.027480891212277935,0.041126928945400126
2018-03,0.026272931528803292,0.033024542089569765,0.03548554889162444,0.033734723173476075,0.05131665420094741
2018-04,0.03980778867017373,0.043471054332339415,0.04639039654366227,0.044465444324858265,0.06930734106207931
2018-05,0.041100141011431814,0.04482502607188494,0.04411041911196359,0.042863821757544426,0.05332098927948146
2018-06,0.032061410478554306,0.03449531807699652,0.0356439430591738,0.0364191090206822,0.05462654126153083
2018-07,0.028669023795028684,0.03140564034018302,0.03098171347322818,0.030877590866099182,0.04943443056594367
2018-08,0.041905472128127896,0.044065020334370215,0.04266290658442724,0.05496797823220534,0.0954105474943904
2018-09,0.04190059855435093,0.04057908838211987,,,
2018-10,0.021430135599922982,0.022471802705600688,0.0251576954090445,0.02386037674312419,0.03706690501121916
2018-11,0.020182633219379433,0.021266669604343844,0.023193696620957518,0.02318560632533348,0.036382046372475704
2018-12,0.01755539095549554,0.01837652306321392,0.020132415571650783,0.020206854385940408,0.0333687965594615
2019-01,0.021510594069194474,0.022544668605533606,0.024804369089538442,0.024440068909606826,0.03891720269259538
2019-02,0.025818908540297524,0.02600109673281335,0.02914872224289792,0.02772545834905814,0.04367271004736976
2019-03,0.033698662732916024,0.034525385447726493,0.03890723092191273,0.036598293567038934,0.05572340139616058
2019-04,0.03664507266511606,0.04041615795890191,0.04582708983424466,0.043366919195448904,0.06346190999750687
2019-05,0.0337625736927824,0.03665227057965267,0.038624569389176744,0.03785081093421669,0.0689158663674894
2019-06,0.030179564789809703,0.03204469382059606,0.03453220062408749,0.03518497663409885,0.0751720209424084
2019-07,0.023256666302430506,0.02487030718311031,0.027475778916530677,0.02723747419966547,0.0675544412864622
2019-08,0.024530029190927404,0.025429323893597325,0.028612085969482698,0.027017224606180917,0.06575608576414857
2019-09,0.02586407480314961,0.03005577932781596,0.02931235626425429,0.03643856767731645,0.07609641937736723
2019-10,0.020521396533512343,0.021426783292450666,0.02384569508459535,0.022836794422002628,0.05006260433807033
2019-11,0.025015086141854385,0.02496652125164632,0.02629085339669636,0.025287280376836297,0.05141731488406881
2019-12,0.025436532887924548,0.026529127069226364,0.028428749296231622,0.028038685825307857,0.060002908501620544
2020-01,0.02610049640186698,0.02675212810230951,0.02877619759907629,0.027819649022266343,0.0584019980054849
2020-02,0.03391720703704282,0.034231899746870166,0.03611930520168333,0.034469025620955274,0.06408496833707307
2020-03,0.028977757658065477,0.02962617396924252,0.0324071314400771,0.031138713314603363,0.06931539865370231
2020-04,0.042446997913447096,0.04454824571711148,0.045425605309894326,0.04353910532156295,0.07370629490032132
2020-05,0.03514669221523238,0.03808599168637358,0.039177714637428085,0.03832523377549169,0.0754077913238594
2020-06,0.038076809603346806,0.04031890786954755,0.04133069002700562,0.04100503636507647,0.0762375295437547
2020-07,0.03394937264177506,0.06205789476261121,0.034877298624918555,0.03821279882960829,0.08763183429516133
2020-08,0.03361128180895204,0.03186509109247318,0.03267385989522202,0.03306302223837414,0.053915781111195694
2020-09,0.024400152979191715,0.0257615697967617,0.027573704350481433,0.026389113773068892,0.054284879082523066
2020-10,0.021358931851412466,0.022791357353740414,0.021758171347322816,0.020922899514977014,0.048158870605833945
2020-11,0.03257784767643344,0.03345052902669859,0.03520790940234556,0.03432724049406184,0.06110334679631019
2020-12,0.020044378795210822,0.020721955220007547,0.022753614983825263,0.022264507825130807,0.05059857816005987
2021-01,0.022651098952560844,0.023838069113751748,0.02757984693634117,0.025881297028826487,0.05469333582647715
2021-02,0.02401180983749865,0.024289027041318426,0.028480471023827933,0.026478287649851603,0.05803189179755673
2021-03,0.04284372967432083,0.04391095135075085,0.0472335686898968,0.042616233826392874,0.07371584816753929
2021-04,0.045554533699650845,0.047984766919796515,0.047203035508096916,0.04663273159731442,0.08255446290286654
2021-05,0.02802768637184351,0.03102394231381247,0.03280327144942888,0.032255621793886205,0.06808183495387685
2021-06,0.038725965876274165,0.04015924119798475,0.043143954748885924,0.041633091054796886,0.0837623443223443
2021-07,0.02525138227626793,0.02711171080526629,0.03520989307491913,0.03373040851888609,0.06647854196031118
2021-08,0.0234399733587258,0.026363291765201243,0.02952975341864438,0.02803529672131913,0.05958369982547997
2021-09,0.01973082556729784,0.020512005062597004,0.02261062213124923,0.02144801634448281,0.05061424133632508
2021-10,0.020577968654875833,0.021112026115950117,0.02319116329334975,0.021852401120072314,0.048577181500872604
2021-11,0.027617005406305448,0.028261958059762147,0.030747766310726867,0.030547560907426333,0.05730384367988034
2021-12,0.02811550501345073,0.029616727623468123,0.03288076660654815,0.03138463441566612,0.05966222413363252
2022-01,0.017671237310271974,0.01907324951161118,0.02204225043657497,0.020962169604293934,0.03984714933931692
2022-02,0.02390759016146068,0.02517101271524606,0.02899856693672287,0.02688494145711904,0.05001388656195463
2022-03,0.0313408537695842,0.04079317032464831,0.08157886480319453,0.03271146629765782,0.06069123734729491
2022-04,0.18283064787208028,0.04819091033719635,0.04882737062590059,0.04347093868955266,0.0756901525804039
2022-05,0.22746268218312773,0.0626317974177818,0.044891955330678746,0.045446615501786,0.07706657217651458
2022-06,0.25513032734425,0.07539672644839725,0.03544361598580059,0.034360820066253864,0.06871319571179259
2022-07,0.3143677018778977,0.10626877175717162,0.03856567614249044,0.03673599839723431,0.06895158613812019
2022-08,0.26167579442510513,0.11431157836498676,0.04082812257877122,0.03661352869369937,0.06171916180503617
2022-09,0.18993956715064197,0.16739871944624704,0.07720223666457633,0.038928904062358785,0.06406228097731237
2022-10,0.26240013893008235,0.1626026620303293,0.14019763295258278,0.10818843818868841,0.04847517825978558
2022-11,0.2820690440881867,0.13095352300935645,0.12332416573626101,0.10006163006863,0.04267701819995016
2022-12,0.3541628674232373,0.1285370490053515,0.10934099868311817,0.10291385041164061,0.05207678216025204
2023-01,0.3678014132363425,0.1112752086974829,0.09167609382306072,0.09888204250124638,0.04705090750436302
2023-02,0.37055718950167305,0.12383501001258314,0.10118685957077286,0.10937735115012417,0.0566756250311643
2023-03,0.37015601900272166,0.20322164088854938,0.12055764865019614,0.1176366148097415,0.06414263226128152
2023-04,0.4370881120910659,0.4006237760902454,0.18657527435038607,0.15387471520623971,0.08605389728247323
2023-05,0.39217873016864147,0.33155772878385087,0.20298958197826608,0.19178164274166135,0.08868451408626275
2023-06,0.36328480235304644,0.44065037822593683,0.19546668288912428,0.16615126949536768,0.10432004429825244
2023-07,0.2851128563289128,0.3691398530659662,0.21121814874820694,0.19627342181159124,0.0763883159423383
2023-08,0.4362900121238613,0.43763127695930837,0.2046629510081781,0.18602947318395946,0.06980241211667915
