ym,epoch_building_000,epoch_building_001,epoch_building_005,epoch_building_007,epoch_building_009,epoch_building_012,epoch_building_016,epoch_building_026
2018-01,0.12689736183002176,0.11969797145769624,0.22185141704940065,0.15288552784652157,0.10361962493058223,0.13349443262411342,0.21346500951945785,0.1353632385964912
2018-02,0.1129567772397544,0.10641869928644242,0.22820770508942897,0.15966559532119215,0.11647680058951687,0.12657424645390067,0.227482283146752,0.14703619298245607
2018-03,0.14471833268399475,0.15134805708460747,0.2357000616108434,0.15677149248048736,0.10462302960399844,0.13570064361702122,0.2423358358083923,0.16464859473684207
2018-04,0.1409585703419232,0.1549766442405708,0.2576684216422089,0.16529868858007063,0.10476966764919471,0.1411609893617021,0.2570360063970755,0.16294203508771926
2018-05,0.13921210833809267,0.15592067484475153,0.2446234177215188,0.16065039765636563,0.09112946409500619,0.14463946808510636,0.2681154078135709,0.1518047543859649
2018-06,0.13157425001391437,0.1534620540265036,0.24762546128458918,0.15448811472809187,0.0925120445127942,0.1544492907801418,0.1864325565455791,0.11348974210526314
2018-07,0.13321080313908837,0.16031551070336394,0.22579796124117835,0.15915075829684627,0.11872347387756842,0.15505329255319145,0.2112718269743355,0.13523950877192983
2018-08,0.12189917626760177,0.15744812130479102,0.19268201056719306,0.1523131660215327,0.10962795399205433,0.15786647517730493,0.15221082933516106,0.14006284210526312
2018-09,0.09081146546446262,0.13018686442405714,0.12771801650423809,0.12090889015800496,0.07374664231705758,0.12798130496453902,0.08197865966034572,0.08411471929824559
2018-10,0.0731321571028367,0.09669662793068295,0.11396615697696122,0.10355432557057345,0.06594070122602418,0.09426465070921983,0.07214645800015235,0.06775168947368418
2018-11,0.07634496020481996,0.09997600611620795,0.12678609088532905,0.1161476870359794,0.07120514545687555,0.09373926950354605,0.08065846470185056,0.07153779298245612
2018-12,0.07362697538079073,0.0825369082568807,0.1387595618162129,0.11776778348880007,0.07869449997864067,0.09820824113475177,0.10645976620211714,0.07045995438596492
2019-01,0.06513447616927331,0.07244625688073393,0.117316162577947,0.10620613617615336,0.07679213977530008,0.084604804964539,0.08473038610920722,0.06402127017543857
2019-02,0.08662293000129873,0.10126003771661568,0.14150528546357488,0.127033129217167,0.08573928937588107,0.11461542553191487,0.09537903739243012,0.06884939122807016
2019-03,0.17239737481679385,0.19585748012232415,0.1623432321421903,0.14534322609302622,0.09522876244179589,0.14779907446808505,0.10845031756911121,0.07596481403508769
2019-04,0.12405618634162632,0.1538825249745158,0.13660772095888865,0.13070660257630556,0.08235187214319274,0.12811820567375884,0.0756580344223593,0.056763494736842085
2019-05,0.15638380178475364,0.1886091416921509,0.1427729528396997,0.13845630010364443,0.0880852044085608,0.12853652304964538,0.0765854131444673,0.07366845498492258
2019-06,0.13119727092261738,0.15286990010193668,0.15958474664874342,0.14771389682086422,0.10390525438933745,0.14546857092198578,0.1020555555555556,0.10047472631578945
2019-07,0.11893411439490921,0.13206310703363913,0.1637804338896978,0.1498474564798951,0.09026199111452857,0.1441413687943262,0.11264609549920035,0.10636378245614034
2019-08,0.11260535147770917,0.12653081651376147,0.1628462622754937,0.14986579837976186,0.10109112093639196,0.14235365070921985,0.10805142030309953,0.11427244912280696
2019-09,0.08609756590786816,0.10111547604485216,0.14456922071617934,0.14021529073333755,0.08495286214703743,0.12750369858156027,0.08617090396770999,0.09568516491228066
2019-10,0.10744041297935106,0.11309285015290518,0.14353683955042743,0.13155240603253165,0.08181317655602546,0.12589814893617018,0.09311731932069145,0.09707234736842103
2019-11,0.09342577224912342,0.09664729867482164,0.13856679175534886,0.1315507286841382,0.09155062796360375,0.10793035638297871,0.08646407356636968,0.0943505385964912
2019-12,0.07116057123244471,0.07435539245667686,0.11180612001045508,0.11381647418406413,0.08036298645819984,0.08435825,0.06693238291066941,0.07716797192982452
2020-01,0.0688494332201629,0.07380958715596332,0.11548663044695862,0.11761790722761598,0.08314756397112218,0.08779112056737587,0.06143011956438959,0.0721794385964912
2020-02,0.08517212853193819,0.09025542711518855,0.11898729136327987,0.10553939759290992,0.07659047588534325,0.1042423687943262,0.055375744421597754,0.06810910175438598
2020-03,0.06263070815012713,0.06647367787971457,0.09474133340801305,0.10500208981111323,0.07419122773292322,0.07525405673758863,0.053055657604142846,0.0623431649122807
2020-04,0.07939483868573864,0.09030590825688077,0.12782236286919824,0.17187158885738058,0.0924721538724422,0.10343604609929073,0.06035490670931381,0.07811476666666664
2020-05,0.07994001038941764,0.09160855861365952,0.13742725439677372,0.14322917486304118,0.08681257956341577,0.10788844148936169,0.07437445282156725,0.07716242631578946
2020-06,0.1043455696554795,0.1172065402650357,0.14855645513610388,0.15476278211392436,0.10105057456533814,0.1326326737588652,0.09887540324423122,0.09001779122807016
2020-07,0.10138265987644018,0.10943169622833841,0.11377347391839825,0.126514036738935,0.1009177132726729,0.1268437624113475,0.1108934726981951,0.09559032631578945
2020-08,0.08393249475890993,0.09176818348623855,0.13648198909674755,0.14273107007635852,0.08432720534837025,0.10890224822695034,0.0806457710760795,0.08232507719298242
2020-09,0.06546927144208829,0.06717977484179022,0.1241728501549605,0.1249881697231212,0.07070946217266864,0.09039580141843968,0.06295926129007692,0.06301676491228068
2020-10,0.06259843416634202,0.06589582976554535,0.1251125574101041,0.1284737102608034,0.0718279433124012,0.0940749769503546,0.07319714416266848,0.0696064350877193
2020-11,0.06713151982337993,0.0628148878695209,0.1182702307606138,0.11566306026186096,0.08204417211328974,0.07791364184397159,0.06220072728657376,0.06372021754385965
2020-12,0.09509488413944081,0.09735211416921505,0.13112709103468867,0.12719522706601522,0.0812327843991627,0.09920634574468085,0.0888755921102734,0.0709995192982456
2021-01,0.09797286692269161,0.10230160244648319,0.12700285836973968,0.12431994838928022,0.08935425263787432,0.09673110283687941,0.09122201203259463,0.0738354736842105
2021-02,0.09465638299846019,0.09434241182466871,0.13594742354654404,0.1289525054466231,0.09288922636592763,0.10133016666666664,0.08855147361206306,0.08160192280701754
2021-03,0.09413276377061654,0.09095452803261977,0.13735596131585814,0.13690551853967048,0.09525907022939893,0.09954097517730494,0.08712649922534038,0.0829121298245614
2021-04,0.06919654551863604,0.06488023853211008,0.13149392106344038,0.13476344311187266,0.08425088641120936,0.08349109929078012,0.06976270200289392,0.06815801403508769
2021-05,0.056659538784067126,0.05599488073394494,0.10684617058231916,0.10376445144813562,0.07524036802084669,0.07170834751773048,0.10947448169995504,0.06198589649122806
2021-06,0.07612925473612155,0.07609732189910562,0.15126743400171747,0.18145004938271608,0.12465924825707833,0.0847915562743215,0.08769082358221247,0.0738201762983618
2021-07,0.07386765737184843,0.07599577471967377,0.13904061461483874,0.1354606870148275,0.09094979281472935,0.09351703546099288,0.08014336303404154,0.08639706899473656
2021-08,0.07442543366542365,0.07589404281345569,0.13608398118068774,0.13674754743321269,0.0831213571703191,0.08466531205673758,0.07504031680755466,0.07580556842105263
2021-09,0.08558999713384925,0.08679731804281346,0.143065981479407,0.14207038517672438,0.09509463599870774,0.0982059769503546,0.12339141665410329,0.08368242105263153
2021-10,0.07166069460677914,0.06985506218144749,0.13070888689742718,0.12570653806290585,0.07157232047503097,0.07878112765957443,0.0812920219328307,0.07121011228070173
2021-11,0.09445358156620479,0.11406539653414882,0.14129306037862657,0.12162014298707617,0.10759242599000386,0.09494989361702127,0.11808549082324271,0.0925516456140351
2021-12,0.11566208790189429,0.11084040978593271,0.16867262995975293,0.15781142839012632,0.13021682472553298,0.08117028368794325,0.13485562269217866,0.09283538947368418
2022-01,0.11096597280198883,0.11995941692150865,0.14939969567977288,0.12659283795503096,0.0678773270964159,0.10711466312056736,0.2263489056431346,0.21724209122807012
2022-02,0.11837124357618602,0.12793854638124358,0.117314794070423,0.09914690652960215,0.19095513264129177,0.11378221276595743,0.20672148503541235,0.194372147368421
2022-03,0.09977405150182744,0.12046659633027522,0.16379491243792232,0.2130791262135922,0.16796742171814266,0.10666194858156026,0.217101226106161,0.23815331403508763
2022-04,0.20917946234763746,0.17571142099898063,0.224042528284978,0.17918150474860928,0.19726705113417917,0.1806266241134751,0.23416995811438587,0.18770804210526318
2022-05,0.19950543774698065,0.2001249908256881,0.2130923756517295,0.2532465173340102,0.33511805715750353,0.20605237588652484,0.2584029396085598,0.21295242216153593
2022-06,0.2510531158976642,0.21623344697649388,0.24373816885105087,0.3499502527656154,0.36562361912085073,0.2803143758865247,0.2961555007234787,0.3166788771929825
2022-07,0.2406111612029464,0.21523566972477062,0.22642023449460416,0.3459305539691605,0.361041155111282,0.39506908510638294,0.2657204691188789,0.4406757684210525
2022-08,0.2143059664941282,0.2216101967380224,0.3444939173294497,0.3660280729029249,0.38286866376180095,0.36727245921985807,0.2557687274388851,0.4220251754385964
2022-09,0.21172499999999994,0.19637640769079853,0.47977051267689746,0.46075696004399613,0.4632644239395103,0.32519164539007084,0.22354923158936857,0.3709664035087719
2022-10,0.6855861108541632,0.22967071355759439,0.8269203577162912,0.8444311694904502,0.8184470075611943,0.3375920070921985,0.21255639326783946,0.35464671578947365
2022-11,0.5825304931059578,0.22258255249745157,0.6193186867555351,0.7256472809188402,0.7125311290529284,0.3607187517730496,0.18733622420226947,0.36238196491228064
2022-12,0.6458943767277046,0.22271809174311927,0.6930061573503599,0.6657612665778284,0.69213499722329,0.3580680638297872,0.22660869088416716,0.37248856140350867
2023-01,0.5692889399083505,0.39067047156141105,0.6130266457563193,0.617658138206739,0.6086819001238839,0.35170097163120556,0.23165132282385192,0.36794418947368407
2023-02,0.5465539980705368,0.6200691967380224,0.5954531384190281,0.5792371004928404,0.5657577854671277,0.3616803865248226,0.14982662401949584,0.37564324912280694
2023-03,0.4834624162817017,0.5225214658511723,0.5567304245547214,0.5499253336717645,0.5418400786022469,0.3691935177304963,0.2079031772142259,0.3876440631578946
2023-04,0.3612292091055824,0.36262379001019385,0.40517768940666893,0.4155398058252428,0.41270507069930357,0.45257092198581556,0.25332128855380404,0.47123016140350865
2023-05,0.33323107734550417,0.31768083384301715,0.32995975769093727,0.29854990775255097,0.30254020854727864,0.4706678368794325,0.27334261518543895,
2023-06,0.31483443720895726,0.3041293272171255,0.36032295470669484,0.35596454601861194,0.3454061386646161,0.4569491134751772,0.2709149859112025,0.4456492210526314
2023-07,0.33578496502847827,0.3249614780835882,0.36200820731115324,0.36604964570509974,0.361881859541202,0.46507243971631196,0.2623821171274084,0.483751203508772
2023-08,0.37189827461457126,0.36928013863404674,0.40927850528359633,0.4065232967404871,0.4020842218804731,0.44588024113475166,0.26195019724316504,0.4655619508771929
2023-09,0.45773294001966597,0.487408978593272,0.5067656622232176,0.49392167438712276,0.48989269084540127,0.4220209574468085,0.25918357779300905,0.43702396491228046
