ym,epoch_building_000,epoch_building_002,epoch_building_004,epoch_building_006,epoch_building_007,epoch_building_009,epoch_building_011,epoch_building_013,epoch_building_015,epoch_building_020,epoch_building_022,epoch_building_025,epoch_building_027,epoch_building_029
2018-01,,,,,,,,,,,0.13190685513099304,,,
2018-03,0.14072879515660972,0.14168310287368088,0.14457253081900978,0.07400103661003235,0.1025863936421405,0.09571067197971395,0.12836850950960013,0.1049169433971385,0.08725518566365233,0.08045003640689578,0.07073022165761345,0.057393173403967136,0.08031206881387529,0.07323684673748108
2018-04,0.13841672370659464,0.14103536995351823,0.1459085629508165,0.0718111953883495,0.0912148228537456,0.08781484936303811,0.10214628266570216,0.10239140745843003,0.08520988605121073,0.05497403829390108,0.06247471526195898,0.05232933810914127,0.06935893859170787,0.06316846029337382
2018-05,0.16720707895526873,0.1592066950234358,0.17216354669946224,0.07121762426678802,0.10233969338718665,0.11843752618942646,0.15149702565030004,0.11681941765757925,0.09550294616591676,0.0750265416774123,0.05449664602027464,0.03661532271819722,0.03790889842682656,0.03855430854830553
2018-06,0.10865957820474337,0.10833825873846481,0.08571122075488272,0.041410106947815536,0.07817386132283417,0.07971621868019077,0.09459090273382167,0.07383742447312451,0.05519917022756632,0.07437004379082959,0.05073309678173002,0.045106674091242,0.043798689622841204,0.045712940819423405
2018-07,0.0642686520564395,0.05185389247814774,0.04942795623359002,0.05122314231897249,0.09268260718793786,0.1184375334085343,0.1463206492006565,0.08298237323569217,0.08014624453522541,0.10262603614539385,0.07151644486158176,,0.059806002942153456,0.07567092016366925
2018-08,0.042036847793455415,0.033866925872872024,0.031081636457692793,0.03895504399271844,0.047837485628074175,0.046957864819175285,0.07495645447147123,0.05337814796017008,0.046787430852297196,0.07011235885918221,0.054988006687693464,0.052116529713351185,0.055125585615695354,0.056661100657562004
2018-09,0.03624902231562094,0.03738807456563471,0.03742893326696143,0.033809190432847885,0.03903174499015697,0.040402625128298016,0.05945132772703984,0.04789267267416365,0.04180666633542019,0.04722314965798025,0.03441427292019546,0.03212181922162356,0.04708437029088752,0.0366510632271118
2018-10,0.06616097768437906,0.06449135362157843,0.06850520921788528,0.04631660472289643,0.05530246075412651,0.06254677353136508,0.08331698104108273,0.0630735039636504,0.04911693083573487,0.05133928868104483,0.034673078383271994,0.031946959435732294,0.03515184817088542,0.03472208649468894
2018-11,0.1020224417091965,0.10598927412517907,0.11063463832196227,0.04825392900485436,0.07624849157875256,0.08248919821288417,0.06891496217258948,0.07164073980085073,0.06350422339262647,0.06655782748259136,0.045732885540174836,0.041316300956164904,0.04308177511184597,0.038697864441072316
2018-12,0.07362049034324031,0.06877435417702031,0.1749432151794946,0.06751699281957929,0.09983729561676924,0.10321929924175398,0.05724667872321188,0.05992204115912603,0.07033273791778463,0.13476452019813562,0.06022166077721315,0.04978156297344212,0.05641854737990112,0.05955471320182096
2019-01,0.08801601120784544,0.08445520020268751,0.09702726713712627,0.039918289846278314,0.061766824267101894,0.06860036044194895,0.06600272658769636,0.06049905984145396,0.06006183543674847,0.07255997292557609,0.11874406100165313,0.03675362750704833,0.04068029399520359,0.07783910148014184
2019-02,0.08537473642313917,0.10216801580573175,0.11201883107376062,0.09726376459502667,0.0960738980588787,0.10403472378192359,0.10066405008767469,0.09725020180781126,0.0829939241114313,0.0871656636823268,0.07983796121316375,0.06938625995298475,0.08068157275946272,0.06870839092495287
2019-03,0.11275379715801064,0.1070300952046852,0.11886298644256389,0.0724989659182848,0.0920599476160831,0.0931259273682305,0.08659932362781453,0.09290147035721186,0.08720014988903244,0.09191434893189342,0.0743663293616027,0.0597151802466163,0.07697763607685851,0.07558161962569554
2019-05,0.1484930621435004,0.1491891780862888,0.1597680970786604,0.0640444014770057,0.09560680990919747,0.0975874648312504,0.13461519245260278,0.09456835000966743,0.05881294014376095,0.06041015085786956,0.04733415371960358,0.04841061463443999,0.048857819008518585,0.050414642893272674
2019-06,0.11453331632142502,0.1784812601709202,0.1619637314560713,0.045836070236650484,0.06375109450978414,0.07027955020225804,0.08569863640473825,0.08018886915119872,0.05378468978767098,0.06253141145945502,0.042718743690382296,0.03066304768784677,0.03182809137657063,0.03155333636823471
