ym,epoch_building_000,epoch_building_007
2018-01,0.1467009575067792,0.1666383603137636
2018-02,0.1100557966810272,0.13000234655922127
2018-03,0.12090674904434484,0.14030490243704957
2018-04,0.12433069226876037,0.1460006612943939
2018-05,0.1394981037086414,0.15679792753146915
2018-06,0.08693543021968753,0.1224026708959027
2018-07,0.07369211857118767,0.08521436582891598
2018-08,0.0559771771398977,0.042242588597255756
2018-09,0.09192794236854344,0.06441000323860414
2018-10,0.12058653400650968,0.07104961908599826
2018-11,0.12348888950610429,0.11236324993927621
2018-12,0.09257504598254516,0.09127525039649088
2019-01,0.10579886802700927,0.10198808550867511
2019-02,0.11918842186259145,0.11520729352707812
2019-03,0.11790355125150703,0.11118314997118593
2019-04,0.13958879280902947,0.1219664071020684
2019-05,0.14071276277944414,0.12709679425814518
2019-06,0.1395932840795468,0.10774261860197075
2019-07,0.09915214029716846,0.039912007601194475
2019-08,0.056755075773473745,0.03982681802378471
2019-09,0.06107075695293118,0.05980040101539765
2019-10,0.08045182263699094,0.07249610605476095
2019-11,0.13420533335802198,0.1104706851552863
2019-12,0.17818213243795963,0.18709776631565916
2020-01,0.13520384154846982,0.16144704691689657
2020-02,0.1292440313216228,0.14803723347002148
2020-03,0.1328005515848033,0.15135153524125217
2020-04,0.13870479329457225,0.156283835555111
2020-05,0.14284513737156773,0.16226116199212245
2020-06,0.12943424208009818,0.145290873565846
2020-07,0.0688737625860501,0.06156153824172372
2020-08,0.04518361498928104,0.03457842232350798
2020-09,0.08101578980936275,0.07426257411879009
2020-10,0.13325629209923184,0.1308228964551572
2020-11,0.11754141720878755,0.1308289050184076
2020-12,0.12593594909207623,0.21460131510048475
2021-01,0.13092923461179218,0.1490799865858709
2021-03,0.1152725063470314,0.12877203989198294
2021-04,0.13507002925600867,0.14793890659008324
2021-05,0.134464558258959,0.15741985645363324
2021-06,0.11288157159492564,0.10708557773364387
2021-07,0.06293588216355442,0.04798585706325279
2021-08,0.05101765668012198,0.04263253035000737
2021-09,0.08264992613989393,0.0798036315230489
2021-10,0.1448408374378156,0.13941987264665406
2021-11,0.12212627074357993,0.12241738463663338
2021-12,0.11900797771441039,0.12644368210242565
2022-01,0.1372435272624029,0.149486935566065
2022-02,0.13462592962921818,0.1455776069572839
2022-03,0.13829594283762706,0.1544144239332847
2022-04,0.1412760384648621,0.1620442176627756
2022-05,0.12840451225583993,0.1368506846313944
2022-06,0.08568435852806477,0.11172983278324693
2022-07,0.06312579219592883,0.05838363076102436
2022-08,0.0870050763906891,0.04950700538656075
2022-09,0.12233404127936406,0.08244288316735482
2022-10,0.14660980055713985,0.16302350893235606
2022-11,0.1420904481806548,0.1684703180196021
2022-12,0.13845272706324807,0.1667871477422642
2023-01,0.09203877394636016,
2023-02,0.10482693507305776,0.1155017136026137
2023-03,0.1274537390907184,0.1451439854834331
2023-04,0.135526658354833,0.15289241809427198
2023-05,0.1475624315405285,0.1528448306332843
2023-06,0.19090670707369967,0.15248971219286844
2023-07,0.18473349216342214,0.09540455738282687
2023-08,0.18194645450916974,0.07503123622578728
2023-09,0.19613732795121533,0.10167113213028708
2023-10,0.15773799927580068,0.13038811289393096
2023-11,0.1721767630757077,0.17432529968995128
2023-12,0.0855150261082102,0.09226584058447282
2024-01,0.09180211992906143,0.0948135073606804
2024-02,0.13596417023622892,0.15630320264613
2024-03,0.16864642015084746,0.1842891883010189
2024-04,0.2552877375764834,0.18362505536584325
2024-05,0.23578227851226424,0.2179975167526325
2024-06,0.24114458887284115,0.22020885186719819
2024-07,0.2282500536977374,0.19567829801826003
2024-08,0.1596462281968671,0.20715416327327627
2024-09,0.13121538265295626,0.21583907756933218
2024-10,0.2687989174042391,0.2259577390732829
2024-11,0.4434700662889307,0.12608697771554578
2024-12,0.6659841023836857,0.19030241323636568
2025-01,0.6920793866525118,0.19227405068415504
2025-02,0.7057700675233615,0.1797404173036714
2025-03,0.6660923872656129,0.175320440869639
2025-04,0.5862046970089745,0.22205944648444748
2025-05,0.6044552815119311,0.22124242619078238
2025-06,0.6366131121233443,0.19890906166207073
2025-07,0.656345161648706,0.15131544349321735
2025-08,0.62952848284347,0.22362520824701018
2025-09,0.4858180362675757,0.25844729314606546
2025-10,0.5737307838223735,0.1861697033343336
2025-11,0.5517573644080696,0.19577383255463945
2025-12,0.5643064408481367,0.17140036301300798
2026-01,0.5635284577433782,0.20063984007010624
2026-02,0.5682340851016556,0.2925224994330742
2026-03,0.6151913680372966,0.4728705620407018
2026-04,0.6707981835351626,0.7217324586720766
2026-05,0.6617690149654156,0.7131623819457341
2026-06,0.6847130606887304,0.7162137150123593
2026-07,0.635342640118176,0.6395988688698703
2026-08,0.5442943985928701,0.5107528759281218
2026-09,0.583670776086608,0.5720530752451576
