ym,epoch_building_001
2018-01,0.1260194015630378
2018-02,0.12619978951035435
2018-03,0.1275475053934036
2018-04,0.1123609580531701
2018-05,0.08338390184425024
2018-06,0.07447441721859865
2018-07,0.08737477901735122
2018-08,0.06717416502252585
2018-09,0.048929515559025236
2018-10,0.04666998245569851
2018-11,0.056319874167904786
2018-12,0.06978656832989893
2019-01,0.06817056964416125
2019-02,0.08000309249792235
2019-03,0.08290243185843674
2019-04,0.08666517917852377
2019-05,0.06180617911976288
2019-06,0.057265707606168184
2019-07,0.04982888975631052
2019-08,0.04370862398952378
2019-09,0.050620380770102454
2019-10,0.04514738325484566
2019-11,0.05899098063411316
2019-12,0.06953212181117627
2020-01,0.07507390432059902
2020-02,0.08121309526807526
2020-03,0.08853284231387916
2020-04,0.08408763966187344
2020-05,0.06507362205881115
2020-06,0.06203494254031407
2020-07,0.06439615620304384
2020-08,0.05303461893609342
2020-09,0.05614988646570463
2020-10,0.05435432395678559
2020-11,0.08649732008696599
2020-12,0.10328586046823976
2021-01,0.10818026748763923
2021-02,0.09966767178356309
2021-03,0.11598670158738134
2021-04,0.10717801505955817
2021-05,0.0815260274748797
2021-06,0.08259829257850868
2021-07,0.07454723509363957
2021-08,0.0815066315959694
2021-09,0.06921855498753429
2021-10,0.06559099658347814
2021-11,0.07865976877618003
2021-12,0.09391802320212875
2022-01,0.10041561988466083
2022-02,0.10522647153877795
2022-03,0.11988752885575898
2022-04,0.0976001506795269
2022-05,0.07444133403846309
2022-06,0.05886560687333678
2022-07,0.09028051869013738
2022-08,0.07148475387611543
2022-09,0.058527421575293566
2022-10,0.10103013695467855
2022-11,0.1009790643598848
2023-01,0.11328511808799566
2023-02,0.10294697633617901
2023-03,0.08868515911590148
2023-04,0.08936611935161634
2023-05,0.07746600162011966
2023-06,0.06848549447228588
2023-07,0.0751132245418755
2023-08,0.0588713423489217
2023-09,0.05450531833704405
2023-10,0.08151110159745475
2023-11,0.07810700051205859
2023-12,0.07916119939224527
2024-01,0.08066561023109788
2024-02,0.18372919153508424
2024-03,0.20188084733099962
2024-04,0.22342937033586013
2024-05,0.2016352577501321
2024-06,0.2739357912144181
2024-07,0.21445057459685868
2024-08,0.16031136602113727
2024-09,0.1668171524656341
2024-10,0.1118957125588657
2024-11,0.09299710015361753
2024-12,0.2724216949138317
2025-01,0.3206527330689683
2025-02,0.4706840229335079
2025-03,0.5767171468264958
2025-04,0.6635869509011392
2025-05,0.6493613891107437
2025-06,0.6449037447430049
2025-07,0.6150460244109226
2025-08,0.5811086819109017
2025-09,0.5509038740168057
2025-10,0.5609292721889642
2025-11,0.5668843169474596
2025-12,0.5747075146692182
2026-01,0.585815302107696
2026-02,0.5820004606428434
2026-03,0.6029033288003556
2026-04,0.6113395598814709
2026-05,0.6096038479941573
2026-06,0.6649704995508992
2026-07,0.647336288792633
2026-08,0.5353309766047997
2026-09,0.5400894965037311
