ym,north_1471517731,north_1471517732,north_1471517733,north_1471517734,north_1471517735,north_1471517736,north_1471517737,south_1471517722,south_1471517723,south_1471517724,south_1471517725,south_1471517726,south_1471517727,south_1471517728,south_1471517729,south_1471517730
2018-11,0.11480316764425223,0.13954817696813707,0.1171921907851265,0.12245858486329236,0.1250566330519858,0.0796704539522557,0.06394937122095752,0.29154684364257777,0.18372759522608823,0.12450982716648798,0.1371598499849984,0.16959157951939774,0.2511562573805691,0.16614527259765607,0.16426712598293,0.12924299172442258
2018-12,0.13407963101308773,0.12192969917729067,0.08656105537868021,0.11744344480417196,0.14061809744261317,0.07872983917923193,0.06422553392591401,0.15229673572063587,0.11122501207070258,0.12256712200465153,0.1140064840716831,0.14114304809999084,0.11242857544950297,0.10423809614147422,0.14102673972749924,0.11907127586725333
2019-01,0.10778636351503748,0.063925611586976,0.057532972574304356,0.08147548982149924,0.1058949517833156,0.05979355010339914,0.04755258550188367,0.15323067670766527,0.05604343755252984,0.06845637858833525,0.06767577791112445,0.09098447651994118,0.06307048409822864,0.06276947292678536,0.09617777016727437,0.0662142166164007
2019-02,0.15670639334307584,0.150416674039222,0.1534917337547949,0.11868581578823902,0.16498134350156704,0.13689099858788265,0.10126946585294974,0.15928722686960622,0.09960492058076494,0.1509385491055646,0.1632032180948878,0.21395196008553097,0.11046232270881934,,0.20956823016049117,0.15490444512119472
2019-03,0.11834950053049872,0.06115106298843177,0.061163144510522426,0.07890236347671045,0.12591467551474578,0.06443033643196068,0.04866173296330559,0.1447004172710474,0.06488950815263068,0.06975558354069308,0.06761989398939897,0.09370389296060154,0.06882743827160494,0.0668573818637554,0.10333827359778398,0.06722511101790266
2019-04,0.1268371345731654,0.09818020736987437,0.09243452140192096,0.11353757767097669,0.12769498239653956,0.08561651407767312,0.08137514010108729,0.1257734208277863,0.07809961102706336,0.10071148199847596,0.09868074940827416,0.12309646494109722,0.07496725677670424,0.08256797985249142,0.1371547740817077,0.0969705224998502
2019-05,0.12697994915220306,0.10001893080364942,0.11695817865080793,0.12350719298598406,0.12965382291812852,0.09598071465776403,0.10488948162869413,0.1144605294705957,0.09820153235837954,0.11033777319226126,0.11080831349801645,0.12281824923456205,0.0936507098765432,0.0998461953588776,0.12307240543389937,0.10895063348446413
2019-06,0.11777812343602977,0.07610869090226674,0.07228407248144109,0.09974916380113547,0.12064447095303969,0.0629257560851554,0.04843580554773493,0.05001691471112262,0.07210438100818999,0.10273724653220315,0.08865586892022534,0.13748332803159843,0.063747263150832,0.08885910868594805,0.14069672166374558,0.09610349065585447
2019-07,0.09769721537110043,0.0534075582096755,0.04073216261855657,0.06297163090617816,0.10881253633793779,0.04437527054430099,0.03689128691898267,0.04083200104648932,0.04441482602118002,0.05496004902456624,0.05397810347701437,0.08635973994989862,0.04428738157541601,0.05338856775465878,0.09018685710832207,0.055936640793323014
2019-08,0.05554414282759128,0.04709137913700884,0.049117043835386835,0.05473430392728589,0.047015510201353944,0.044265528678562246,0.050731940366542,0.023241580066365973,0.04034375054631029,0.03856338802236113,0.042610658629869666,0.04002141105676833,0.038035452667236104,0.04415312039868615,0.0398684945305103,0.04216754548904465
2019-09,0.07472493610660687,0.06341170661251186,0.059701782239863006,0.07218921119132365,0.08267087359355274,0.05830237382213884,0.04839959039392834,0.030343796239261908,0.08042534610858969,0.07110369613320545,0.06883500483381666,0.05703168018609095,0.06556555085882984,0.07017328656233135,0.05975830395455184,0.06634303899441414
2019-10,0.06760023889122443,0.07064373131727456,0.06370435513906407,0.07371516184386039,0.07362917360011226,0.061672984721023144,0.05699447572698383,0.03697838999609221,0.09353946612876113,0.07778885584619641,0.07874109004739331,0.08271800336660179,0.07554203770799789,0.08099315157935416,0.09851299247231678,0.07430337481108644
2019-11,0.10543121200595233,0.039447784212007855,0.030559447481361336,0.05900989228283968,0.10649924751231311,0.04545185616479613,0.054927206424539805,0.15582674508713018,0.023530919482265926,0.04247143020911303,0.04197089975664235,0.062022411759248226,0.021779134460547477,0.03429006949024938,0.06629622272809686,0.038505979321043125
2019-12,0.1276704198613364,0.06636453666840927,0.059070585290643005,0.0915748325926522,0.1281677599791496,0.058371882466320024,0.07663194405341267,0.13254631278107842,0.05498813010590016,0.07813225843431582,0.07519068440177347,0.1086447075430435,0.05286979669887279,0.06392968692743836,0.1137008430870887,0.07182954041584282
2020-01,0.1024745233853155,0.04972060897307003,0.03777159514894243,0.06315024968663488,0.10506440987188992,0.04189748964335668,0.05500434849642705,0.05358890655115548,0.02819471844007395,0.04502881727391039,0.0442558095809581,0.06016822206317024,0.025515148282340305,0.03886151586016671,0.06679655714256937,0.041590075964873734
2020-02,0.11784583174851022,0.06915023726223501,0.05440912743704239,0.07962298658730325,0.12493741855289803,0.0819545759966805,0.08083995001148805,0.08370413230803878,0.04341575727012943,0.05971037270808466,0.05694624795812915,0.0850517243893064,0.044244738325281814,0.05074250031647049,0.09320775868436783,0.054911481947523676
2020-03,0.11121721618321229,0.06708041380142352,0.05327705625971987,0.07793042289207508,0.11465407619773185,0.05517581799077771,0.0642761761117591,0.06463022631986808,0.03688675205916959,0.0656932464782558,0.06234294762809614,0.09673634538152613,0.03385053408480944,0.0549966767270959,0.09690851816783842,0.05863514224272806
2020-04,0.11353366764758872,0.08122634348065036,0.08412042510161993,0.09431542720654836,0.11727142585055833,0.06784099089150791,0.07718601469385564,0.06494291069737256,0.058027456715414344,0.10244178551920859,0.11090496382971635,0.14624232209365529,0.04682978059581322,0.08704175011492875,0.14833544457650907,0.09249119912650389
2020-05,0.14455790379221758,0.10340275532499565,0.12133087376437532,0.13290522096429322,0.14342263210302264,0.09862906820326459,0.09554498183378243,0.08748947284757684,0.07846438930912758,0.12571754027499607,0.11071952795279526,0.13896054250003323,0.08454243625872247,0.1276053986528353,0.15789174976664846,0.11463585595302289
2020-06,0.09594277420775532,0.06968434002225171,0.04214058655880608,0.09129442109567192,0.10132090191596999,0.043799837706881894,0.05558691864752173,0.058676968625191235,0.05554107984535213,0.12072210421260617,0.11279694969496948,0.17275094834784688,0.04853911433172305,0.07729279579993738,0.18681080333340042,0.11090740740740733
2020-07,0.04481415397139976,0.05166245961850375,0.032444634001455044,0.047709970372753666,0.04623918549556595,0.03941772776249655,0.04104381074957432,0.04262297838800911,0.038898727853420745,0.05104687406966359,0.04089981331466481,0.05432263774570234,0.036778863392377896,0.0392029904792362,0.05661224541187372,0.04102398985359617
2020-08,0.05247135107000587,0.052982028391040346,0.06757055759129106,0.055138798957013714,0.048995791482053214,0.06594669773740858,0.04780083926584346,0.03216598114994604,0.03165523113128257,0.02981227536026649,0.029346186952028536,0.036608977494134984,0.03018867250402577,0.036106294763913055,0.03717807738538917,0.029757322188267727
2020-09,0.06735115141566406,0.051407633945925645,0.05091235357722114,0.06281931803709441,0.06814303481090905,0.05285145126856331,0.06591728974781805,0.0391720189957677,0.04300655404269625,0.040046462071709366,0.04012534986832016,0.04469712115789895,0.041171323134728946,0.04726303192020948,0.04510581263388329,0.03995530522433275
2020-10,0.05398208482640353,0.10305491313789358,0.09712944908325163,0.11867474210219395,0.05480209607249545,0.08078998233180078,0.08947873446486745,0.04799066968691425,0.04442085392502941,0.03781758714167223,0.03925863386338632,0.04795066636181695,0.04350697631508321,0.04841011539512169,0.04765081488345857,0.038372682938196165
2020-11,0.11126420368479706,0.08132711537773288,0.0562771079874252,0.09572971136895309,0.11341294165213155,0.05557987933423017,0.04946003231039432,0.10686841754922807,0.07383517684233087,0.09034719845171386,0.08790211321132113,0.11393301721738444,0.07342530500742894,0.08129160620415345,0.11322081830818506,0.08539942410503261
2020-12,0.12371941158021872,0.07840428144394844,0.0621574858332833,0.09191801162299669,0.12440942814945496,0.0687338847953099,0.04932485151966107,0.2010172681129189,0.1533715031097664,0.10184686532742611,0.10606068073474008,0.11226995109149468,0.20701994766505635,0.10707642128546971,0.11330513641827324,0.10414977929574376
2021-02,,,,,0.8546099846265881,,,0.8743470408494218,,,0.8506474733295899,,,,,
2021-03,0.1145224097318146,0.08264577954719105,0.07154509587980486,0.0880061741304537,0.12014237554882816,0.0830525608850162,0.0667549665500275,0.1351275918824223,0.07030073424104893,0.09487116687908398,0.0910303276994366,0.1178657882354501,0.06431271537842186,0.08524713144517072,0.12842616826822995,0.08817787032043728
2021-04,0.11737972727697371,0.08271566869076821,0.07513965479265536,0.09895291010610846,0.12167824902931765,0.0758317388452761,0.058530837321857127,0.08586694550969992,0.06904746881828874,0.0933990714329064,0.09146496482981628,0.12653729339801456,0.06346076221148683,0.0860610511482881,0.12377431589408863,0.0865065938309332
2021-05,0.1358735600068775,0.11097278957386625,0.10377657769501347,0.12406404244337647,0.13626792571356017,0.09108275275898302,0.08312306573355323,0.06734971287777934,0.07585907377730412,0.11615872563101427,0.11320297996466307,0.16275307500629593,0.06519302603327964,0.101402225298672,0.1743295056978048,0.1074780913575809
2021-06,0.1319588696708239,0.08640513867106339,0.06686305573910548,0.1228737772057887,0.15420381690357338,0.061274373749339146,0.06024103822279424,0.07078624595147737,0.08103541913445017,0.112045478883022,0.10802574324099075,0.10156595093244258,0.06450153674319122,0.08629787131978173,0.1077789560627733,0.10540244672139322
2021-07,0.04622397386877,0.049126903124623034,0.04294597691943163,0.052392797629820326,0.04928380881733799,0.04749175684810033,0.03689602488302564,0.04736826090700156,0.04639479038493862,0.05292999534704942,0.052487246724672455,0.0453409645181386,0.044991719001610316,0.044334223448128846,0.043279880067420104,0.051562798516654365
2021-08,0.033583861496473355,0.037711895953137356,0.03548154155236515,0.034955897966981064,0.0342610079726271,0.04339487856459266,0.031735134537264204,0.03767423318165863,0.035594018490502595,0.04052272831489015,0.04354271827182715,0.03530180722891569,0.035761817632850225,0.04706629456403698,0.0352231273125298,0.040494978395616554
2021-09,0.08365750071734096,0.08361629782254781,0.09718592338959976,0.090090685515494,0.08852977338492483,0.08188612577883965,0.06661973581895453,0.08050549804280013,0.06843151655740465,0.07905202357637064,0.08245161849518284,0.06607816381035694,0.06538143317230269,0.07963440693980017,0.06161945507027576,0.07884196546093653
2021-10,0.05777096837694098,0.062192108349753986,0.04536798221901843,0.06455524140843374,0.061493273722408204,0.04854543370744409,0.0665861450750111,0.05178988250177174,0.04720914237687006,0.05773827389020386,0.05871654832149881,0.049887480284173016,0.04448041096349971,0.05271641682157062,0.04939159498243989,0.0566443372547453
2021-11,0.06236619755903879,0.07997747550300925,0.06782994466804165,0.10131213577590543,0.06722795231125991,0.056663908018283894,0.06714144243789297,0.03988184738477025,0.04288218658598078,0.06158852137322733,0.06158662332899956,0.12838482842260132,0.038601112453032736,0.054531006109545435,0.11799837560520283,0.05957734236123592
2021-12,0.11113604688407107,0.05426649783784291,0.045514493101860204,0.0729139670346612,0.10852106898694842,0.04767466688082666,0.05721738057890576,0.03779453573628469,0.04266546108589678,0.05509363592770369,0.053373069383836506,0.0836442973212984,0.04024006239935588,0.04784063280765927,0.08752148680137259,0.0511393264090911
2022-01,0.25074127130638113,0.1290509541278501,0.1114948027420258,0.17177573505499763,0.2122755976042826,,,0.07512761516681972,0.06723841938805533,0.07072724538582402,0.06420046337967124,0.12784245364295477,0.07512890562444548,0.07454849764319858,0.1349714948595526,0.06454089054000972
2022-02,0.17068754547214263,0.11533001266671639,,0.10579075808249719,0.21547321156015664,,0.1435491408934708,,0.2343761542470036,0.24792439767377436,0.1651003116172059,,0.16202603204924118,0.17404468693167058,0.1395047230571061,0.204438655792903
2022-03,0.13132127576492894,0.06560868755110522,0.056441566381663706,0.08509299469792951,0.13298187814511114,0.06135562538063596,0.07644873573851371,0.05362020055503675,0.05923580433686335,0.06986634702919216,0.06641424675800917,0.09618739910135597,0.052662487251744494,0.0609622723911175,0.10464428977215487,0.06460173700574565
2022-04,0.12790486190352268,0.10003088296403528,0.08735890350613727,0.10982516204495033,0.13045768593329193,0.07881228140622805,0.07247810333963452,0.07504325511157037,0.08499973978819973,0.15531799275758118,0.14754341500816745,0.19314225368731558,0.0679917525496511,0.1155971790823023,0.19312093716634096,0.14354981058714655
2022-05,0.14176094462127736,0.10254997855256624,0.09703601683319654,0.153324462004307,0.14812239987436265,0.08364755957997874,0.08495790062877906,0.07912820818513588,0.07414309900823667,0.1231659043245467,0.11686171750508387,0.17158830370988915,0.0640084255904455,0.10304832870287095,0.16996218564703827,0.11377940559650065
2022-06,0.13397599176559297,0.07884220486320559,0.06293048330363167,0.11490385958562073,0.14259247946697678,0.05766511333748276,0.08026446996205874,0.055262816361872275,0.05851125701798624,0.06935025894681471,0.06169947266864531,0.10613183095417983,0.040974223698336004,0.06712151466091026,0.1059263348039512,0.06334334092316293
2022-07,0.04792129735284498,0.036388916703529436,0.028477136687958454,0.03856391642703453,0.04681499595688235,0.03666857603683554,0.0315376463017335,0.031238980345206033,0.034206358715750534,0.03900490043360101,0.03413119278594527,0.039824940355481356,0.031400866881374126,0.03343348457289813,0.03744921734926167,0.039159839148873846
2022-08,0.03589410379089679,0.03646321430007641,0.04161631525199736,0.03275615837841098,0.03589511283973884,0.04841726490217408,0.04075820593111068,0.03315459296202834,0.030510037410741805,0.03375164699958122,0.03863117712487065,0.03530076859918452,0.031219398122751048,0.034946458001208894,0.03507717626642262,0.0338563109254864
2022-09,0.05760803031036228,0.053730386321899165,0.06707062533789869,0.05862906343609413,0.05822869536855838,0.05791983757303193,0.0825637906167812,0.03935253494231064,0.04767764464615901,0.04749117840684661,0.041120192417119686,0.041705263883665564,0.04628555555555552,0.05075974295936521,0.03597103299293008,0.05015282920886013
2022-10,0.0715961223550137,0.09883452567659946,0.11431991049438343,0.10330054294274969,0.07100719207147964,0.08940646897022507,0.06508418231910872,0.04883727522006083,0.05144863304757101,0.06270035065714497,0.06524907124045738,0.06911745264887942,0.051241642512077315,0.06061261484546251,0.07038239489111382,0.06341449357860468
2022-11,0.12452849511874498,0.07725516950174928,0.08795594067666516,0.09492589970976022,0.12805884774487591,0.08145254789183494,0.05345860381557602,0.11138204211125914,0.13994380160024406,0.15651714005381234,0.14888461312797951,0.16119412965392932,0.13889909526302924,0.1309551084993971,0.15451579873352259,0.15470621300790272
2022-12,0.12082414002495687,0.07547974222865642,0.08237518405051297,0.09094944063490779,0.12547292581380282,0.0732505932900998,0.04643590676909461,0.11279414164696226,0.09942526811228777,0.14689343596798227,0.14891965863252984,0.14400525932111288,0.09959025228126679,0.11242462073514424,0.13971087451399097,0.14272187069327097
2023-01,0.17489626080011622,0.1358817668723394,0.17686754920032036,0.16314127384960722,0.0995217270429655,0.11886783354884219,0.1911045728438875,,,,,0.12561059084194978,,,,
2023-02,0.11501655022387704,0.0651633811879197,0.062129578903105685,0.08300983530736591,0.11740746940930394,0.06364591924829849,0.04242182091193072,0.06174262788032932,0.05733937132291141,0.06022312853607382,0.061784863152982,0.08375563839516488,0.05368639090177133,0.05860701898156477,0.08761209264221011,0.056399769642013035
2023-03,0.12220621150548182,0.07876073310009248,0.07390351578060803,0.10123076206371873,0.12562399339735492,0.07049960380401687,0.05558193859462528,0.08300106967101822,0.07618892003331097,0.07891291530955613,0.07944407240724065,0.09339999337283131,0.07338031937734839,0.08045576276042185,0.10142014936847885,0.07513878669249874
2023-04,0.13959287063172723,0.1265428653771396,0.0985250241952171,0.15738528289998457,0.14492009462900216,0.09090735840343728,0.08207034817466381,0.09147197329465298,0.09568630492519746,0.13513765046226042,0.1301372870620395,0.17192850279003805,0.08217444243156202,0.09609797192407374,0.18045276093394316,0.12751119233560354
2023-05,0.14471045449389092,0.12036946890792337,0.11360530158920865,0.15257014418146336,0.14693830269251587,0.09900373307634139,0.08571217538779176,0.09205329975294901,0.07648849621785173,0.10693705569379539,0.10238431509817641,0.1804352499105332,0.06718226650563605,0.09793087119319355,0.1803548694910589,0.10060633284731788
2023-06,0.15238701045649586,0.1107664823527834,0.11671904180266063,0.14690716617399632,0.15452929155222314,0.09548150996178584,0.08525695343817448,0.08181442896788343,0.07491977071776774,0.09390044911088184,0.10096379304597121,0.1433970396437234,0.06848252348362859,0.09555915065992418,0.1568273031285884,0.09816887903542583
2023-07,0.08888829032623999,0.07021337448559668,0.07721600455203806,0.09054266792683013,0.06782847891898394,0.08172315568868424,0.07789386753614597,0.041027609434299686,0.03844166885190786,0.04165207764358397,0.04021020235356867,0.054237694673081774,0.036257172571121814,0.03619062281385542,0.04953560372556525,0.040827609669709254
2023-08,0.03038815886933718,0.044239888205251945,0.04158838062246785,0.03569149590782039,0.029550879795772443,0.04613280830673068,0.04081755587284987,0.03728369861108353,0.036735515885022677,0.033221284888700076,0.033723090309030875,0.03173659191220332,0.03682405730005369,0.03341370583571521,0.03891050518073826,0.03358949407793558
2023-09,0.04718635884398002,0.06629999195721234,0.054941765220676675,0.07654406416108646,0.04634076807989044,0.07089096979648349,0.04761305495275482,0.03932996370404226,0.028532588334173794,0.04422366262326896,0.05226307743053223,0.036649239176713325,0.028423461486849183,0.03644095138281987,0.030559227747990702,0.043711358089289644
2023-10,0.07278093257802014,0.10241062727167631,0.10511622913385357,0.09769412604031544,0.0732347688744121,0.09948918625895964,0.10872476942181065,0.07353549180806869,0.05593043738443433,0.06730702720531695,0.06509789312264558,0.0464935815870744,0.05798808809715513,0.053909675954832426,0.06163138862060002,0.09512635148933479
2023-11,0.12705645273223493,0.08343163295398182,0.08812289234630205,0.10635931213845715,0.12755452160896033,0.0803025367920172,0.07547080467629273,0.12027014690590208,0.09900200830361483,0.1479648671886063,0.12931191685835253,0.12027964067491088,0.10420734928770833,0.11446115741573568,0.12098797316626039,0.1387239658857131
2023-12,0.11385640702260127,0.06363881315263871,0.06937123272127775,0.08080058316073116,0.11477771139490903,0.061495585627187675,0.06234261352210113,0.09188141355534808,0.09212800403429149,0.11687454701165927,0.11238535653565349,0.11523522605272583,0.08821894860440144,0.10139522895804598,0.11335615745683832,0.11260301928748806
2024-02,0.10370307088663341,0.06920958499215828,0.04843732137255298,0.0837134690019908,0.10796433970207903,0.05552920807650869,0.06401634959578487,0.07659130917135273,0.07910560800134472,0.09358481081372683,0.0922238110477714,0.11140802086232732,0.06965498255501881,0.08403346691717806,0.11499700638610769,0.090160599796273
2024-03,,,0.0696436495064176,,0.11846064971819358,0.19060133783069322,0.07774648875839596,0.09819746060762619,0.13215630862329802,0.18319061921188717,0.05022700624333789,0.1250647010484182,0.08756603730542137,0.14301116108013032,0.12035683434396341,0.10048494251224564
2024-04,0.12775016115148238,0.09811481984155704,0.12039834871815405,0.10548962309048379,0.11365612782934703,0.13705497821591348,0.14966573087184432,0.0872622005417901,0.08803958850226934,0.10590951798129378,0.10169343601026766,0.13216048020464702,0.07458341049382715,0.08328406721166212,0.13990987966451113,0.10066486441501725
2024-05,0.23340681040177763,0.1301862870470905,0.2600188552491941,0.12132568789505783,0.2488176640804079,0.2580107106765449,0.2620467448283258,0.10402798464707483,0.10299715716927205,0.1404163723169671,0.13733037903790377,0.17850188874309122,0.08874789787976377,0.11209739494846528,0.17323161224037553,0.13333208034567018
2024-06,0.3050740363659127,0.23258664404972507,0.22162243741447918,0.29857019782666516,0.3011366871947445,0.3379531755270987,0.2385800677696169,0.1284722444536437,0.13628118608169432,0.15311837780610005,0.13422822815614893,0.18395330761991885,0.09394068789360113,0.1785633014197864,0.19578395079138045,0.12396703750307918
2024-07,0.3395381593024789,0.21043100611068571,0.23173092528940767,0.2260465339309924,0.3940078316191852,0.21758692032431945,0.2464109109892978,0.09607817864773063,0.17816836779290637,0.1329925721375924,0.14481387605427204,0.1570049742172029,0.10990286684322062,0.19490728348423972,0.1739855355667923,0.1362408506568798
2024-08,0.5462512628537486,0.22954665755150727,0.23511317431877965,0.23991126447187494,0.4897410419882784,0.39061502198486164,0.2305716372387348,0.1324698879329187,0.2815639233484618,0.17119254448962523,0.1684114248091476,0.15988375349583156,0.1358965304616211,0.2526970714823476,0.1732811082683642,0.16804911818163654
2024-09,0.5789413615465204,0.2575825136392272,0.4227103815836019,0.2801066259124454,0.5818122763754953,0.4175829341257254,0.1987963734598936,0.12491129811035828,0.26292046259875596,0.146045002124173,0.17211425009167575,0.1335187098278902,0.2194701858561459,0.23601808878495334,0.17115199339229228,0.13341435543038999
2024-10,0.5564333153163977,0.5623577860886584,0.49045418660686335,0.5816232379496875,0.5632170218595669,0.5913968746026329,0.23356001890359174,0.09781560461250095,0.21254300218524128,0.11068124591180965,0.12194402573590692,0.13194012220499157,0.25628346081588815,0.21152076046184698,0.1684974630163111,0.10746551620828093
2024-11,0.5787353081896982,0.6361226360906689,0.6090548684113919,0.6484470543680079,0.5886001396713383,0.593239747425061,0.49076774323291644,0.07186703061974688,0.1673364064548664,0.10405967675391911,0.10679105410541051,0.10916051861989448,0.18990600509930217,0.17874605344686295,0.1261930173038817,0.10153142056311207
2025-02,,0.618616279690419,0.5945896064022214,,,0.5903762376105103,0.6172824109453137,0.11467251309767461,0.13907200537905529,0.14621597243295362,0.1829349286182817,0.41312818866224005,0.16967829441760596,0.6164160953542139,0.7051927818852108,0.09675640108920706
2025-03,0.59590304964539,0.6475736826584096,0.5993157312295174,0.6394635953534822,0.6031072141248491,0.6051761720240125,0.6208698226280017,0.15583707817539957,0.37953918440073975,0.17632540732635638,0.11719290837854728,0.568358896311318,0.22080219135802467,0.6556633913640213,0.6756637774733578,0.12456928483549516
2025-04,0.598131571677377,0.6555837663034008,0.594047649559814,0.6444468180165452,0.5854074112686033,0.39940286859520974,0.5967292710721419,0.2002841509858857,0.6160352663578921,0.2390994354889392,0.18675480814748144,0.6586080321285139,0.3577222455186388,0.6493434106584698,0.639643071205445,0.2142000177908674
2025-05,0.603100736692491,0.6093793776222837,0.5768559221040016,0.6052450133054489,0.6008255531720097,0.6073808233113154,0.5234041378344727,0.24984689795404724,0.6219505368969575,0.29484522937697655,0.2357791539153915,0.5893133166328685,0.46894705850778284,0.5852416941496272,0.5822426371737279,0.2269567366395696
2025-06,0.5876271388923021,0.558904729097443,0.5997301242132381,0.5210263664787662,0.587579775055635,0.5975891120491892,0.6280449509981365,0.7185810705785842,0.6096401169944526,0.6667979290998228,0.22173996599659962,0.5958470820576038,0.7600908038110572,0.5842148621188197,0.582136784920459,0.3872749742012368
2025-07,0.5964931822579892,0.5954987915711583,0.5730115559008337,0.5939304108266807,0.5919758321805436,0.5604623024296593,0.569759307002373,0.7310320331697366,0.6004839603294672,0.6600138118454681,0.2538904570457045,0.556383058305831,0.7092405776972623,0.5736840432265331,0.5713113788217593,0.5701393479404268
2025-08,0.5643421309364134,0.5496137585287058,0.554249027185412,0.5656521519971577,0.5632917694153186,0.5381261763741378,0.5282063280108329,0.5957750299706588,0.521495830559758,0.6048745773569892,0.3837256365636563,0.4967141702122022,0.5762046732420827,0.5082229944101322,0.4968090795543828,0.5667854301902117
2025-09,0.5219859367805739,0.5235576842133483,0.5026099237099779,0.5174664179854813,0.5228124006763033,0.49933986253605617,0.4871152314684474,0.550329205212837,0.4949745231004196,0.5058798958818014,0.5356017548421509,0.4778171303055022,0.533289154203419,0.4681965911305633,0.45385248829885094,0.5598605346426888
2025-10,0.5304905898210982,0.5321581238857387,0.5148887674122128,0.5245805331563744,0.5310001243008079,0.5145618821986201,0.504932880183405,0.548622579000007,0.4928667836611196,0.5081185855030246,0.5830162562922956,0.4761527973279257,0.5529384353193773,0.4742988813602233,0.4707218383394777,0.5419454717345424
2025-11,0.5316510980321505,0.5317587525636384,0.5108213044726111,0.5252725224047672,0.5336484024673044,0.5109850342321358,0.4961205010122135,0.5393374311999526,0.4891450852244074,0.5056087198991185,0.5899951325132511,0.4776086630349785,0.5441271900161031,0.4804825051801219,0.4745835824654001,0.5332392700448065
2026-02,0.5349617349228275,0.5056678690634173,0.49482337291337114,0.49562665982961013,0.5214398149842729,0.49256588632119974,0.49034776441566424,0.5041652148283559,0.48207745839636945,0.4841590857289288,0.49706500716738306,0.47149337481941006,0.5114673262211488,0.4716312392983016,0.5220529003918741,0.49097181842997056
2026-03,0.5544321404342467,0.5764004179221881,0.5303791062121184,0.5656178045003922,0.5694616274718154,0.5261646261235037,0.5241707183960385,0.5852094956456818,0.523138021852412,0.5252567707174308,0.6085811318202259,0.5138762005116178,0.5558551201019861,0.5164891627191142,0.5193209203784654,0.5288606420729551
2026-04,0.5618003109589679,0.5645023039235397,0.5571970895656873,0.5550278016851335,0.5602489461162683,0.5613727996734061,0.5549429835498532,0.5935040912432689,0.5672297397881996,0.5716100810557475,0.5837958569190254,0.5528933078850058,0.5984872940150294,0.5568474036097621,0.5544629629256564,0.5731556161410374
2026-05,0.5537810461834124,0.5576964759185531,0.5544665912696611,0.5473949908504094,0.5522108395650809,0.5601595719303452,0.5552031600618909,0.5887099886740719,0.5639196214489827,0.5698925256080866,0.5785204287095372,0.5499848270971675,0.5945361406333868,0.5563449994336848,0.5532853945486412,0.5715936824654961
