ym,epoch_building_000,epoch_building_001,epoch_building_002,epoch_building_003,epoch_building_006,epoch_building_010,epoch_building_012,epoch_building_016,epoch_building_017,epoch_building_018
2019-01,0.05120820270632371,0.07274640257046408,0.05964951734416235,0.08735151491528943,0.07502617622743157,0.07134822912133491,0.3346412341359134,0.0674783256102993,0.0822720783177821,0.07879068620919381
2019-02,0.04505625268890672,0.04494402745133948,0.05591406608083293,0.08222523591390708,0.0890870216683189,0.10678136236611445,0.3692958860965375,0.04574723057301629,0.054163329997259646,0.0625236311852857
2019-03,0.04281262663837396,0.0441205995637144,0.049419212868106466,0.08329519826687157,0.08886303356465082,0.10076546815165598,0.3385960155503373,0.04382657008801327,0.05937382729338922,0.08798020733881998
2019-04,0.04143710615424324,0.03989025038339482,0.10380630347431721,0.06294742555815262,0.13145320296689103,0.11436286952164813,0.3985584292256399,0.11501782190075645,0.1266551880451074,0.04850682743751494
2019-05,0.10110684322390907,0.061603302762973405,0.06093920355952183,0.09205415103035089,0.10738438842468011,0.10382473082338164,0.3428440486229128,0.07877234621886164,0.07909282219727522,0.06778871143762141
2019-06,0.06374685201775562,0.03796042859239691,0.061510850571921454,0.09034316318461262,0.1212755400395964,0.09406378918883855,0.2943218759864906,0.07258516747137955,0.09663389464055552,0.04571483226418941
2019-07,0.22168324128859132,0.21371498023382962,0.1668720221128099,0.09182746564667742,0.17441799922302748,0.13435156478011193,0.3295715301451098,0.21802975456806142,0.20372935264380093,0.11862306480504475
2019-08,0.05224682417966202,0.05686881317157361,0.056033466132434845,0.08444574296574069,0.15728580192244263,0.17420962562679115,0.4597677404010393,0.0685447278653346,0.07705070994969025,0.062083678476048516
2019-09,0.116113971779678,0.1419250646567649,0.11882041063748622,0.12873526134804028,0.1446777340320068,0.1523186135968746,0.3258366868613485,,0.1486084008586513,0.12121583100458587
2019-10,,0.17377782183452284,,0.0930860686520751,,,0.11254353317298649,,0.24965032027593007,0.10378950089561963
2019-11,0.07414255330994934,0.06899789170804294,0.09023068544572437,0.11774886298559945,0.10919755841948728,0.1029221857831755,0.3588731531812027,0.07369811980605911,0.08797664580821314,0.10422345877550829
2019-12,0.04225273268850187,0.04528694103718324,0.04672424329807201,0.05443573449038789,0.0926778476422604,0.09875903166156003,0.3029251956056488,0.04874127532942049,0.07396542313912798,0.05060375929873974
2020-01,0.022083885033734704,0.019270386988364026,0.022468158569715735,0.0456026962832414,0.07411928149931543,0.09396029269963144,0.36344641960866303,0.02245381631289666,0.027787733011794397,0.02553043688502043
2020-02,0.041461182562218125,0.043012982533392044,0.041732986285014706,0.06642647824492356,0.11347627814757105,0.12210139913155352,0.3704990234799256,0.045633833874869675,0.0490517644141182,0.06017431294294145
2020-03,0.12096722392359464,0.06924373054555939,0.10806384178372262,0.11508905691611251,0.10809587530310111,0.11521360290055951,0.3476849499889728,0.07561403812458484,0.07502811316484433,0.08140052595974274
2020-04,0.033105080958237804,0.03057879054748277,0.029578115719872313,0.05333732154342467,0.13572428456781363,0.1463576268420071,0.3827189825685731,0.035908796169769115,0.03885207163943291,0.035614455180246106
2020-05,0.05263747235171151,0.06375821730262124,0.05996056397881285,0.07404888138007476,0.09827678436520375,0.11684978104704083,0.19001511013633499,0.062880194446975,0.06276863314761691,0.06733305342416683
2020-06,0.13847669862472767,0.11891959557395061,0.11013492151465111,0.150550185520214,0.1661213653113005,0.17637668545494478,,0.10596355557603657,0.17793249921011065,0.1423492391304348
2020-07,,,,,,,0.13408468971666074,,0.12612975783475786,
2020-08,0.061408543257866745,0.06631591075884333,0.06070692174212185,0.08262879587635252,0.06589741962894773,0.07426096587273695,0.34973046027402094,0.06753713775267477,0.07414780189319924,0.0861031701668929
2020-09,0.04048508510864447,0.037420928296309774,0.03906239306510445,0.06180718586831563,0.0971458677635057,0.09866214883611824,0.29073066812691223,0.044920888119603604,0.04791779170651257,0.046900652133407834
2020-10,0.20480833333333334,,0.1108266155995544,0.06958318476266473,0.1457949994650753,0.145829560257292,0.11729967118212689,,0.13640491235510321,0.09639077177813118
2020-11,0.030946120128966272,0.04409935891377631,0.04387021556456061,0.11440074861532962,0.04922421997688818,0.09685128361531142,0.23503844474953356,0.019036712091599517,0.05248476118739504,0.13140460955176417
2020-12,0.1698190369095235,0.17571683258803095,0.1546246124103738,0.14776901242800872,0.14302479676542512,0.14157717386885915,,0.18329739952365778,0.1908729046404439,0.1497399058227427
2021-01,,0.05296475766440566,0.06897427495548222,0.08182356466079106,0.09050904106375803,0.08199743556719474,0.2234466358342475,0.08794148180794287,0.04856906434936875,0.07457221775849442
2021-03,0.12238915214104495,0.07387759200970181,0.07357414038614567,0.11839848819838664,0.11992200349336728,0.1351468853273438,0.38114849198175665,0.10977417739045033,0.06506550230623172,0.10178325848632944
2021-04,0.03018825034968834,0.030712573831974337,0.029560087925652744,0.05462515129876384,0.0605488259453335,0.10103894761505673,0.26037418676890295,0.03456567013857256,0.042945256607486895,0.038095311301774605
2021-05,0.07657991927346115,0.04843619657293427,0.05227143122984314,0.06340214541875391,0.09574680923381951,0.10658249516343048,0.2524944421898853,0.05519340008309413,0.054994239844497125,0.05407908548115914
2021-06,0.05725746938533849,0.04066772790394199,0.05475121293606902,0.05046917340059442,0.04696835665956064,0.06425239846618847,0.32832885677343465,0.04508872311965341,0.057473064197182566,0.03769611825352459
2021-07,0.04626605271016493,0.041361431239466104,0.04728071301734736,0.06874646074841616,0.08634691875560593,0.13030914792718368,0.39690231309108365,0.04485003390928506,0.045490070059457,0.048959406248059084
2021-08,0.043118435481054665,0.3834834970839483,,,0.16752516640351695,0.09202324408564681,0.15135150908831052,0.08781183256427162,0.11047044423249225,
2021-09,0.04323585242773483,0.03990125265355529,0.04433802910956307,0.0599549254975513,0.1212196770125079,0.11591142547229506,0.30660690735799134,0.044955224560444554,0.04895992855459926,0.04927990098219275
2021-10,0.03617873321489487,0.06705503891004844,0.038014763212878236,0.05051840255161647,0.08527090685927388,0.08972508461638899,0.10231149349139938,0.045832916805846564,0.15821648976859823,0.05685203888352811
2021-11,0.030331194355446907,0.03121759617769271,0.03220787991925815,0.046591398633626546,0.06627661945643146,0.11633947099309666,0.1917167457346909,0.032701770368345935,0.05062982411101723,0.03717571313228102
2021-12,0.035905283164027094,0.022518910095810748,0.015832581058042063,0.07021372892151648,0.07984196950384737,0.08338567542140905,0.22991763426202644,0.030502509793203958,0.07621733711547952,0.11749813271697146
2022-01,0.04085405499795009,0.04170284749743139,0.046303507919885474,0.06382585322373986,0.09210441627720337,0.09936871547859027,0.26638535236191774,0.04132031014343121,0.04410767570301996,0.05008927040911385
2022-03,0.09626150034125638,0.08691887871564,0.04131979844890649,0.11474953483543249,0.11534304772695085,0.12137185830021542,0.21797568508404344,0.0999369616268359,0.04694258017079023,0.10030474808523471
2022-04,,,,,,,0.08447209981417572,,,
2022-05,0.043051969165515194,0.04531679395881096,0.04509246814086318,0.06233336675833216,0.08924103668035685,0.109130979480386,0.375249499889729,0.04623964855809621,0.05311417785816257,0.05127226614141089
2022-06,0.05449264536393694,0.03508573062654051,0.05794349953566218,0.05503360478483925,0.13085230573923312,0.11822298119140857,0.3312495803225094,0.06928841357047705,0.0682674267879928,0.04288660420382049
2022-07,0.033421071918449535,0.029855583392803815,0.035593095964425024,0.049100568731419984,0.07493924390711956,,0.30782448010585983,0.030797599020173497,0.034090334428228924,0.03504897832432766
2022-08,0.0413945867561535,0.04714487010127697,0.05379720548752539,0.06517872752042217,0.1083838153236085,0.11770290859421302,0.27848298933184557,0.04956029830048689,0.05201602428173472,0.052889074325463345
2022-11,0.06653405231537013,0.0782742259718874,0.07825942429590915,0.11456099061682819,0.0807848990633693,0.10997192330500097,0.21715045368412206,0.0746663118617828,0.0982461145317275,
2022-12,0.021453305394010247,0.01997252463596472,0.019903978914032183,0.035188466349635614,0.0930530859651607,0.10906160570259628,0.28618730459374936,0.032817807435749496,0.03617220351198151,0.02428894833506346
2023-02,0.013267242662131591,0.008366274414532053,0.012207459009343995,0.024951858922056137,0.07249347684463948,0.09623911703479415,0.35233596426362923,0.002624046238093792,0.008412226449350692,0.016432306777751142
2023-03,0.0353735527987407,0.03465697626748051,0.028955010193911983,0.03999335298318115,0.08023272057782184,0.1068924725368803,0.29049935783506076,0.030718512951322455,0.04153725243579618,0.0312946258883654
2023-04,0.12972046201112503,0.09375091715577093,0.1378639003981444,0.155419082063205,0.1244281768399188,0.15287945710940176,0.21247871164099122,0.09470313706005887,0.10205584481019728,0.16166337849468082
2023-05,0.037839182096251756,0.03813545492220502,0.03565931656056861,0.039724469960356,0.07663559930132649,0.11708838964992394,0.2731249622701069,0.04497155093290449,0.035771924937286086,0.035314036034091806
2023-06,1.2235562619573217,,0.8541763500415399,0.8202285739978866,0.15326092549162926,0.18053256395404976,,,,
2023-07,0.023044281802491254,0.017137230548090118,0.02135926027106193,0.034588230929827296,0.17031320209602036,0.1146793461119072,0.10182714865794013,0.02500827842053587,0.02540475032223193,0.01906753738580105
2023-09,0.060866877093194674,0.04434768452367713,0.04788146239781135,0.055371566569234004,0.32563665297644323,0.2718419980714989,0.26908563781453576,0.054994264339710525,0.05708027418916685,0.04319473147186953
2023-10,0.04867012061486756,0.10109007575265308,0.0914357356631166,0.10540145120896925,0.25421769770408154,0.28619433885749823,0.24116020653062278,0.09178528849426998,0.09694187380116917,0.09428550223064405
2023-11,0.055458955514726335,0.05333465708577409,0.06119510187858891,0.10652288721601394,,,0.32372973633807384,0.05187946261374793,0.0486521880587086,0.08466050378414829
2023-12,,0.03087924501373674,0.060980924214156504,0.03537293942478616,0.37708432044564016,0.29041853884488184,0.22971123939995414,,0.04051324847572085,0.027904181639117346
2024-01,0.11575083134670562,0.12384022482373949,0.13143682708798132,0.1226686468446294,0.2632622593589198,0.25828588859751117,0.3563193691648394,0.10956723452066444,0.10707085187033118,0.13763142839397727
2024-02,0.08918529053912311,0.12504356459868896,0.12760176224533237,0.12442354567190371,0.2562393617523486,0.22387083186893406,0.3121990180777736,0.12709406104173465,0.16160442732568553,0.10534624670291476
2024-03,0.18835688310804088,0.35142634413712276,0.33818810944245375,0.3787634011943988,0.11927150922909874,0.2627221408166391,0.3663645912709441,0.17797485868607488,0.20667974120716445,0.32331531371428796
2024-04,,,,,0.2929829523334913,0.2640855083042707,0.2836543154674926,,,
2024-05,0.3188735530518143,0.3404224272055959,0.36590192191918736,0.37032989815504125,0.25085307841193394,0.2204457262068904,0.3601922308853226,0.21169436321399282,0.2427902252851581,0.3616452012740998
2024-06,0.30474438227270173,0.2961940469448116,0.3143606170984535,0.3580064419088712,0.22867731507256056,0.2381462764310048,0.268184659825556,0.21718406617877772,0.21836340069020008,0.33297999059508254
2024-07,,0.21581289738857096,0.13565127126985252,0.1398882926409294,0.2650622329226266,0.2754277307668046,0.23205232309537463,0.3324380228951382,0.3074597743683564,0.15084695005634075
2024-08,0.33831267617872673,0.23678339923041244,0.37693014716669954,0.24194152281630119,0.24590300426881498,0.2570533942523453,0.27090034465013885,0.25990248040103864,0.252636103233314,0.23546936380997452
