ym,epoch_building_000,epoch_building_001,epoch_building_002,epoch_building_003,epoch_building_004
2018-01,0.1455209730199361,0.1455649730566629,0.1254504186370929,0.12775841436821622,0.14385806432580261
2018-02,0.4828303859562458,0.4745194110856572,0.4076211555636866,0.37629073781962213,0.39036744101886595
2018-03,0.12065756810590234,0.12219167507402848,0.1669656859585013,0.16711723500275194,0.13860552193645978
2018-04,,,0.12317841966332463,0.10925394125709274,
2018-05,0.12999325692890246,0.14008818214402427,0.12546379582652667,0.12333339871326543,0.14323205671029005
2018-06,0.05189839566520358,0.05544847802227927,0.09362290840670806,0.09051932575327276,0.10641132206790502
2018-07,0.031141183498916675,0.03270364724735502,0.038806136243529424,0.036196145694481575,0.030341797032709627
2018-08,0.05531960359116539,0.05539970968713698,0.04397922806881719,0.04351452706352192,0.03424088805509555
2018-09,0.1422571476076704,0.15104929972348657,0.06635059585342579,0.0670079376891991,0.06761424815477007
2018-10,0.10985507840614123,0.11658667023381002,0.057302690008723206,0.056595753124326284,0.056303220160623765
2018-11,0.10491765077620621,0.11025704427051633,0.10506492706308387,0.09379665847515947,0.11090746086733388
2018-12,,,0.13146751531467404,,
2019-01,0.05835105979320704,0.06121765109398428,0.06745130438659547,0.057558495348340996,0.0664005648317251
2019-02,0.1117686714713248,0.11804153593220772,0.1653175432514538,0.13323394992329124,0.1513787233616487
2019-03,0.09862260449059027,0.11941467650849093,0.12160486888908142,0.10378180081545553,0.11765934204737664
2019-04,0.15614874904887782,0.11690708355573975,0.12752549612413064,0.12035913821375974,0.13606819830865274
2019-05,0.14814704078065305,0.1528628523270391,0.13191675015361998,0.1333117541022768,0.14850829770503643
2019-06,0.1848603859187965,0.16215748090447502,0.11600788692824246,0.1081329145890732,0.10122655505401812
2019-07,0.2059990662332319,0.18780305195573965,0.11204861996158286,0.10984245257418984,0.07928924623214118
2019-08,0.23010604738403534,0.14206784986415016,0.1002484679147285,0.1119794280137917,0.06814162977931744
2019-09,0.24072165091032843,0.1997236601946682,0.09771688412689236,0.1011603876939465,0.06747402747825008
2019-10,0.17272558102826036,0.13746919471704958,0.10093214402421033,0.07993410291398889,0.10214387079998961
2019-11,0.2056934117994515,0.13281005151207695,0.12854072280232767,0.10056775280981309,0.13111112570485484
2019-12,0.16605977425790053,0.11329889441113397,0.11766066649465098,0.10161414498971533,0.10031844515971865
2020-01,0.12696235433086359,0.08071828057204203,0.1043776241271327,0.08885177637668613,0.09051921780635433
2020-02,0.22187521596179044,0.15377017533847787,0.13614937785933526,0.11333649520623607,0.11935459222490266
2020-03,0.2052042695968579,0.1401050881366203,0.13539273716791655,0.1149881182444969,0.1227112974250982
2020-04,0.2632344613369421,0.20039041611281325,0.12663854364434435,0.11248698829122282,0.13396142886593973
2020-05,0.2308664648705115,0.17449436296969428,0.11425872075193988,0.10603480564236872,0.10824803543517983
2020-06,0.27773160655098983,0.2380403716114678,0.09931569096918831,0.10455499373380814,0.10793380578735165
2020-07,0.2899262004900679,0.23094439467073619,0.10781344863429454,0.11809779002981198,0.0980218389384662
2020-08,0.25897244872739855,0.20773528730268392,0.09853328720878866,0.11683911119348364,0.09519787182936199
2020-09,0.2734482373492876,0.20385501781055407,0.10624612899832131,0.11617663694734923,0.09736589758489436
2020-10,0.29364537952119907,0.18818208908147,0.09188907108756289,0.11007219682412078,0.09069944933777185
2020-11,0.22899430199198828,0.15967209352262451,0.1019290793538564,0.10170238331262126,0.08899394713477748
2020-12,0.23892452288104377,0.20531420742603113,0.15435950822922867,0.17845827615847992,0.10853447567234724
2021-03,0.14261273579647438,0.19320986895107967,0.11851474305260123,0.12222637062615432,0.11002861275386236
2021-04,0.23862907245458054,0.23469261488176202,0.18767661202091673,0.1369989669772521,0.16728258871292942
2021-05,0.29165232668683644,0.23649115143397134,0.2034519740858016,0.14616198914608053,0.16420268828165735
2021-06,0.7220453862066096,0.27960550426137887,0.23288612253751254,0.24938421245087591,0.19147417062754338
2021-07,0.6390259247814298,0.2767572177526761,0.21767669966340225,0.24632857259381935,0.15861536118876218
2021-08,0.6295702067129572,0.26029753218536167,0.19627049129842178,0.2442216870288208,0.16045630012154688
2021-09,0.6333923324959815,0.2554217554095425,0.23353978247726376,0.2459556433666068,0.13380550371570737
2021-10,0.6266621012138165,0.25489806447179286,0.2622309007800459,0.2475369255080061,0.10661029700098498
2021-11,0.6494235788790865,0.221432759054224,0.22996130016061994,0.2165869790462643,0.1633964797090745
2021-12,0.641563903096664,0.2418379494362429,0.21826110913995922,0.2085789142914048,0.17393791231486885
2022-01,0.6466248295291097,0.27902451906070136,0.25355459468702146,0.24905966748948194,0.1996358083598916
2022-02,0.6464023717229903,0.2684488315014028,0.20437873879051555,0.23739158192080595,0.19093499677847042
2022-03,0.6432312993209979,0.2281786984599638,0.1578070586130931,0.21197260217316133,0.1566567376272679
2022-04,0.642998540584137,0.2419335457867584,0.17055571598293767,0.2611416551437,0.1774290774031958
2022-05,0.584887033676139,0.21007203694517554,0.16862876078923994,0.26885687435417127,0.19432974112632107
2022-06,0.6308361630606705,0.14547631984304563,0.23760058824785596,0.304267401210787,0.22144813848234085
2022-07,0.5904174600183246,0.11342622235297689,0.4306206556127873,0.2934235597269281,0.21469019457472588
2022-08,0.5678300280374603,0.12222375312125039,0.5918096973268938,0.2889613088000144,0.30366035929903024
2022-09,0.5912590491132516,0.09656752427157986,0.6131662121911727,0.27195479883425977,0.22374027522449466
2022-10,0.5701594402020086,0.10383111117164917,0.5897766343524119,0.2784146101696521,0.23720601581091724
2022-11,0.5929035630561128,0.11443954510387824,0.6191133232130763,0.2754079836105092,0.17143939198220337
2022-12,0.6320736283665506,0.09366992786355186,0.6620380466768947,0.16117264837652226,0.09100952702171367
2023-02,0.6242318296443815,0.1254564500501112,0.6339364397106313,0.23972291139007956,0.17116294512044133
2023-03,0.6903011631351166,0.1297452424034384,0.7204456225707191,0.27365354771558914,0.32972967901633743
2023-04,0.6222900123126358,0.12591538624331902,0.6494541489744725,0.29427603251332335,0.5935599873901922
2023-05,0.6013421011257016,0.11962664288288653,0.6062492497674892,0.3131615398529367,0.6610929276157362
2023-06,0.6018575531313504,0.11578911062990777,0.6207443678003054,0.31814429165702285,0.6720250124489517
2023-07,0.5677185126322766,0.07880793332984622,0.6140708584928083,0.289551085672354,0.6349672293705779
2023-08,0.5643825932446459,0.08100438239576652,0.5965080068582334,0.28925842744450586,0.6032419738145303
2023-09,0.5446800792715359,0.12302662913142834,0.5704610171113718,0.28179797464878864,0.6186022071486345
2023-10,0.5774548484271498,0.077002190930241,0.5564055849981424,0.29276323536285775,0.6242832163798997
2023-11,0.5593686886457006,0.09054390943532208,0.518258848303512,0.27694400684832565,0.5954045658696178
2023-12,0.5905191182531875,0.10611265402507092,0.5150491627515248,0.2609170755396553,0.5929861027310163
2024-01,,,,,0.6282532130421019
2024-02,0.6155616701501845,0.0995732511233223,0.5748809666993583,0.25839873928455814,0.6548227684864698
