ym,epoch_building_002,epoch_building_003,epoch_building_004,epoch_building_005
2018-01,0.06836538071065985,0.07292632131800082,0.060777300032960176,0.057056287688577026
2018-02,0.09615373596369799,0.09457979415450393,0.09002885713374377,0.09288093306723318
2018-03,0.09217561355945247,0.08363186689149348,0.09323497283446562,0.09727316251421704
2018-04,0.14453078487924936,0.13265118310482088,0.0894261682242991,0.0983799480675551
2018-05,0.17831853489909008,0.13106007942650744,0.09108450448151575,0.09534302130947014
2018-06,0.049908406206737435,0.05949421163202122,0.10078232858069386,0.1013684601600893
2018-07,0.02750429895400709,0.031822858156420476,0.11934014119698468,0.12394597308955127
2018-08,0.0456847100446085,0.04860977996461738,0.12413723751501816,0.13330125324577782
2018-09,0.05759392170435316,0.06336103862597671,0.11503028079912389,0.12622274726925467
2018-10,0.12208671627441928,0.120155899859944,0.10528494146917164,0.11948588703620244
2018-11,0.17274975119212418,0.13073793398938527,0.09770080380211157,0.11169184853752227
2018-12,0.15047852868789427,0.1497438900560224,0.14201067802196632,0.18216881907337068
2019-01,0.14967956622058148,0.14662887734040986,0.08457907775403233,0.09506920212880107
2019-03,0.15611391708967842,0.1497254802908005,0.08551670015842132,0.08806655185733608
2019-04,0.12876048146439,0.11472978655277902,0.07607406090183196,0.08075882315071138
2019-05,0.156060986771266,0.15272040901887074,0.08506416488575588,0.09128158114981012
2019-06,0.12403890305337635,0.11430748723831638,0.08745810181493416,0.08350811015257839
2019-07,0.03964633998615595,0.040623098647353674,0.11382574080571595,0.11540466211721284
2019-08,0.03957411475157666,0.04045080877745835,0.11613535559737598,0.1215303740423614
2019-09,0.042912081987386524,0.045287025007371376,0.10997544363284534,0.11806854331638017
2019-10,0.10416908475619142,0.11731614652439919,0.10494197845895405,0.11471110646151203
2019-11,0.13099091476430302,0.1428927362063246,0.11966716638491066,0.12804296873323462
2019-12,0.1412049984617751,0.15064859851835463,0.089787736701647,0.09036436618811565
2020-01,0.2492734078520855,0.18056509796277187,,
2020-02,0.11419438970927549,0.12176680234593841,0.09933567881938907,0.11101479538187518
2020-03,0.12365439124750033,0.12959388153287632,0.1150075622255537,0.11668179896564307
2020-04,0.13375791455160724,0.13961648653678654,0.15280775626508458,0.178357910040988
2020-05,0.17874169320104574,0.16992110469187655,0.14899504109385142,0.17376462906929327
2020-06,0.09885101830487616,0.10872951173890605,0.12849858909338355,0.14941781797892653
2020-07,0.0284510642593447,0.028709979221951946,0.13126251422070534,0.14514259587115602
2020-08,0.031745715274573136,0.03215747341699838,0.15092125184736271,0.16019414901607332
2020-09,0.03359148400246116,0.04197490647574819,0.15621601650133438,0.16274276057426126
2020-10,0.09315126672819561,0.10867097569290873,0.14430271814827808,0.1525362497049293
2020-11,0.10887578699430858,0.11564620466607689,0.1108403772341127,0.11870110678340738
2020-12,0.1672067545377634,0.2005940162907269,0.11508019201939337,0.12648254039786266
2021-01,0.09620711236732804,0.08787410737321247,0.08156850339702083,0.08563662471297666
2021-02,0.12710904783879398,0.12596728217602832,0.11669554400178625,0.12386231249597635
2021-03,0.14856903207198893,0.145651022777532,0.12086288156677619,0.12506310221249384
2021-04,0.14426050203814794,0.14674913063909784,0.14185198132967586,0.14791777613253498
2021-05,0.16583644247038926,0.13442011324266545,0.139194963478039,0.14026329749565447
2021-06,0.1417560500307645,0.0971326993955477,0.13488244287795176,0.12537506920749372
2021-07,0.041295674511613575,0.03641033189591624,0.15465243905032272,0.15202026331037144
2021-08,0.1040194135517613,0.09965584134969778,0.15329409694533938,0.14651316337260456
2021-09,0.17794048934779258,0.1649764793417367,0.13202069577791245,0.12340947767119466
2021-10,0.15995097061990457,0.1516930782839452,0.12474647804961034,0.11885213631193804
2021-11,0.10934584333179515,0.10119910391788302,0.07952651164768801,0.07535395180154081
2021-12,0.11152107868020297,0.1040730806796403,0.08231201769215232,0.07771248310049572
2022-01,0.1438773823257959,0.14927389658930454,0.12719648045130497,0.12047573070237562
2022-02,0.11587533687125048,0.1108976536009141,0.09173254547967635,0.0828718502542973
2022-03,0.15099380210736815,0.14078278324487686,0.10507667751161577,0.09250937573767679
2022-04,0.17304974196277484,0.17351552456508917,0.11280904808990683,0.0960706506577394
2022-05,0.12023807914167056,0.11286717759472206,0.10446502929199494,0.08368726045623297
2022-06,0.07010255614520838,0.07451514171458047,0.12804766142494134,0.10034336037254024
2022-07,0.16998853791724353,0.18454018317853463,0.1441518356671238,0.12179377776347135
2022-08,0.17847605945239187,0.21255050977627898,0.15650387068993019,0.1416120227901886
2022-09,0.20700710236886616,0.24285146206508929,0.1473867792627561,0.16136175132513572
2022-10,0.20318738501768968,0.26815269838198424,0.15607789969485297,0.19002063295349686
2022-11,0.20551520804491613,0.18597433381247241,0.09913799666145681,0.14866031567201018
2022-12,0.1148929891555145,0.10441363519091836,0.08864051226436155,0.10327612609712652
2023-01,0.14412654969137953,0.22956289249184875,0.2984446918226958,0.32497251657760895
2023-02,0.23461016249459093,0.19504300818888576,0.13286458455542005,0.17940715734243226
2023-03,0.1356832939163205,0.14479327362523958,0.11982732980340877,0.16123217933861245
2023-04,0.24311816951238255,0.263542455403214,0.20052033002668707,0.2054876134786666
2023-05,0.2211890327036335,0.2573638214729998,0.19016954536272107,0.20244408356402488
2023-06,0.26159744000922946,0.21527114387309967,0.24097406037021685,0.229550653447499
2023-07,0.2592005579910783,0.22964180027274067,0.24036357266647534,0.22516494667267528
2023-08,0.18210034686971227,0.21870911331637916,0.19759107949773,0.21155887572694693
2023-09,0.21174278264882332,0.21408866605852872,0.1948085132850626,0.19773523788064137
2023-10,0.18037187221196738,0.2137507069604158,0.16125868818644812,0.17790050376617522
2023-11,0.14643533379480073,0.15813977084254754,0.1467252219493265,0.1631667042211206
2023-12,0.08341192845463871,0.08785179326554451,0.09291507820058902,0.10056526159359641
2024-01,0.1321544777726504,0.12420448485920682,0.13433867205086675,0.1276301894890449
2024-02,0.11574045569912314,0.13602747355521166,0.11383580428056528,0.11807094626494129
2024-03,0.16030834067658806,0.1756311781291464,0.18347402847330757,0.16625139487971835
2024-04,0.23607114559298564,0.24276421476485344,0.21857838384782263,0.2161464709543123
2024-05,0.43300277649592356,0.23510494434615953,0.21942930209562692,0.2246574229060709
2024-06,0.612271606675896,0.2692192706029779,0.22800166023412347,0.2359590538423571
2024-07,0.6901358552530379,0.31614728365030215,0.2420799060104409,0.2430958668640958
2024-08,0.7467285356099066,0.3932986003611974,0.23572207691408031,0.2311954848816498
2024-09,0.6908488701738196,0.6150481152329352,0.22652272442133695,0.21549845382948146
2024-10,0.6674337986463618,0.7481314665339825,0.2102776200652825,0.19839078199102983
2024-11,0.6859062296185205,0.7365868960084037,0.1650448656608508,0.1533298477435138
2024-12,0.7051973696354406,0.7575443537968192,0.12618028345719978,0.13469613058872773
2025-01,0.6946563640209198,0.7170904006339378,0.1798694587094511,0.13662021180712025
2025-02,0.7284718458698662,0.7466771662612413,0.1179449863374906,0.11498973261228779
2025-03,0.7685384894631594,0.777905793896506,0.18924930092607362,0.15778905609562432
2025-04,0.8146278780187661,0.8562246876382136,0.22729404059413308,0.2179550140560957
2025-05,0.8055892120443009,0.8049309675844023,0.24746109852955261,0.23289688727225905
2025-06,0.7728757933394855,0.7625958204334369,0.26279982563022986,0.24624060280263527
2025-07,0.7664366428241811,0.7576285290431961,0.2723647050067517,0.256428406188974
2025-08,0.7332410363790187,0.7311921554806133,0.2563085919641054,0.23004200251078347
2025-09,0.6951526044070141,0.6718275790579384,0.2294477140548415,0.21563264608682595
2025-10,0.7391046515920628,0.7273566153435058,0.2268225064591241,0.20886749608360694
2025-11,0.7019271754345482,0.6682633546181628,0.19315746121867455,0.20702701989313066
2025-12,0.7220395723734807,0.7038053377930121,0.2023840302807991,0.21529863730981358
2026-01,0.6550015239963084,0.6460309947663279,0.38497600076552607,0.42518152052619174
2026-02,0.789104722350408,0.7457398169136076,0.165367403485269,0.16247670336273307
2026-03,0.7690250126903557,0.773670442190034,0.24921382837336398,0.24978378345028857
2026-04,0.849058976503615,0.8266218323842695,0.2994892225660002,0.268085468572287
2026-05,0.8051427818797108,0.7801504717676545,0.4118699531115434,0.2657546943067448
2026-06,0.793618202584218,0.7719246284369012,0.40950710982105837,0.40936617577630424
2026-07,0.7752728668666358,0.7517240656789029,0.4044500334917547,0.4076382529668016
2026-08,0.7084581089447777,0.705614758864072,0.3884985162621075,0.39351378302109496
2026-09,0.740848856522073,0.7331159039602686,0.39210702954717036,0.3889969849138396
