PSTATABB,PNAME,ORISPL,LAT,LON,PLPRMFL,PLFUELCT,CAPFAC,NAMEPCAP,PLNGENAN,PLNOXAN,PLNOXRTA,nox_tpy,gen_gwh
IA,Pleasant Hill Energy Center,7145,41.5572,-93.5242,NG,GAS,0.01069,179.8,16841.001,26.221,3.114,26.221,16.841001
IA,Prairie Creek,1073,41.944039,-91.639167,SUB,COAL,0.04368,213.4,81646.0,146.254,3.583,146.254,81.646
IA,Preston (IA),1176,42.0507,-90.3942,DFO,OIL,0.00171,3.6,54.0,1.133,41.963,1.133,0.054
IA,River Hills,1084,41.590218,-93.619499,NG,GAS,0.00157,128.0,1761.0,6.552,7.441,6.552,1.761
IA,Rock Rapids,1181,43.429444,-96.169166,DFO,OIL,0.00059,2.5,13.0,0.224,34.462,0.224,0.013
IA,Roquette America,57953,40.389167,-91.394167,NG,GAS,0.19494,84.4,144131.0,109.321,1.517,109.321,144.131
IA,Shenandoah,7850,40.77069,-95.37683,DFO,OIL,0.00045,20.0,78.0,1.33,34.103,1.33,0.078
IA,Sibley No Two,7060,43.396851,-95.74966,DFO,OIL,0.00187,1.1,18.0,0.214,23.778,0.214,0.018
IA,Sibley One,1184,43.405,-95.7261,DFO,OIL,0.00035,5.2,16.0,0.187,23.375,0.187,0.016
IA,South Plant,7758,42.7317,-92.4711,DFO,OIL,0.00075,12.0,79.002,1.212,30.683,1.212,0.07900199999999999
IA,South Strawberry,7926,42.7114,-91.5469,DFO,OIL,0.00038,3.6,12.0,0.196,32.667,0.196,0.012
IA,Spencer Gas Turbine,1186,43.144585,-95.144257,KER,OIL,0.00564,23.8,1175.0,9.54,16.238,9.54,1.175
IA,State Center,1187,42.01667,-93.16333,DFO,OIL,0.00096,6.3,53.002,0.845,31.886,0.845,0.053002
IA,Story City,1188,42.186076,-93.600479,DFO,OIL,0.00191,13.9,232.999,4.038,34.661,4.038,0.23299899999999998
IA,Streeter Station,1131,42.5267,-92.4394,NG,GAS,0.01656,51.5,7469.0,19.292,5.166,19.292,7.469
IA,Summit Lake,1206,41.1136,-94.3472,NG,GAS,0.06932,118.7,72078.001,38.601,1.071,38.601,72.078001
IA,Sumner,1191,42.8464,-92.0978,DFO,OIL,0.01385,5.4,654.999,10.812,33.014,10.812,0.654999
IA,Sycamore Combustion Turbine,8029,41.6722,-93.6769,NG,GAS,0.00772,157.6,10663.004,33.861,6.351,33.861,10.663004
IA,Tipton,8106,41.7717,-91.1321,DFO,OIL,0.00052,9.3,41.999,0.726,34.572,0.726,0.041999
IA,Traer East,56025,42.1817,-92.4663,DFO,OIL,0.0,4.0,-176.0,0.336,,0.336,-0.176
IA,Traer Main,1192,42.1926,-92.4636,DFO,OIL,0.00023,3.5,7.0,0.251,71.714,0.251,0.007
IA,University of Iowa Main Power Plant,54775,41.6572,-91.54,NG,GAS,0.01725,40.5,6120.952,1.962,0.641,1.962,6.120952
IA,University of Northern Iowa,50088,42.513608,-92.459122,NG,GAS,0.34563,7.5,22708.0,8.901,0.784,8.901,22.708
IA,Villisca Municipal Power Plant,1193,40.9315,-94.9855,DFO,OIL,0.00037,4.0,13.0,0.206,31.692,0.206,0.013
IA,Vinton,1194,42.1697,-92.0222,NG,GAS,0.0,17.5,-380.001,8.48,,8.48,-0.380001
IA,Walter Scott Jr. Energy Center,1082,41.18,-95.8408,SUB,COAL,0.39478,1648.3,5700298.0,3810.272,1.337,3810.272,5700.298
IA,Waterloo Lundquist,7851,42.506156,-92.34558,DFO,OIL,0.00044,18.0,69.003,1.323,38.346,1.323,0.069003
IA,Waverly Municipal Electric North Plant,6554,42.7317,-92.4711,DFO,OIL,0.00102,25.1,224.001,3.398,30.339,3.398,0.224001
IA,Webster City,1198,42.471022,-93.81499,DFO,OIL,0.01092,21.3,2038.4,12.6,12.363,12.6,2.0384
IA,West Bend,1199,42.961151,-94.445574,DFO,OIL,0.00802,6.7,471.0,10.27,43.609,10.27,0.471
IA,West Diesel Generation Unit,56517,42.730291,-94.664394,DFO,OIL,0.00029,4.0,10.0,0.224,44.8,0.224,0.01
IA,West Liberty,1200,41.569128,-91.26405,DFO,OIL,0.00027,16.5,39.0,0.174,8.923,0.174,0.039
IA,West Receiving,7853,42.021667,-95.363333,DFO,OIL,0.00076,1.8,12.0,0.196,32.667,0.196,0.012
IA,Wilton,1202,41.587748,-91.019456,DFO,OIL,0.00046,9.2,37.241,0.644,34.586,0.644,0.037240999999999996
IA,Winterset,1203,41.3372,-94.0126,DFO,OIL,0.00075,17.6,114.999,1.548,26.922,1.548,0.11499899999999999
ID,Amalgamated Sugar LLC Nampa,54690,43.6058,-116.5753,NG,GAS,0.68667,8.2,49325.0,21.83,0.885,21.83,49.325
ID,Amalgamated Sugar Twin Falls,10504,42.5328,-114.4328,NG,GAS,0.4088,10.2,36526.931,12.561,0.688,12.561,36.526931
ID,BYUI Central Energy Facility,59496,43.816944,-111.785833,NG,GAS,0.80616,5.6,39547.0,32.722,1.655,32.722,39.547
ID,Bannock County LFG to Energy,59529,42.787778,-112.365556,LFG,BIOMASS,0.44585,3.2,12498.0,0.0,0.0,0.0,12.498
ID,Bennett Mountain Power Project,55733,43.147153,-115.666637,NG,GAS,0.47938,172.8,725648.0,117.526,0.324,117.526,725.648
ID,Big Sky Dairy Digester,57393,42.8656,-114.7914,OBG,BIOMASS,0.66788,1.6,9361.0,250.474,53.514,250.474,9.361
ID,Cargill B6 Biofactory,57343,42.7167,-114.6167,OBG,BIOMASS,0.0,2.2,-486.0,0.0,,0.0,-0.486
ID,Clearwater Paper IPP Lewiston,50637,46.423056,-116.976389,BLQ,BIOMASS,0.38426,113.8,383064.0,158.08,0.825,158.08,383.064
ID,Evander Andrews Power Complex,7953,43.179176,-115.734315,NG,GAS,0.23879,270.9,566667.001,133.874,0.472,133.874,566.667001
ID,Fighting Creek LFGTE Plant,57902,47.531667,-116.93,LFG,BIOMASS,0.60691,3.2,17013.0,0.0,0.0,0.0,17.013
ID,Hidden Hollow Energy,57861,43.697222,-116.271389,LFG,BIOMASS,0.85459,3.2,23956.0,0.0,0.0,0.0,23.956
ID,"Kettle Butte Digester, LLC",57345,43.631944,-112.279722,OBG,BIOMASS,0.58555,1.8,9233.0,123.628,26.78,123.628,9.233
ID,Langley Gulch Power Plant,57028,43.904444,-116.819722,NG,GAS,0.58369,318.5,1628533.0,34.941,0.043,34.941,1628.533
ID,Milner Butte LFGE,63755,42.466911,-114.004567,LFG,BIOMASS,0.53878,3.9,18407.001,0.0,0.0,0.0,18.407001
ID,Plummer Cogen,55090,47.331006,-116.890352,WDS,BIOMASS,0.16203,6.2,8800.0,3.097,0.704,3.097,8.8
ID,Raft River Geothermal Power Plant,56317,42.099417,-113.38245,GEO,GEOTHERMAL,0.56183,18.0,88590.0,0.0,0.0,0.0,88.59
ID,Rathdrum Combustion Turbine Project,7456,47.80427,-116.867312,NG,GAS,0.53463,166.4,779307.0,203.951,0.523,203.951,779.307
ID,"Rathdrum Power, LLC",55179,47.7858,-116.9203,NG,GAS,0.68514,301.5,1809544.0,76.96,0.085,76.96,1809.544
ID,Salmon Diesel,817,45.183368,-113.885307,DFO,OIL,0.00112,5.0,49.0,1.082,44.163,1.082,0.049
ID,Tamarack Energy Partnership,50099,44.954853,-116.387134,WDS,BIOMASS,0.24002,6.2,13036.0,8.607,1.32,8.607,13.036
IL,Adkins Energy LLC,58136,42.362222,-89.803611,NG,GAS,0.64536,6.8,38443.0,23.758,1.236,23.758,38.443
IL,Alsey Station,7818,39.569771,-90.43602,NG,GAS,0.01327,173.0,20106.0,10.816,1.076,10.816,20.106
IL,Altamont,7990,39.068747,-88.755547,DFO,OIL,0.00127,7.2,80.0,1.36,34.0,1.36,0.08
IL,Archer Daniels Midland Co.,10865,39.870074,-88.890756,BIT,COAL,0.30188,335.0,885894.0,259.194,0.585,259.194,885.894
IL,Argonne National Laboratory CHP,60742,41.716534,-87.970608,NG,GAS,0.8628,6.3,47616.0,79.736,3.349,79.736,47.616
IL,Aurora,55279,41.8151,-88.2265,NG,GAS,0.04365,1086.2,415314.998,104.376,0.503,104.376,415.314998
IL,Avenue A Generator Sets,7854,41.780735,-89.689416,DFO,OIL,0.00542,3.6,171.0,2.842,33.24,2.842,0.171
IL,Baldwin Energy Complex,889,38.205,-89.8544,SUB,COAL,0.5346,1259.6,5898854.0,2079.165,0.705,2079.165,5898.854
IL,Beecher Gas Recovery,56419,41.38109,-87.637542,LFG,BIOMASS,0.11094,3.3,3207.0,0.0,0.0,0.0,3.207
IL,"BioUrja Renewables - Peoria, IL",10866,40.677188,-89.604911,NG,GAS,0.07408,36.0,23362.0,7.178,0.615,7.178,23.362
IL,Breese,934,38.607456,-89.524514,DFO,OIL,0.00178,16.9,263.999,12.276,93.0,12.276,0.26399900000000004
IL,Bushnell,935,40.548586,-90.513814,DFO,OIL,0.00038,10.8,35.999,0.681,37.834,0.681,0.035999
IL,CID Gas Recovery,50573,41.658794,-87.577716,LFG,BIOMASS,0.55811,3.0,14667.0,0.0,0.0,0.0,14.667
IL,CPV Three Rivers Energy Center,63931,41.372222,-88.284444,NG,GAS,0.30271,1300.0,3447283.0,69.251,0.04,69.251,3447.283
IL,CSL Behring LLC,54790,41.1603,-87.8542,NG,GAS,0.62201,4.2,22885.0,50.888,4.447,50.888,22.885
IL,"Calumet Energy Team, LLC",55296,41.6835,-87.5563,NG,GAS,0.00079,312.8,2151.998,1.951,1.813,1.951,2.151998
IL,Carlyle,936,38.6106,-89.3583,DFO,OIL,0.00175,12.3,189.001,2.843,30.084,2.843,0.189001
IL,Carmi,937,38.0967,-88.1631,DFO,OIL,0.0004,13.4,47.0,0.819,34.851,0.819,0.047
IL,Casey City of,56053,39.310555,-87.992592,DFO,OIL,0.00368,5.4,174.0,2.769,31.828,2.769,0.174
IL,Charter Dura-Bar,54540,42.2891,-88.413,NG,GAS,0.16305,6.0,8570.1,161.994,37.804,161.994,8.5701
IL,Chicago West Side Energy Center,59794,41.870751,-87.678378,NG,GAS,0.56279,3.5,17255.0,16.164,1.873,16.164,17.255
IL,Clinton LFGTE,59635,40.120833,-88.961111,LFG,BIOMASS,0.6829,3.2,19143.0,0.0,0.0,0.0,19.143
IL,Cordova Energy Company,55188,41.712216,-90.279679,NG,GAS,0.14386,611.2,770247.0,37.425,0.097,37.425,770.247
IL,Crete Energy Park,55253,41.429444,-87.6187,NG,GAS,0.01735,356.0,54112.0,9.598,0.355,9.598,54.112
IL,Dallman,963,39.754803,-89.602389,BIT,COAL,0.16785,437.4,643132.0,287.269,0.893,287.269,643.132
IL,"Elgin Energy Center, LLC",55438,42.000061,-88.244572,NG,GAS,0.04483,540.0,212045.0,71.052,0.67,71.052,212.045
IL,Elwood Energy Facility,55199,41.4388,-88.1236,NG,GAS,0.06248,1728.0,945799.002,172.483,0.365,172.483,945.799002
IL,Exxonmobil Oil Corporation,50627,41.4167,-88.1833,OG,OFSL,0.47339,43.4,179973.978,3.09,0.034,3.09,179.97397800000002
IL,Factory Gas Turbine,8016,39.825934,-89.637282,DFO,OIL,0.00027,26.6,64.0,0.65,20.312,0.65,0.064
IL,Farmer City,941,40.24611,-88.638761,DFO,OIL,0.00036,11.3,36.0,0.569,31.611,0.569,0.036
IL,Fisk,886,41.8508,-87.6533,DFO,OIL,0.0,260.0,-1020.0,20.109,,20.109,-1.02
IL,Five Oaks Gas Recovery,56529,39.5678,-89.3683,LFG,BIOMASS,0.78214,3.2,21925.0,0.0,0.0,0.0,21.925
IL,Flora Site A,56117,38.6693,-88.4635,DFO,OIL,0.00085,5.4,39.999,0.699,34.951,0.699,0.039999
IL,Flora Site B,56118,38.6714,-88.4894,DFO,OIL,0.00086,3.6,27.0,0.476,35.259,0.476,0.027
IL,Freeburg,943,38.425556,-89.914444,DFO,OIL,0.00166,15.8,230.003,4.117,35.8,4.117,0.23000299999999999
IL,Freedom Power Project,7842,39.103333,-88.85898,NG,GAS,0.00173,71.0,1075.001,0.508,0.945,0.508,1.0750009999999999
IL,Geneseo,944,41.451494,-90.148547,WND,WIND,0.02506,33.6,7376.001,3.846,1.043,3.846,7.3760010000000005
IL,Geneva Generation Facility,56462,41.8911,-88.2711,NG,GAS,0.01414,29.5,3655.0,45.05,24.651,45.05,3.655
IL,"Gibson City Energy Center, LLC",55201,40.4705,-88.3987,NG,GAS,0.03206,270.0,75819.998,31.348,0.827,31.348,75.81999800000001
IL,Goose Creek Power Plant,55496,40.106931,-88.599867,NG,GAS,0.00012,684.0,712.002,0.856,2.404,0.856,0.7120019999999999
IL,"Grand Tower Energy Center, LLC",862,37.6577,-89.511161,NG,GAS,0.0,640.9,0.0,0.0,,0.0,0.0
IL,Granite City Works,57072,38.6972,-90.1283,NG,GAS,0.78876,78.0,538943.0,49.037,0.182,49.037,538.943
IL,Greene Valley Gas Recovery,55014,41.73379,-88.084908,LFG,BIOMASS,0.45112,6.6,26082.0,0.0,0.0,0.0,26.082
IL,Highland,946,38.7412,-89.6849,DFO,OIL,0.00068,17.6,104.999,1.67,31.81,1.67,0.104999
IL,Hoffer Plastics,54523,41.998889,-88.302222,NG,GAS,0.01495,7.2,943.002,17.694,37.527,17.694,0.943002
IL,Holland Energy Facility,55334,39.223144,-88.758406,NG,GAS,0.39959,702.1,2457662.0,118.865,0.097,118.865,2457.662
IL,IMEA Flora,56116,38.6658,-88.4625,DFO,OIL,0.00093,9.0,73.0,1.295,35.479,1.295,0.073
IL,INEOS Naperville Cogeneration Plant,50722,41.8108,-88.1486,NG,GAS,0.38023,8.3,27646.0,33.099,2.395,33.099,27.646
IL,Industrial Park,7934,41.768199,-89.674385,DFO,OIL,0.00478,13.4,560.998,9.126,32.535,9.126,0.560998
IL,Ingredion Incorporated Argo Plant,54556,41.7775,-87.8233,NG,GAS,0.45192,54.6,216153.0,45.081,0.417,45.081,216.153
IL,Interstate,7425,39.8233,-89.5891,NG,GAS,0.03255,138.6,39520.0,38.016,1.924,38.016,39.52
IL,Invenergy Nelson Expansion LLC,60387,41.774417,-89.606528,NG,GAS,0.09938,380.0,330832.004,41.358,0.25,41.358,330.83200400000004
IL,"Jackson Generation, LLC",62926,41.438536,-88.110626,NG,GAS,0.62867,1288.6,7096466.0,142.114,0.04,142.114,7096.466
IL,Joliet 29,384,41.494636,-88.123827,NG,GAS,0.06121,1320.0,707790.0,381.136,1.077,381.136,707.79
IL,Joliet 9,874,41.4931,-88.1153,NG,GAS,0.0,360.4,-27603.0,0.053,,0.053,-27.603
IL,Kendall Energy Facility,55131,41.4797,-88.2581,NG,GAS,0.53305,1256.0,5864878.0,288.331,0.098,288.331,5864.878
IL,Kincaid Generating Station,876,39.590556,-89.496389,SUB,COAL,0.19293,1319.0,2229160.0,394.412,0.354,394.412,2229.16
IL,Kinmundy Power Plant,55204,38.7619,-89.0128,NG,GAS,0.00136,270.0,3209.0,2.117,1.319,2.117,3.209
IL,Kishwaukee CHP Plant,58177,42.221944,-89.093333,OBG,BIOMASS,0.33581,3.0,8825.001,91.893,20.826,91.893,8.825001
IL,"LSP University Park, LLC",55640,41.4425,-87.7514,NG,GAS,0.03273,726.0,208155.0,17.507,0.168,17.507,208.155
IL,Lake Forest Hospital Central Energy Plant,60797,42.25416,-87.864282,NG,GAS,0.01035,3.2,290.0,4.364,30.097,4.364,0.29
IL,Lake Gas Recovery,50575,42.10625,-87.813738,LFG,BIOMASS,0.22386,6.0,11766.0,0.0,0.0,0.0,11.766
IL,"Lee County Generating Station, LLC",55236,41.8287,-89.4054,NG,GAS,0.01105,692.0,66958.0,15.863,0.474,15.863,66.958
IL,Lincoln Generating Facility,55222,41.393315,-87.943612,NG,GAS,0.00198,692.0,11981.0,2.178,0.364,2.178,11.981
IL,Livingston Generating Facility,55054,40.9314,-88.6548,LFG,BIOMASS,0.48731,15.0,64032.0,0.0,0.0,0.0,64.032
IL,Loyola University Health Plant,58181,41.855833,-87.835556,NG,GAS,0.03514,10.6,3263.0,5.646,3.46,5.646,3.263
IL,Marion,976,37.619747,-88.953114,BIT,COAL,0.32501,249.0,708926.0,425.988,1.202,425.988,708.926
IL,Marshall (IL),949,39.392138,-87.68513,DFO,OIL,0.00136,16.9,202.002,3.116,30.851,3.116,0.20200200000000001
IL,Milam Gas Recovery,50566,38.6603,-90.1317,NG,GAS,0.91995,2.4,19341.0,291.459,30.139,291.459,19.341
IL,Moline,899,41.509959,-90.534021,WAT,HYDRO,0.03251,75.6,21527.0,0.984,0.091,0.984,21.527
IL,"Morris Cogeneration, LLC",55216,41.411944,-88.332778,NG,GAS,0.27965,218.8,536011.0,58.322,0.218,58.322,536.011
IL,Museum of Science and Industry,58635,41.790556,-87.582778,NG,GAS,0.0025,1.7,37.24,0.552,29.646,0.552,0.03724
IL,Nalco,50326,41.800909,-88.197156,NG,GAS,0.40598,4.7,16715.0,15.019,1.797,15.019,16.715
IL,Nelson Energy Center,55183,41.774444,-89.607222,NG,GAS,0.52435,627.5,2882286.0,165.766,0.115,165.766,2882.286
IL,Newton,6017,38.9361,-88.2781,SUB,COAL,0.5699,617.4,3082246.0,2090.753,1.357,2090.753,3082.246
IL,North Chicago Energy Center,58328,42.306389,-87.851944,NG,GAS,0.33102,12.4,35957.0,32.633,1.815,32.633,35.957
IL,North Ninth Street,960,41.9093,-89.0498,NG,GAS,0.01004,17.4,1530.0,19.388,25.344,19.388,1.53
IL,Northeastern Illinois University Cogen,58245,41.981111,-87.719167,NG,GAS,0.00014,3.2,3.92,0.02,10.204,0.02,0.00392
IL,Northwest Community Hospital,59847,42.067753,-87.993492,NG,GAS,0.01212,4.4,467.0,6.876,29.448,6.876,0.467
IL,Pearl Station,6238,39.449185,-90.614119,DFO,OIL,0.0003,24.0,64.0,0.64,20.0,0.64,0.064
IL,Peru (IL),955,41.3237,-89.1123,WAT,HYDRO,0.10332,36.5,33033.997,2.331,0.141,2.331,33.03399700000001
IL,Pinckneyville Power Plant,55202,38.1114,-89.3467,NG,GAS,0.01274,380.0,42403.0,20.739,0.978,20.739,42.403
IL,Powerton,879,40.5408,-89.6786,SUB,COAL,0.08552,1785.6,1337628.0,714.019,1.068,714.019,1337.628
IL,Prairie State Generating Station,55856,38.279167,-89.666944,BIT,COAL,0.80691,1766.0,12483004.0,3923.833,0.629,3923.833,12483.004
IL,Presence Saint Mary of Nazareth Hospital,54886,41.9031,-87.6831,DFO,OIL,0.00035,4.2,13.0,0.301,46.308,0.301,0.013
IL,Primient Decatur Plant Cogen,10867,39.84919,-88.931944,NG,GAS,0.52967,64.8,300668.0,131.213,0.873,131.213,300.668
IL,Princeton (IL),957,41.375528,-89.464872,NG,GAS,0.00308,37.9,1023.0,1130.728,2210.612,1130.728,1.023
IL,Raccoon Creek Power Plant,55417,38.6996,-88.5392,NG,GAS,0.00019,456.0,778.12,0.141,0.362,0.141,0.77812
IL,Rantoul,958,40.312222,-88.159444,DFO,OIL,0.0013,14.4,164.0,2.864,34.927,2.864,0.164
IL,Red Bud,959,38.2165,-89.9992,DFO,OIL,0.00094,15.0,123.0,1.826,29.691,1.826,0.123
IL,Reynolds,965,39.806868,-89.641653,DFO,OIL,0.00043,17.5,66.0,0.026,0.788,0.026,0.066
IL,Rochelle Energy Center,58377,41.924722,-88.998611,LFG,BIOMASS,0.4443,4.8,18681.999,0.0,0.0,0.0,18.681999
IL,Rockford Energy Center,55238,42.238558,-89.101202,NG,GAS,0.03868,316.0,107086.0,21.867,0.408,21.867,107.086
IL,Rockford II Energy Center,55936,42.2383,-89.1011,NG,GAS,0.03151,168.0,46369.0,11.939,0.515,11.939,46.369
IL,"Rocky Road Power, LLC",55109,42.0931,-88.2397,NG,GAS,0.0049,415.5,17822.998,9.424,1.058,9.424,17.822998
IL,SIUC,57928,37.711944,-89.215,BIT,COAL,0.12139,5.1,5423.0,8.567,3.16,8.567,5.423
IL,Settlers Hill Gas Recovery,50563,41.871914,-88.287721,LFG,BIOMASS,0.47323,6.0,24873.0,0.0,0.0,0.0,24.873
IL,Shelby County,55237,39.2794,-88.4772,NG,GAS,0.04017,483.0,169974.0,105.168,1.237,105.168,169.974
IL,South Main Street,961,41.9092,-89.0504,DFO,OIL,0.00482,15.8,666.998,10.716,32.132,10.716,0.6669980000000001
IL,Southeast Chicago Energy Project,55281,41.7181,-87.5449,NG,GAS,,407.2,,0.0,,0.0,
IL,State Farm,7556,40.4535,-88.9605,DFO,OIL,0.00043,5.1,18.999,0.615,64.74,0.615,0.018999
IL,Sullivan (IL),969,39.596667,-88.611944,DFO,OIL,0.00106,25.4,235.001,3.71,31.574,3.71,0.23500100000000002
IL,Tazewell Gas Recovery,50721,40.6817,-89.5167,LFG,BIOMASS,0.67385,2.4,14166.999,0.0,0.0,0.0,14.166999
IL,Tilton Power Station,7760,40.106125,-87.653818,NG,GAS,0.03806,188.0,62687.0,44.688,1.426,44.688,62.687
IL,Triton East and West Cogen,58375,41.916944,-87.845556,NG,GAS,0.00403,3.6,126.999,0.674,10.614,0.674,0.126999
IL,University Park Energy,55250,41.440893,-87.753189,NG,GAS,0.02695,353.4,83434.998,77.384,1.855,77.384,83.43499800000001
IL,University of Illinois Abbott Power Plt,54780,40.105169,-88.241528,NG,GAS,0.33405,80.3,234979.208,152.66,1.299,152.66,234.979208
IL,University of Illinois Cogen Facility,54044,41.8675,-87.6524,NG,GAS,0.20507,59.9,107604.001,132.946,2.471,132.946,107.60400100000001
IL,Venice,913,38.6642,-90.1764,NG,GAS,0.00268,586.0,13741.999,3.696,0.538,3.696,13.741999
IL,Waterloo,971,38.334786,-90.158939,NG,GAS,0.00175,30.2,462.001,2.218,9.602,2.218,0.462001
IL,Waukegan,883,42.3833,-87.8133,DFO,OIL,0.0,112.0,-1621.0,12.977,,12.977,-1.621
IL,Winnetka,972,42.115589,-87.731025,NG,GAS,0.01307,33.4,3824.0,7.916,4.14,7.916,3.824
IL,Woodland Landfill Gas Recovery,54662,41.981004,-88.27452,LFG,BIOMASS,0.38028,4.8,15990.0,0.0,0.0,0.0,15.99
IL,Zion Energy Center,55392,42.4776,-87.895,NG,GAS,0.05941,596.7,310517.004,59.068,0.38,59.068,310.51700400000004
IN,A B Brown Generating Station,6137,37.9053,-87.715,BIT,COAL,0.288,706.8,1783169.0,1116.967,1.253,1116.967,1783.169
IN,Alcoa Allowance Management Inc,6705,37.915,-87.3328,BIT,COAL,0.57423,822.8,4138923.0,6062.762,2.93,6062.762,4138.923
IN,Anderson,7336,40.0529,-85.7389,NG,GAS,0.03223,168.7,47628.0,21.016,0.883,21.016,47.628
IN,ArcelorMittal Burns Harbor,10245,41.635,-87.1387,BFG,OFSL,0.53143,176.2,820267.0,130.512,0.318,130.512,820.267
IN,BP Whiting Business Unit,52130,41.6703,-87.4803,PRG,OTHF,0.60645,83.8,445184.0,17.29,0.078,17.29,445.184
IN,BioTown Ag,59774,40.765611,-86.879682,OBG,BIOMASS,0.57401,6.0,30169.998,658.177,43.631,658.177,30.169998
IN,"Bos Dairy, LLC",57625,41.1153,-87.2328,NG,GAS,0.77968,1.0,6830.0,83.883,24.563,83.883,6.83
IN,Bunge North America East LLC,50316,40.846525,-84.933264,NG,GAS,0.49201,2.0,8620.0,4.167,0.967,4.167,8.62
IN,C. C. Perry K Steam Plant,992,39.7631,-86.1667,NG,GAS,0.1435,8.4,10559.42,4.736,0.897,4.736,10.55942
IN,Caterpillar,50935,40.4175,-86.8447,NG,GAS,0.2645,11.8,27341.179,357.208,26.13,357.208,27.341179
IN,Cayuga,1001,39.9242,-87.4244,BIT,COAL,0.41691,1184.9,4327440.0,4588.748,2.121,4588.748,4327.44
IN,Clifty Creek,983,38.7378,-85.4206,BIT,COAL,0.4349,1303.8,4967140.0,5430.767,2.187,5430.767,4967.14
IN,Crawfordsville Power Plant,1024,40.048889,-86.8992,BIT,COAL,0.0,12.3,0.0,0.0,,0.0,0.0
IN,Deercroft I & II LFGTE,54956,41.6514,-86.9036,LFG,BIOMASS,0.31118,6.4,17446.0,0.0,0.0,0.0,17.446
IN,Earthmovers LFGTE,57250,41.622942,-85.975161,LFG,BIOMASS,0.60659,4.8,25506.0,0.0,0.0,0.0,25.506
IN,Edwardsport Generating Station,1004,38.8067,-87.2472,SGC,COAL,0.45979,812.7,3273390.0,703.956,0.43,703.956,3273.39
IN,Evonik Industries AG,54835,40.387242,-86.939136,DFO,OIL,0.00057,1.2,6.0,0.14,46.667,0.14,0.006
IN,F B Culley Generating Station,1012,37.9111,-87.3275,BIT,COAL,0.46455,368.9,1501220.0,1257.629,1.675,1257.629,1501.22
IN,Georgetown Substation,7759,39.902556,-86.24405,NG,GAS,0.08037,340.0,239364.0,57.372,0.479,57.372,239.364
IN,Gibson,6113,38.372222,-87.765833,BIT,COAL,0.27247,3339.5,7970910.0,3571.231,0.896,3571.231,7970.91
IN,Green Cow Power,60721,41.536735,-85.927204,OBG,BIOMASS,0.34103,4.3,12846.0,373.859,58.206,373.859,12.846
IN,Hendricks Regional Health,54731,39.761513,-86.501588,DFO,OIL,0.00037,4.3,14.001,0.504,71.995,0.504,0.014001
IN,Henry County Generating Station,7763,39.9528,-85.5039,NG,GAS,0.15342,181.5,243933.0,110.177,0.903,110.177,243.933
IN,Herrema Dairy,65494,41.086356,-87.256801,NG,GAS,0.27085,3.0,7118.0,99.384,27.925,99.384,7.118
IN,"Hidden View Dairy, LLC",59260,41.032778,-87.0725,NG,GAS,0.66667,1.0,5840.0,99.384,34.036,99.384,5.84
IN,Hoosier Energy Lawrence Co Station,7948,38.8003,-86.4511,NG,GAS,0.01226,402.0,43174.002,20.545,0.952,20.545,43.174002
IN,Hurricane Creek Lift Station,61267,39.5879,-86.1858,DFO,OIL,0.00742,2.0,130.0,1.985,30.538,1.985,0.13
IN,IPL - Eagle Valley Generating Station,991,39.48517,-86.4183,NG,GAS,0.93629,644.0,5282044.0,86.192,0.033,86.192,5282.044
IN,IPL - Harding Street Station (EW Stout),990,39.711319,-86.196867,NG,GAS,0.31091,1064.7,2899758.999,972.161,0.671,972.161,2899.7589989999997
IN,IPL - Petersburg Generating Station,994,38.5281,-87.2525,BIT,COAL,0.2839,1873.2,4658633.001,3561.443,1.529,3561.443,4658.633001
IN,Indiana Harbor E 5 AC Station,54995,41.6844,-87.4214,BFG,OFSL,0.841,90.0,663048.0,228.217,0.688,228.217,663.048
IN,Indiana Harbor West,10397,41.663765,-87.452325,NG,GAS,0.17223,152.0,229324.0,120.436,1.05,120.436,229.324
IN,Jay County LFGTE,56464,40.379703,-85.088192,LFG,BIOMASS,0.60702,3.2,17016.0,0.0,0.0,0.0,17.016
IN,Lawrenceburg Energy Facility,55502,39.0911,-84.8669,NG,GAS,0.79484,1232.0,8578210.0,291.192,0.068,291.192,8578.21
IN,Liberty I & II LFGTE,56465,40.885556,-86.704444,LFG,BIOMASS,0.23846,12.8,26738.0,0.0,0.0,0.0,26.738
IN,Merom,6213,39.0694,-87.5108,BIT,COAL,0.45286,1080.0,4284455.0,1368.443,0.639,1368.443,4284.455
IN,Michigan City Generating Station,997,41.7208,-86.9086,SUB,COAL,0.3017,540.0,1427182.0,683.843,0.958,683.843,1427.182
IN,Montpelier Electric Gen Station,55229,40.6206,-85.3057,NG,GAS,0.07245,236.0,149775.0,143.206,1.912,143.206,149.775
IN,Munster Landfill Gas-to-Energy,59808,41.524386,-87.509067,LFG,BIOMASS,0.35938,1.1,3463.0,0.0,0.0,0.0,3.463
IN,Noblesville,1007,40.0969,-85.9714,NG,GAS,0.51342,283.0,1272819.0,88.208,0.139,88.208,1272.819
IN,Oak Ridge LFGTE,56463,40.721322,-86.342144,LFG,BIOMASS,0.7749,3.2,21722.0,0.0,0.0,0.0,21.722
IN,"POET Biorefining - North Manchester, LLC",63852,40.941967,-85.803585,NG,GAS,0.56748,3.9,19387.39,9.871,1.018,9.871,19.38739
