stateCode,facilityName,facilityId,unit_id,unitId,associatedStacks,date,hour,opTime,grossLoad,steamLoad,so2Mass,so2MassMeasureFlg,so2Rate,so2RateMeasureFlg,co2Mass,co2MassMeasureFlg,co2Rate,co2RateMeasureFlg,noxMass,noxMassMeasureFlg,noxRate,noxRateMeasureFlg,heatInput,heatInputMeasureFlg,primaryFuelInfo,secondaryFuelInfo,unitType,so2ControlInfo,noxControlInfo,pmControlInfo,hgControlInfo,programCodeInfo
TN,Allen,3393,91027,ACC1,,2025-01-01,0,1.0,470.0,,1.763,Measured,0.001,Calculated,174.6,Measured,0.059,Calculated,20.6,Measured,0.007,Measured,2937.8,Measured,Pipeline Natural Gas,,Combined cycle,,Dry Low NOx Burners|Selective Catalytic Reduction,,,"ARP, CSNOX, CSOSG2, CSSO2G1, NSPS4T"
TN,Allen,3393,91027,ACC1,,2025-01-01,1,1.0,486.0,,1.82,Measured,0.001,Calculated,180.3,Measured,0.059,Calculated,21.2,Measured,0.007,Measured,3033.4,Measured,Pipeline Natural Gas,,Combined cycle,,Dry Low NOx Burners|Selective Catalytic Reduction,,,"ARP, CSNOX, CSOSG2, CSSO2G1, NSPS4T"
TN,Allen,3393,91027,ACC1,,2025-01-01,2,1.0,488.0,,1.827,Measured,0.001,Calculated,180.9,Measured,0.059,Calculated,21.3,Measured,0.007,Measured,3044.7,Measured,Pipeline Natural Gas,,Combined cycle,,Dry Low NOx Burners|Selective Catalytic Reduction,,,"ARP, CSNOX, CSOSG2, CSSO2G1, NSPS4T"
TN,Allen,3393,91027,ACC1,,2025-01-01,3,1.0,473.0,,1.777,Measured,0.001,Calculated,176.0,Measured,0.059,Calculated,20.7,Measured,0.007,Measured,2961.0,Measured,Pipeline Natural Gas,,Combined cycle,,Dry Low NOx Burners|Selective Catalytic Reduction,,,"ARP, CSNOX, CSOSG2, CSSO2G1, NSPS4T"
TN,Allen,3393,91027,ACC1,,2025-01-01,4,1.0,431.0,,1.635,Measured,0.001,Calculated,162.0,Measured,0.059,Calculated,19.1,Measured,0.007,Measured,2725.7,Measured,Pipeline Natural Gas,,Combined cycle,,Dry Low NOx Burners|Selective Catalytic Reduction,,,"ARP, CSNOX, CSOSG2, CSSO2G1, NSPS4T"
TN,Allen,3393,91027,ACC1,,2025-01-01,5,1.0,392.0,,1.502,Measured,0.001,Calculated,148.7,Measured,0.059,Calculated,17.5,Measured,0.007,Measured,2502.5,Measured,Pipeline Natural Gas,,Combined cycle,,Dry Low NOx Burners|Selective Catalytic Reduction,,,"ARP, CSNOX, CSOSG2, CSSO2G1, NSPS4T"
TN,Allen,3393,91027,ACC1,,2025-01-01,6,1.0,375.0,,1.444,Measured,0.001,Calculated,143.0,Measured,0.059,Calculated,19.3,Measured,0.008,Measured,2406.3,Measured,Pipeline Natural Gas,,Combined cycle,,Dry Low NOx Burners|Selective Catalytic Reduction,,,"ARP, CSNOX, CSOSG2, CSSO2G1, NSPS4T"
TN,Allen,3393,91027,ACC1,,2025-01-01,7,1.0,380.0,,1.459,Measured,0.001,Calculated,144.5,Measured,0.059,Calculated,17.0,Measured,0.007,Measured,2431.4,Measured,Pipeline Natural Gas,,Combined cycle,,Dry Low NOx Burners|Selective Catalytic Reduction,,,"ARP, CSNOX, CSOSG2, CSSO2G1, NSPS4T"
TN,Allen,3393,91027,ACC1,,2025-01-01,8,1.0,370.0,,1.433,Measured,0.001,Calculated,141.9,Measured,0.059,Calculated,16.7,Measured,0.007,Measured,2387.8,Measured,Pipeline Natural Gas,,Combined cycle,,Dry Low NOx Burners|Selective Catalytic Reduction,,,"ARP, CSNOX, CSOSG2, CSSO2G1, NSPS4T"
TN,Allen,3393,91027,ACC1,,2025-01-01,9,1.0,455.0,,1.717,Measured,0.001,Calculated,170.0,Measured,0.059,Calculated,20.0,Measured,0.007,Measured,2860.8,Measured,Pipeline Natural Gas,,Combined cycle,,Dry Low NOx Burners|Selective Catalytic Reduction,,,"ARP, CSNOX, CSOSG2, CSSO2G1, NSPS4T"
TN,Allen,3393,91027,ACC1,,2025-01-01,10,1.0,486.0,,1.824,Measured,0.001,Calculated,180.7,Measured,0.059,Calculated,21.3,Measured,0.007,Measured,3040.1,Measured,Pipeline Natural Gas,,Combined cycle,,Dry Low NOx Burners|Selective Catalytic Reduction,,,"ARP, CSNOX, CSOSG2, CSSO2G1, NSPS4T"
TN,Allen,3393,91027,ACC1,,2025-01-01,11,1.0,485.0,,1.82,Measured,0.001,Calculated,180.3,Measured,0.059,Calculated,21.2,Measured,0.007,Measured,3033.9,Measured,Pipeline Natural Gas,,Combined cycle,,Dry Low NOx Burners|Selective Catalytic Reduction,,,"ARP, CSNOX, CSOSG2, CSSO2G1, NSPS4T"
TN,Allen,3393,91027,ACC1,,2025-01-01,12,1.0,490.0,,1.822,Measured,0.001,Calculated,180.4,Measured,0.059,Calculated,21.3,Measured,0.007,Measured,3036.0,Measured,Pipeline Natural Gas,,Combined cycle,,Dry Low NOx Burners|Selective Catalytic Reduction,,,"ARP, CSNOX, CSOSG2, CSSO2G1, NSPS4T"
TN,Allen,3393,91027,ACC1,,2025-01-01,13,1.0,488.0,,1.803,Measured,0.001,Calculated,178.6,Measured,0.059,Calculated,21.0,Measured,0.007,Measured,3004.9,Measured,Pipeline Natural Gas,,Combined cycle,,Dry Low NOx Burners|Selective Catalytic Reduction,,,"ARP, CSNOX, CSOSG2, CSSO2G1, NSPS4T"
