stateCode,facilityName,facilityId,unit_id,unitId,associatedStacks,date,hour,opTime,grossLoad,steamLoad,so2Mass,so2MassMeasureFlg,so2Rate,so2RateMeasureFlg,co2Mass,co2MassMeasureFlg,co2Rate,co2RateMeasureFlg,noxMass,noxMassMeasureFlg,noxRate,noxRateMeasureFlg,heatInput,heatInputMeasureFlg,primaryFuelInfo,secondaryFuelInfo,unitType,so2ControlInfo,noxControlInfo,pmControlInfo,hgControlInfo,programCodeInfo
TX,Martin Lake,6146,2804,1,,2023-01-01,0,1.0,311.0,,95.9,Measured,0.028,Calculated,363.8,Measured,0.105,Calculated,762.1,Measured,0.22,Measured,3469.0,Measured,Coal,,Tangentially-fired,Wet Limestone,Low NOx Burner Technology w/ Separated OFA,Electrostatic Precipitator,Untreated PAC Sorbent Injection,"ARP, CSOSG2, MATS, TXSO2"
TX,Martin Lake,6146,2804,1,,2023-01-01,1,1.0,225.0,,105.5,Measured,0.042,Calculated,263.9,Measured,0.105,Calculated,707.8,Measured,0.281,Measured,2516.4,Measured,Coal,,Tangentially-fired,Wet Limestone,Low NOx Burner Technology w/ Separated OFA,Electrostatic Precipitator,Untreated PAC Sorbent Injection,"ARP, CSOSG2, MATS, TXSO2"
TX,Martin Lake,6146,2804,1,,2023-01-01,2,1.0,232.0,,374.1,Measured,0.145,Calculated,270.5,Measured,0.105,Calculated,836.7,Measured,0.324,Measured,2578.7,Measured,Coal,,Tangentially-fired,Wet Limestone,Low NOx Burner Technology w/ Separated OFA,Electrostatic Precipitator,Untreated PAC Sorbent Injection,"ARP, CSOSG2, MATS, TXSO2"
TX,Martin Lake,6146,2804,1,,2023-01-01,3,1.0,219.0,,264.0,Measured,0.096,Calculated,289.7,Measured,0.105,Calculated,907.9,Measured,0.329,Measured,2762.0,Measured,Coal,,Tangentially-fired,Wet Limestone,Low NOx Burner Technology w/ Separated OFA,Electrostatic Precipitator,Untreated PAC Sorbent Injection,"ARP, CSOSG2, MATS, TXSO2"
TX,Martin Lake,6146,2804,1,,2023-01-01,4,1.0,217.0,,321.0,Measured,0.12,Calculated,279.5,Measured,0.105,Calculated,870.4,Measured,0.327,Measured,2664.7,Measured,Coal,,Tangentially-fired,Wet Limestone,Low NOx Burner Technology w/ Separated OFA,Electrostatic Precipitator,Untreated PAC Sorbent Injection,"ARP, CSOSG2, MATS, TXSO2"
TX,Martin Lake,6146,2804,1,,2023-01-01,5,1.0,217.0,,329.8,Measured,0.132,Calculated,262.1,Measured,0.105,Calculated,801.8,Measured,0.321,Measured,2499.1,Measured,Coal,,Tangentially-fired,Wet Limestone,Low NOx Burner Technology w/ Separated OFA,Electrostatic Precipitator,Untreated PAC Sorbent Injection,"ARP, CSOSG2, MATS, TXSO2"
TX,Martin Lake,6146,2804,1,,2023-01-01,6,1.0,217.0,,413.0,Measured,0.165,Calculated,261.9,Measured,0.105,Calculated,811.4,Measured,0.325,Measured,2496.9,Measured,Coal,,Tangentially-fired,Wet Limestone,Low NOx Burner Technology w/ Separated OFA,Electrostatic Precipitator,Untreated PAC Sorbent Injection,"ARP, CSOSG2, MATS, TXSO2"
TX,Martin Lake,6146,2804,1,,2023-01-01,7,1.0,217.0,,406.6,Measured,0.166,Calculated,257.0,Measured,0.105,Calculated,808.7,Measured,0.33,Measured,2450.7,Measured,Coal,,Tangentially-fired,Wet Limestone,Low NOx Burner Technology w/ Separated OFA,Electrostatic Precipitator,Untreated PAC Sorbent Injection,"ARP, CSOSG2, MATS, TXSO2"
TX,Martin Lake,6146,2804,1,,2023-01-01,8,1.0,223.0,,497.1,Measured,0.199,Calculated,262.2,Measured,0.105,Calculated,762.7,Measured,0.305,Measured,2500.0,Measured,Coal,,Tangentially-fired,Wet Limestone,Low NOx Burner Technology w/ Separated OFA,Electrostatic Precipitator,Untreated PAC Sorbent Injection,"ARP, CSOSG2, MATS, TXSO2"
TX,Martin Lake,6146,2804,1,,2023-01-01,9,1.0,227.0,,468.7,Measured,0.189,Calculated,260.2,Measured,0.105,Calculated,736.9,Measured,0.297,Measured,2481.0,Measured,Coal,,Tangentially-fired,Wet Limestone,Low NOx Burner Technology w/ Separated OFA,Electrostatic Precipitator,Untreated PAC Sorbent Injection,"ARP, CSOSG2, MATS, TXSO2"
TX,Martin Lake,6146,2804,1,,2023-01-01,10,1.0,228.0,,467.6,Measured,0.19,Calculated,258.0,Measured,0.105,Calculated,716.7,Measured,0.291,Measured,2460.4,Measured,Coal,,Tangentially-fired,Wet Limestone,Low NOx Burner Technology w/ Separated OFA,Electrostatic Precipitator,Untreated PAC Sorbent Injection,"ARP, CSOSG2, MATS, TXSO2"
TX,Martin Lake,6146,2804,1,,2023-01-01,11,1.0,227.0,,389.4,Measured,0.152,Calculated,268.4,Measured,0.105,Calculated,721.6,Measured,0.282,Measured,2559.2,Measured,Coal,,Tangentially-fired,Wet Limestone,Low NOx Burner Technology w/ Separated OFA,Electrostatic Precipitator,Untreated PAC Sorbent Injection,"ARP, CSOSG2, MATS, TXSO2"
TX,Martin Lake,6146,2804,1,,2023-01-01,12,1.0,226.0,,246.7,Measured,0.1,Calculated,258.7,Measured,0.105,Calculated,687.4,Measured,0.279,Measured,2466.3,Measured,Coal,,Tangentially-fired,Wet Limestone,Low NOx Burner Technology w/ Separated OFA,Electrostatic Precipitator,Untreated PAC Sorbent Injection,"ARP, CSOSG2, MATS, TXSO2"
TX,Martin Lake,6146,2804,1,,2023-01-01,13,1.0,232.0,,368.9,Measured,0.143,Calculated,271.4,Measured,0.105,Calculated,685.4,Measured,0.265,Measured,2587.7,Measured,Coal,,Tangentially-fired,Wet Limestone,Low NOx Burner Technology w/ Separated OFA,Electrostatic Precipitator,Untreated PAC Sorbent Injection,"ARP, CSOSG2, MATS, TXSO2"
TX,Martin Lake,6146,2804,1,,2023-01-01,14,1.0,236.0,,323.0,Measured,0.129,Calculated,261.8,Measured,0.105,Calculated,596.3,Measured,0.239,Measured,2496.2,Measured,Coal,,Tangentially-fired,Wet Limestone,Low NOx Burner Technology w/ Separated OFA,Electrostatic Precipitator,Untreated PAC Sorbent Injection,"ARP, CSOSG2, MATS, TXSO2"
TX,Martin Lake,6146,2804,1,,2023-01-01,15,1.0,230.0,,249.4,Measured,0.091,Calculated,287.2,Measured,0.105,Calculated,700.9,Measured,0.256,Measured,2738.7,Measured,Coal,,Tangentially-fired,Wet Limestone,Low NOx Burner Technology w/ Separated OFA,Electrostatic Precipitator,Untreated PAC Sorbent Injection,"ARP, CSOSG2, MATS, TXSO2"
TX,Martin Lake,6146,2804,1,,2023-01-01,16,1.0,401.0,,549.7,Measured,0.122,Calculated,471.9,Measured,0.105,Calculated,724.4,Measured,0.161,Measured,4499.2,Measured,Coal,,Tangentially-fired,Wet Limestone,Low NOx Burner Technology w/ Separated OFA,Electrostatic Precipitator,Untreated PAC Sorbent Injection,"ARP, CSOSG2, MATS, TXSO2"
TX,Martin Lake,6146,2804,1,,2023-01-01,17,1.0,667.0,,1148.2,Measured,0.163,Calculated,737.2,Measured,0.105,Calculated,976.9,Measured,0.139,Measured,7029.2,Measured,Coal,,Tangentially-fired,Wet Limestone,Low NOx Burner Technology w/ Separated OFA,Electrostatic Precipitator,Untreated PAC Sorbent Injection,"ARP, CSOSG2, MATS, TXSO2"
TX,Martin Lake,6146,2804,1,,2023-01-01,18,1.0,360.0,,190.9,Measured,0.049,Calculated,409.6,Measured,0.105,Calculated,584.7,Measured,0.15,Measured,3905.6,Measured,Coal,,Tangentially-fired,Wet Limestone,Low NOx Burner Technology w/ Separated OFA,Electrostatic Precipitator,Untreated PAC Sorbent Injection,"ARP, CSOSG2, MATS, TXSO2"
TX,Martin Lake,6146,2804,1,,2023-01-01,19,1.0,318.0,,111.1,Measured,0.032,Calculated,365.0,Measured,0.105,Calculated,381.1,Measured,0.11,Measured,3480.0,Measured,Coal,,Tangentially-fired,Wet Limestone,Low NOx Burner Technology w/ Separated OFA,Electrostatic Precipitator,Untreated PAC Sorbent Injection,"ARP, CSOSG2, MATS, TXSO2"
TX,Martin Lake,6146,2804,1,,2023-01-01,20,1.0,319.0,,122.9,Measured,0.034,Calculated,383.6,Measured,0.105,Calculated,386.8,Measured,0.106,Measured,3657.1,Measured,Coal,,Tangentially-fired,Wet Limestone,Low NOx Burner Technology w/ Separated OFA,Electrostatic Precipitator,Untreated PAC Sorbent Injection,"ARP, CSOSG2, MATS, TXSO2"
TX,Martin Lake,6146,2804,1,,2023-01-01,21,1.0,318.0,,217.2,Measured,0.059,Calculated,386.8,Measured,0.105,Calculated,392.3,Measured,0.106,Measured,3687.6,Measured,Coal,,Tangentially-fired,Wet Limestone,Low NOx Burner Technology w/ Separated OFA,Electrostatic Precipitator,Untreated PAC Sorbent Injection,"ARP, CSOSG2, MATS, TXSO2"
TX,Martin Lake,6146,2804,1,,2023-01-01,22,1.0,312.0,,183.3,Measured,0.052,Calculated,370.0,Measured,0.105,Calculated,470.8,Measured,0.133,Measured,3527.8,Measured,Coal,,Tangentially-fired,Wet Limestone,Low NOx Burner Technology w/ Separated OFA,Electrostatic Precipitator,Untreated PAC Sorbent Injection,"ARP, CSOSG2, MATS, TXSO2"
TX,Martin Lake,6146,2804,1,,2023-01-01,23,1.0,221.0,,192.0,Measured,0.077,Calculated,260.6,Measured,0.105,Calculated,840.2,Measured,0.338,Measured,2484.7,Measured,Coal,,Tangentially-fired,Wet Limestone,Low NOx Burner Technology w/ Separated OFA,Electrostatic Precipitator,Untreated PAC Sorbent Injection,"ARP, CSOSG2, MATS, TXSO2"
TX,Martin Lake,6146,2804,1,,2023-01-02,0,1.0,214.0,,229.7,Measured,0.086,Calculated,280.9,Measured,0.105,Calculated,823.7,Measured,0.308,Measured,2678.1,Measured,Coal,,Tangentially-fired,Wet Limestone,Low NOx Burner Technology w/ Separated OFA,Electrostatic Precipitator,Untreated PAC Sorbent Injection,"ARP, CSOSG2, MATS, TXSO2"
TX,Martin Lake,6146,2804,1,,2023-01-02,1,1.0,213.0,,334.3,Measured,0.128,Calculated,274.9,Measured,0.105,Calculated,824.2,Measured,0.314,Measured,2621.0,Measured,Coal,,Tangentially-fired,Wet Limestone,Low NOx Burner Technology w/ Separated OFA,Electrostatic Precipitator,Untreated PAC Sorbent Injection,"ARP, CSOSG2, MATS, TXSO2"
