stateCode,facilityName,facilityId,unit_id,unitId,associatedStacks,date,hour,opTime,grossLoad,steamLoad,so2Mass,so2MassMeasureFlg,so2Rate,so2RateMeasureFlg,co2Mass,co2MassMeasureFlg,co2Rate,co2RateMeasureFlg,noxMass,noxMassMeasureFlg,noxRate,noxRateMeasureFlg,heatInput,heatInputMeasureFlg,primaryFuelInfo,secondaryFuelInfo,unitType,so2ControlInfo,noxControlInfo,pmControlInfo,hgControlInfo,programCodeInfo
TX,Oak Grove,6180,2830,1,,2023-01-01,14,1.0,916.0,,1054.8,Measured,0.123,Calculated,936.7,Measured,0.109,Calculated,704.5,Measured,0.08,Measured,8603.9,Measured,Coal,Pipeline Natural Gas,Tangentially-fired,Wet Limestone,Low NOx Burner Technology w/ Separated OFA|Ammonia Injection|Selective Catalytic Reduction,Baghouse,,"ARP, CSOSG2, MATS"
TX,Oak Grove,6180,2830,1,,2023-01-01,15,1.0,915.0,,1028.9,Measured,0.119,Calculated,939.1,Measured,0.109,Calculated,693.2,Measured,0.079,Measured,8625.9,Measured,Coal,Pipeline Natural Gas,Tangentially-fired,Wet Limestone,Low NOx Burner Technology w/ Separated OFA|Ammonia Injection|Selective Catalytic Reduction,Baghouse,,"ARP, CSOSG2, MATS"
TX,Oak Grove,6180,2830,1,,2023-01-01,16,1.0,915.0,,1001.5,Measured,0.115,Calculated,945.3,Measured,0.109,Calculated,712.8,Measured,0.08,Measured,8682.5,Measured,Coal,Pipeline Natural Gas,Tangentially-fired,Wet Limestone,Low NOx Burner Technology w/ Separated OFA|Ammonia Injection|Selective Catalytic Reduction,Baghouse,,"ARP, CSOSG2, MATS"
TX,Oak Grove,6180,2830,1,,2023-01-01,17,1.0,915.0,,957.4,Measured,0.111,Calculated,938.0,Measured,0.109,Calculated,686.8,Measured,0.077,Measured,8615.7,Measured,Coal,Pipeline Natural Gas,Tangentially-fired,Wet Limestone,Low NOx Burner Technology w/ Separated OFA|Ammonia Injection|Selective Catalytic Reduction,Baghouse,,"ARP, CSOSG2, MATS"
TX,Oak Grove,6180,2830,1,,2023-01-01,18,1.0,916.0,,974.1,Measured,0.113,Calculated,939.0,Measured,0.109,Calculated,702.5,Measured,0.08,Measured,8625.1,Measured,Coal,Pipeline Natural Gas,Tangentially-fired,Wet Limestone,Low NOx Burner Technology w/ Separated OFA|Ammonia Injection|Selective Catalytic Reduction,Baghouse,,"ARP, CSOSG2, MATS"
TX,Oak Grove,6180,2830,1,,2023-01-01,19,1.0,889.0,,926.9,Measured,0.11,Calculated,920.6,Measured,0.109,Calculated,668.5,Measured,0.076,Measured,8456.1,Measured,Coal,Pipeline Natural Gas,Tangentially-fired,Wet Limestone,Low NOx Burner Technology w/ Separated OFA|Ammonia Injection|Selective Catalytic Reduction,Baghouse,,"ARP, CSOSG2, MATS"
TX,Oak Grove,6180,2830,1,,2023-01-01,20,1.0,893.0,,1071.9,Measured,0.128,Calculated,911.3,Measured,0.109,Calculated,706.1,Measured,0.082,Measured,8370.3,Measured,Coal,Pipeline Natural Gas,Tangentially-fired,Wet Limestone,Low NOx Burner Technology w/ Separated OFA|Ammonia Injection|Selective Catalytic Reduction,Baghouse,,"ARP, CSOSG2, MATS"
TX,Oak Grove,6180,2830,1,,2023-01-01,21,1.0,891.0,,1041.6,Measured,0.124,Calculated,913.7,Measured,0.109,Calculated,665.4,Measured,0.077,Measured,8393.0,Measured,Coal,Pipeline Natural Gas,Tangentially-fired,Wet Limestone,Low NOx Burner Technology w/ Separated OFA|Ammonia Injection|Selective Catalytic Reduction,Baghouse,,"ARP, CSOSG2, MATS"
TX,Oak Grove,6180,2830,1,,2023-01-01,22,1.0,764.0,,642.1,Measured,0.09,Calculated,775.9,Measured,0.109,Calculated,566.4,Measured,0.077,Measured,7126.9,Measured,Coal,Pipeline Natural Gas,Tangentially-fired,Wet Limestone,Low NOx Burner Technology w/ Separated OFA|Ammonia Injection|Selective Catalytic Reduction,Baghouse,,"ARP, CSOSG2, MATS"
TX,Oak Grove,6180,2830,1,,2023-01-01,23,1.0,657.0,,397.2,Measured,0.063,Calculated,681.9,Measured,0.109,Calculated,474.7,Measured,0.074,Measured,6263.8,Measured,Coal,Pipeline Natural Gas,Tangentially-fired,Wet Limestone,Low NOx Burner Technology w/ Separated OFA|Ammonia Injection|Selective Catalytic Reduction,Baghouse,,"ARP, CSOSG2, MATS"
TX,Oak Grove,6180,2830,1,,2023-01-02,0,1.0,531.0,,367.5,Measured,0.072,Calculated,558.1,Measured,0.109,Calculated,393.9,Measured,0.074,Measured,5126.3,Measured,Coal,Pipeline Natural Gas,Tangentially-fired,Wet Limestone,Low NOx Burner Technology w/ Separated OFA|Ammonia Injection|Selective Catalytic Reduction,Baghouse,,"ARP, CSOSG2, MATS"
TX,Oak Grove,6180,2830,1,,2023-01-02,1,1.0,427.0,,627.2,Measured,0.149,Calculated,457.8,Measured,0.109,Calculated,305.1,Measured,0.07,Measured,4205.1,Measured,Coal,Pipeline Natural Gas,Tangentially-fired,Wet Limestone,Low NOx Burner Technology w/ Separated OFA|Ammonia Injection|Selective Catalytic Reduction,Baghouse,,"ARP, CSOSG2, MATS"
TX,Oak Grove,6180,2830,1,,2023-01-02,2,1.0,403.0,,661.5,Measured,0.16,Calculated,449.2,Measured,0.109,Calculated,299.4,Measured,0.07,Measured,4125.9,Measured,Coal,Pipeline Natural Gas,Tangentially-fired,Wet Limestone,Low NOx Burner Technology w/ Separated OFA|Ammonia Injection|Selective Catalytic Reduction,Baghouse,,"ARP, CSOSG2, MATS"
TX,Oak Grove,6180,2830,1,,2023-01-02,3,1.0,401.0,,632.0,Measured,0.154,Calculated,448.1,Measured,0.109,Calculated,301.7,Measured,0.071,Measured,4116.3,Measured,Coal,Pipeline Natural Gas,Tangentially-fired,Wet Limestone,Low NOx Burner Technology w/ Separated OFA|Ammonia Injection|Selective Catalytic Reduction,Baghouse,,"ARP, CSOSG2, MATS"
TX,Oak Grove,6180,2830,1,,2023-01-02,4,1.0,401.0,,645.1,Measured,0.16,Calculated,440.0,Measured,0.109,Calculated,301.6,Measured,0.072,Measured,4041.5,Measured,Coal,Pipeline Natural Gas,Tangentially-fired,Wet Limestone,Low NOx Burner Technology w/ Separated OFA|Ammonia Injection|Selective Catalytic Reduction,Baghouse,,"ARP, CSOSG2, MATS"
TX,Oak Grove,6180,2830,1,,2023-01-02,5,1.0,401.0,,665.2,Measured,0.164,Calculated,442.7,Measured,0.109,Calculated,299.3,Measured,0.071,Measured,4066.6,Measured,Coal,Pipeline Natural Gas,Tangentially-fired,Wet Limestone,Low NOx Burner Technology w/ Separated OFA|Ammonia Injection|Selective Catalytic Reduction,Baghouse,,"ARP, CSOSG2, MATS"
TX,Oak Grove,6180,2830,1,,2023-01-02,6,1.0,401.0,,683.8,Measured,0.168,Calculated,442.5,Measured,0.109,Calculated,289.6,Measured,0.069,Measured,4064.0,Measured,Coal,Pipeline Natural Gas,Tangentially-fired,Wet Limestone,Low NOx Burner Technology w/ Separated OFA|Ammonia Injection|Selective Catalytic Reduction,Baghouse,,"ARP, CSOSG2, MATS"
TX,Oak Grove,6180,2830,1,,2023-01-02,7,1.0,467.0,,957.3,Measured,0.21,Calculated,496.9,Measured,0.109,Calculated,342.0,Measured,0.073,Measured,4564.3,Measured,Coal,Pipeline Natural Gas,Tangentially-fired,Wet Limestone,Low NOx Burner Technology w/ Separated OFA|Ammonia Injection|Selective Catalytic Reduction,Baghouse,,"ARP, CSOSG2, MATS"
TX,Oak Grove,6180,2830,1,,2023-01-02,8,1.0,834.0,,2135.4,Measured,0.272,Calculated,855.7,Measured,0.109,Calculated,636.2,Measured,0.079,Measured,7860.2,Measured,Coal,Pipeline Natural Gas,Tangentially-fired,Wet Limestone,Low NOx Burner Technology w/ Separated OFA|Ammonia Injection|Selective Catalytic Reduction,Baghouse,,"ARP, CSOSG2, MATS"
TX,Oak Grove,6180,2830,1,,2023-01-02,9,1.0,894.0,,1139.1,Measured,0.136,Calculated,913.5,Measured,0.109,Calculated,635.4,Measured,0.073,Measured,8391.0,Measured,Coal,Pipeline Natural Gas,Tangentially-fired,Wet Limestone,Low NOx Burner Technology w/ Separated OFA|Ammonia Injection|Selective Catalytic Reduction,Baghouse,,"ARP, CSOSG2, MATS"
TX,Oak Grove,6180,2830,1,,2023-01-02,10,1.0,905.0,,1082.6,Measured,0.127,Calculated,927.1,Measured,0.109,Calculated,627.4,Measured,0.072,Measured,8515.4,Measured,Coal,Pipeline Natural Gas,Tangentially-fired,Wet Limestone,Low NOx Burner Technology w/ Separated OFA|Ammonia Injection|Selective Catalytic Reduction,Baghouse,,"ARP, CSOSG2, MATS"
TX,Oak Grove,6180,2830,1,,2023-01-02,11,1.0,910.0,,1125.4,Measured,0.131,Calculated,934.6,Measured,0.109,Calculated,655.1,Measured,0.074,Measured,8584.8,Measured,Coal,Pipeline Natural Gas,Tangentially-fired,Wet Limestone,Low NOx Burner Technology w/ Separated OFA|Ammonia Injection|Selective Catalytic Reduction,Baghouse,,"ARP, CSOSG2, MATS"
TX,Oak Grove,6180,2830,1,,2023-01-02,12,1.0,904.0,,1125.5,Measured,0.133,Calculated,923.6,Measured,0.109,Calculated,679.9,Measured,0.079,Measured,8483.2,Measured,Coal,Pipeline Natural Gas,Tangentially-fired,Wet Limestone,Low NOx Burner Technology w/ Separated OFA|Ammonia Injection|Selective Catalytic Reduction,Baghouse,,"ARP, CSOSG2, MATS"
TX,Oak Grove,6180,2830,1,,2023-01-02,13,1.0,902.0,,1085.6,Measured,0.128,Calculated,920.8,Measured,0.109,Calculated,666.6,Measured,0.076,Measured,8457.4,Measured,Coal,Pipeline Natural Gas,Tangentially-fired,Wet Limestone,Low NOx Burner Technology w/ Separated OFA|Ammonia Injection|Selective Catalytic Reduction,Baghouse,,"ARP, CSOSG2, MATS"
TX,Oak Grove,6180,2830,1,,2023-01-02,14,1.0,902.0,,1079.6,Measured,0.127,Calculated,922.3,Measured,0.109,Calculated,671.5,Measured,0.077,Measured,8471.3,Measured,Coal,Pipeline Natural Gas,Tangentially-fired,Wet Limestone,Low NOx Burner Technology w/ Separated OFA|Ammonia Injection|Selective Catalytic Reduction,Baghouse,,"ARP, CSOSG2, MATS"
TX,Oak Grove,6180,2830,1,,2023-01-02,15,1.0,902.0,,1061.2,Measured,0.126,Calculated,919.9,Measured,0.109,Calculated,677.2,Measured,0.079,Measured,8449.7,Measured,Coal,Pipeline Natural Gas,Tangentially-fired,Wet Limestone,Low NOx Burner Technology w/ Separated OFA|Ammonia Injection|Selective Catalytic Reduction,Baghouse,,"ARP, CSOSG2, MATS"
TX,Oak Grove,6180,2830,1,,2023-01-02,16,1.0,901.0,,1034.6,Measured,0.123,Calculated,919.3,Measured,0.109,Calculated,678.7,Measured,0.079,Measured,8444.4,Measured,Coal,Pipeline Natural Gas,Tangentially-fired,Wet Limestone,Low NOx Burner Technology w/ Separated OFA|Ammonia Injection|Selective Catalytic Reduction,Baghouse,,"ARP, CSOSG2, MATS"
TX,Oak Grove,6180,2830,1,,2023-01-02,17,1.0,904.0,,1046.1,Measured,0.123,Calculated,925.0,Measured,0.109,Calculated,694.1,Measured,0.08,Measured,8496.2,Measured,Coal,Pipeline Natural Gas,Tangentially-fired,Wet Limestone,Low NOx Burner Technology w/ Separated OFA|Ammonia Injection|Selective Catalytic Reduction,Baghouse,,"ARP, CSOSG2, MATS"
TX,Oak Grove,6180,2830,1,,2023-01-02,18,1.0,890.0,,1000.2,Measured,0.119,Calculated,916.4,Measured,0.109,Calculated,684.0,Measured,0.08,Measured,8417.6,Measured,Coal,Pipeline Natural Gas,Tangentially-fired,Wet Limestone,Low NOx Burner Technology w/ Separated OFA|Ammonia Injection|Selective Catalytic Reduction,Baghouse,,"ARP, CSOSG2, MATS"
TX,Oak Grove,6180,2830,1,,2023-01-02,19,1.0,845.0,,847.7,Measured,0.107,Calculated,859.6,Measured,0.109,Calculated,627.6,Measured,0.077,Measured,7896.0,Measured,Coal,Pipeline Natural Gas,Tangentially-fired,Wet Limestone,Low NOx Burner Technology w/ Separated OFA|Ammonia Injection|Selective Catalytic Reduction,Baghouse,,"ARP, CSOSG2, MATS"
TX,Oak Grove,6180,2830,1,,2023-01-02,20,1.0,722.0,,589.9,Measured,0.085,Calculated,759.5,Measured,0.109,Calculated,588.4,Measured,0.083,Measured,6976.6,Measured,Coal,Pipeline Natural Gas,Tangentially-fired,Wet Limestone,Low NOx Burner Technology w/ Separated OFA|Ammonia Injection|Selective Catalytic Reduction,Baghouse,,"ARP, CSOSG2, MATS"
TX,Oak Grove,6180,2830,1,,2023-01-02,21,1.0,797.0,,797.9,Measured,0.102,Calculated,847.6,Measured,0.109,Calculated,627.7,Measured,0.079,Measured,7785.3,Measured,Coal,Pipeline Natural Gas,Tangentially-fired,Wet Limestone,Low NOx Burner Technology w/ Separated OFA|Ammonia Injection|Selective Catalytic Reduction,Baghouse,,"ARP, CSOSG2, MATS"
TX,Oak Grove,6180,2830,1,,2023-01-02,22,1.0,878.0,,999.2,Measured,0.12,Calculated,909.0,Measured,0.109,Calculated,658.9,Measured,0.076,Measured,8349.1,Measured,Coal,Pipeline Natural Gas,Tangentially-fired,Wet Limestone,Low NOx Burner Technology w/ Separated OFA|Ammonia Injection|Selective Catalytic Reduction,Baghouse,,"ARP, CSOSG2, MATS"
TX,Oak Grove,6180,2830,1,,2023-01-02,23,1.0,878.0,,988.7,Measured,0.119,Calculated,901.2,Measured,0.109,Calculated,669.0,Measured,0.079,Measured,8277.8,Measured,Coal,Pipeline Natural Gas,Tangentially-fired,Wet Limestone,Low NOx Burner Technology w/ Separated OFA|Ammonia Injection|Selective Catalytic Reduction,Baghouse,,"ARP, CSOSG2, MATS"
TX,Oak Grove,6180,2830,1,,2023-01-03,0,1.0,780.0,,719.6,Measured,0.097,Calculated,805.3,Measured,0.109,Calculated,557.3,Measured,0.073,Measured,7396.4,Measured,Coal,Pipeline Natural Gas,Tangentially-fired,Wet Limestone,Low NOx Burner Technology w/ Separated OFA|Ammonia Injection|Selective Catalytic Reduction,Baghouse,,"ARP, CSOSG2, MATS"
TX,Oak Grove,6180,2830,1,,2023-01-03,1,1.0,680.0,,445.4,Measured,0.07,Calculated,696.5,Measured,0.109,Calculated,490.3,Measured,0.074,Measured,6397.3,Measured,Coal,Pipeline Natural Gas,Tangentially-fired,Wet Limestone,Low NOx Burner Technology w/ Separated OFA|Ammonia Injection|Selective Catalytic Reduction,Baghouse,,"ARP, CSOSG2, MATS"
TX,Oak Grove,6180,2830,1,,2023-01-03,2,1.0,546.0,,390.2,Measured,0.075,Calculated,565.5,Measured,0.109,Calculated,385.0,Measured,0.072,Measured,5194.1,Measured,Coal,Pipeline Natural Gas,Tangentially-fired,Wet Limestone,Low NOx Burner Technology w/ Separated OFA|Ammonia Injection|Selective Catalytic Reduction,Baghouse,,"ARP, CSOSG2, MATS"
TX,Oak Grove,6180,2830,1,,2023-01-03,3,1.0,433.0,,721.3,Measured,0.171,Calculated,458.9,Measured,0.109,Calculated,331.0,Measured,0.076,Measured,4214.7,Measured,Coal,Pipeline Natural Gas,Tangentially-fired,Wet Limestone,Low NOx Burner Technology w/ Separated OFA|Ammonia Injection|Selective Catalytic Reduction,Baghouse,,"ARP, CSOSG2, MATS"
TX,Oak Grove,6180,2830,1,,2023-01-03,4,1.0,426.0,,923.3,Measured,0.215,Calculated,467.1,Measured,0.109,Calculated,329.8,Measured,0.075,Measured,4290.7,Measured,Coal,Pipeline Natural Gas,Tangentially-fired,Wet Limestone,Low NOx Burner Technology w/ Separated OFA|Ammonia Injection|Selective Catalytic Reduction,Baghouse,,"ARP, CSOSG2, MATS"
TX,Oak Grove,6180,2830,1,,2023-01-03,5,1.0,607.0,,786.1,Measured,0.138,Calculated,622.4,Measured,0.109,Calculated,447.4,Measured,0.076,Measured,5716.8,Measured,Coal,Pipeline Natural Gas,Tangentially-fired,Wet Limestone,Low NOx Burner Technology w/ Separated OFA|Ammonia Injection|Selective Catalytic Reduction,Baghouse,,"ARP, CSOSG2, MATS"
TX,Oak Grove,6180,2830,1,,2023-01-03,6,1.0,848.0,,965.2,Measured,0.119,Calculated,880.4,Measured,0.109,Calculated,622.0,Measured,0.074,Measured,8086.6,Measured,Coal,Pipeline Natural Gas,Tangentially-fired,Wet Limestone,Low NOx Burner Technology w/ Separated OFA|Ammonia Injection|Selective Catalytic Reduction,Baghouse,,"ARP, CSOSG2, MATS"
TX,Oak Grove,6180,2830,1,,2023-01-03,7,1.0,903.0,,1150.4,Measured,0.135,Calculated,924.7,Measured,0.109,Calculated,665.7,Measured,0.076,Measured,8493.6,Measured,Coal,Pipeline Natural Gas,Tangentially-fired,Wet Limestone,Low NOx Burner Technology w/ Separated OFA|Ammonia Injection|Selective Catalytic Reduction,Baghouse,,"ARP, CSOSG2, MATS"
TX,Oak Grove,6180,2830,1,,2023-01-03,8,1.0,904.0,,1180.7,Measured,0.14,Calculated,916.6,Measured,0.109,Calculated,673.8,Measured,0.077,Measured,8419.0,Measured,Coal,Pipeline Natural Gas,Tangentially-fired,Wet Limestone,Low NOx Burner Technology w/ Separated OFA|Ammonia Injection|Selective Catalytic Reduction,Baghouse,,"ARP, CSOSG2, MATS"
TX,Oak Grove,6180,2830,1,,2023-01-03,9,1.0,902.0,,1307.8,Measured,0.155,Calculated,920.9,Measured,0.109,Calculated,665.1,Measured,0.076,Measured,8458.7,Measured,Coal,Pipeline Natural Gas,Tangentially-fired,Wet Limestone,Low NOx Burner Technology w/ Separated OFA|Ammonia Injection|Selective Catalytic Reduction,Baghouse,,"ARP, CSOSG2, MATS"
TX,Oak Grove,6180,2830,1,,2023-01-03,10,1.0,906.0,,1227.9,Measured,0.145,Calculated,922.3,Measured,0.109,Calculated,671.6,Measured,0.077,Measured,8471.4,Measured,Coal,Pipeline Natural Gas,Tangentially-fired,Wet Limestone,Low NOx Burner Technology w/ Separated OFA|Ammonia Injection|Selective Catalytic Reduction,Baghouse,,"ARP, CSOSG2, MATS"
TX,Oak Grove,6180,2830,1,,2023-01-03,11,1.0,907.0,,1219.7,Measured,0.144,Calculated,923.9,Measured,0.109,Calculated,670.9,Measured,0.076,Measured,8485.9,Measured,Coal,Pipeline Natural Gas,Tangentially-fired,Wet Limestone,Low NOx Burner Technology w/ Separated OFA|Ammonia Injection|Selective Catalytic Reduction,Baghouse,,"ARP, CSOSG2, MATS"
TX,Oak Grove,6180,2830,1,,2023-01-03,12,1.0,912.0,,1275.5,Measured,0.15,Calculated,927.2,Measured,0.109,Calculated,693.6,Measured,0.08,Measured,8516.2,Measured,Coal,Pipeline Natural Gas,Tangentially-fired,Wet Limestone,Low NOx Burner Technology w/ Separated OFA|Ammonia Injection|Selective Catalytic Reduction,Baghouse,,"ARP, CSOSG2, MATS"
TX,Oak Grove,6180,2830,1,,2023-01-03,13,1.0,915.0,,1368.6,Measured,0.159,Calculated,934.6,Measured,0.109,Calculated,688.0,Measured,0.079,Measured,8584.2,Measured,Coal,Pipeline Natural Gas,Tangentially-fired,Wet Limestone,Low NOx Burner Technology w/ Separated OFA|Ammonia Injection|Selective Catalytic Reduction,Baghouse,,"ARP, CSOSG2, MATS"
TX,Oak Grove,6180,2830,1,,2023-01-03,14,1.0,915.0,,1443.8,Measured,0.169,Calculated,930.7,Measured,0.109,Calculated,687.9,Measured,0.079,Measured,8548.4,Measured,Coal,Pipeline Natural Gas,Tangentially-fired,Wet Limestone,Low NOx Burner Technology w/ Separated OFA|Ammonia Injection|Selective Catalytic Reduction,Baghouse,,"ARP, CSOSG2, MATS"
TX,Oak Grove,6180,2830,1,,2023-01-03,15,1.0,915.0,,1447.9,Measured,0.168,Calculated,937.2,Measured,0.109,Calculated,691.8,Measured,0.079,Measured,8608.3,Measured,Coal,Pipeline Natural Gas,Tangentially-fired,Wet Limestone,Low NOx Burner Technology w/ Separated OFA|Ammonia Injection|Selective Catalytic Reduction,Baghouse,,"ARP, CSOSG2, MATS"
TX,Oak Grove,6180,2830,1,,2023-01-03,16,1.0,913.0,,1496.0,Measured,0.176,Calculated,927.5,Measured,0.109,Calculated,694.9,Measured,0.08,Measured,8519.0,Measured,Coal,Pipeline Natural Gas,Tangentially-fired,Wet Limestone,Low NOx Burner Technology w/ Separated OFA|Ammonia Injection|Selective Catalytic Reduction,Baghouse,,"ARP, CSOSG2, MATS"
TX,Oak Grove,6180,2830,1,,2023-01-03,17,1.0,915.0,,1542.1,Measured,0.18,Calculated,930.2,Measured,0.109,Calculated,698.8,Measured,0.08,Measured,8544.2,Measured,Coal,Pipeline Natural Gas,Tangentially-fired,Wet Limestone,Low NOx Burner Technology w/ Separated OFA|Ammonia Injection|Selective Catalytic Reduction,Baghouse,,"ARP, CSOSG2, MATS"
TX,Oak Grove,6180,2830,1,,2023-01-03,18,1.0,916.0,,1461.8,Measured,0.17,Calculated,933.9,Measured,0.109,Calculated,705.4,Measured,0.08,Measured,8577.9,Measured,Coal,Pipeline Natural Gas,Tangentially-fired,Wet Limestone,Low NOx Burner Technology w/ Separated OFA|Ammonia Injection|Selective Catalytic Reduction,Baghouse,,"ARP, CSOSG2, MATS"
TX,Oak Grove,6180,2830,1,,2023-01-03,19,1.0,917.0,,1382.0,Measured,0.162,Calculated,929.4,Measured,0.109,Calculated,696.4,Measured,0.08,Measured,8536.9,Measured,Coal,Pipeline Natural Gas,Tangentially-fired,Wet Limestone,Low NOx Burner Technology w/ Separated OFA|Ammonia Injection|Selective Catalytic Reduction,Baghouse,,"ARP, CSOSG2, MATS"
