stateCode,facilityName,facilityId,unit_id,unitId,associatedStacks,date,hour,opTime,grossLoad,steamLoad,so2Mass,so2MassMeasureFlg,so2Rate,so2RateMeasureFlg,co2Mass,co2MassMeasureFlg,co2Rate,co2RateMeasureFlg,noxMass,noxMassMeasureFlg,noxRate,noxRateMeasureFlg,heatInput,heatInputMeasureFlg,primaryFuelInfo,secondaryFuelInfo,unitType,so2ControlInfo,noxControlInfo,pmControlInfo,hgControlInfo,programCodeInfo
AR,Independence,6641,2898,1,,2023-01-01,10,1.0,250.0,,1094.5,Measured,0.358,Calculated,320.4,Measured,0.105,Calculated,730.1,Measured,0.239,Measured,3054.8,Measured,Coal,Residual Oil,Tangentially-fired,,Low NOx Burner Technology w/ Separated OFA,Electrostatic Precipitator,Additives to Enhance PAC and Existing Equipment Performance,"ARP, CSOSG2, MATS"
AR,Independence,6641,2898,1,,2023-01-01,11,1.0,250.0,,1100.8,Measured,0.359,Calculated,321.5,Measured,0.105,Calculated,735.7,Measured,0.24,Measured,3065.5,Measured,Coal,Residual Oil,Tangentially-fired,,Low NOx Burner Technology w/ Separated OFA,Electrostatic Precipitator,Additives to Enhance PAC and Existing Equipment Performance,"ARP, CSOSG2, MATS"
AR,Independence,6641,2898,1,,2023-01-01,12,1.0,250.0,,1091.2,Measured,0.356,Calculated,321.5,Measured,0.105,Calculated,714.3,Measured,0.233,Measured,3065.6,Measured,Coal,Residual Oil,Tangentially-fired,,Low NOx Burner Technology w/ Separated OFA,Electrostatic Precipitator,Additives to Enhance PAC and Existing Equipment Performance,"ARP, CSOSG2, MATS"
AR,Independence,6641,2898,1,,2023-01-01,13,1.0,250.0,,1084.2,Measured,0.352,Calculated,323.4,Measured,0.105,Calculated,712.2,Measured,0.231,Measured,3083.3,Measured,Coal,Residual Oil,Tangentially-fired,,Low NOx Burner Technology w/ Separated OFA,Electrostatic Precipitator,Additives to Enhance PAC and Existing Equipment Performance,"ARP, CSOSG2, MATS"
AR,Independence,6641,2898,1,,2023-01-01,14,1.0,250.0,,1090.2,Measured,0.357,Calculated,319.9,Measured,0.105,Calculated,716.8,Measured,0.235,Measured,3050.4,Measured,Coal,Residual Oil,Tangentially-fired,,Low NOx Burner Technology w/ Separated OFA,Electrostatic Precipitator,Additives to Enhance PAC and Existing Equipment Performance,"ARP, CSOSG2, MATS"
AR,Independence,6641,2898,1,,2023-01-01,15,1.0,250.0,,1086.7,Measured,0.354,Calculated,322.3,Measured,0.105,Calculated,734.5,Measured,0.239,Measured,3073.3,Measured,Coal,Residual Oil,Tangentially-fired,,Low NOx Burner Technology w/ Separated OFA,Electrostatic Precipitator,Additives to Enhance PAC and Existing Equipment Performance,"ARP, CSOSG2, MATS"
AR,Independence,6641,2898,1,,2023-01-01,16,1.0,259.0,,1140.4,Measured,0.359,Calculated,333.3,Measured,0.105,Calculated,829.6,Measured,0.261,Measured,3178.4,Measured,Coal,Residual Oil,Tangentially-fired,,Low NOx Burner Technology w/ Separated OFA,Electrostatic Precipitator,Additives to Enhance PAC and Existing Equipment Performance,"ARP, CSOSG2, MATS"
AR,Independence,6641,2898,1,,2023-01-01,17,1.0,250.0,,1069.6,Measured,0.35,Calculated,320.6,Measured,0.105,Calculated,749.0,Measured,0.245,Measured,3057.1,Measured,Coal,Residual Oil,Tangentially-fired,,Low NOx Burner Technology w/ Separated OFA,Electrostatic Precipitator,Additives to Enhance PAC and Existing Equipment Performance,"ARP, CSOSG2, MATS"
AR,Independence,6641,2898,1,,2023-01-01,18,1.0,251.0,,1083.0,Measured,0.353,Calculated,321.4,Measured,0.105,Calculated,710.9,Measured,0.232,Measured,3064.3,Measured,Coal,Residual Oil,Tangentially-fired,,Low NOx Burner Technology w/ Separated OFA,Electrostatic Precipitator,Additives to Enhance PAC and Existing Equipment Performance,"ARP, CSOSG2, MATS"
AR,Independence,6641,2898,1,,2023-01-01,19,1.0,250.0,,1100.5,Measured,0.361,Calculated,319.8,Measured,0.105,Calculated,692.2,Measured,0.227,Measured,3049.4,Measured,Coal,Residual Oil,Tangentially-fired,,Low NOx Burner Technology w/ Separated OFA,Electrostatic Precipitator,Additives to Enhance PAC and Existing Equipment Performance,"ARP, CSOSG2, MATS"
AR,Independence,6641,2898,1,,2023-01-01,20,1.0,250.0,,1104.6,Measured,0.359,Calculated,322.4,Measured,0.105,Calculated,673.1,Measured,0.219,Measured,3073.7,Measured,Coal,Residual Oil,Tangentially-fired,,Low NOx Burner Technology w/ Separated OFA,Electrostatic Precipitator,Additives to Enhance PAC and Existing Equipment Performance,"ARP, CSOSG2, MATS"
AR,Independence,6641,2898,1,,2023-01-01,21,1.0,250.0,,1107.9,Measured,0.361,Calculated,321.5,Measured,0.105,Calculated,695.9,Measured,0.227,Measured,3065.7,Measured,Coal,Residual Oil,Tangentially-fired,,Low NOx Burner Technology w/ Separated OFA,Electrostatic Precipitator,Additives to Enhance PAC and Existing Equipment Performance,"ARP, CSOSG2, MATS"
AR,Independence,6641,2898,1,,2023-01-01,22,1.0,250.0,,1075.7,Measured,0.354,Calculated,318.6,Measured,0.105,Calculated,665.3,Measured,0.219,Measured,3038.1,Measured,Coal,Residual Oil,Tangentially-fired,,Low NOx Burner Technology w/ Separated OFA,Electrostatic Precipitator,Additives to Enhance PAC and Existing Equipment Performance,"ARP, CSOSG2, MATS"
AR,Independence,6641,2898,1,,2023-01-01,23,1.0,249.0,,1086.2,Measured,0.352,Calculated,323.4,Measured,0.105,Calculated,675.3,Measured,0.219,Measured,3083.5,Measured,Coal,Residual Oil,Tangentially-fired,,Low NOx Burner Technology w/ Separated OFA,Electrostatic Precipitator,Additives to Enhance PAC and Existing Equipment Performance,"ARP, CSOSG2, MATS"
AR,Independence,6641,2898,1,,2023-01-02,0,1.0,250.0,,1172.5,Measured,0.377,Calculated,326.0,Measured,0.105,Calculated,606.1,Measured,0.195,Measured,3108.1,Measured,Coal,Residual Oil,Tangentially-fired,,Low NOx Burner Technology w/ Separated OFA,Electrostatic Precipitator,Additives to Enhance PAC and Existing Equipment Performance,"ARP, CSOSG2, MATS"
AR,Independence,6641,2898,1,,2023-01-02,1,1.0,250.0,,1185.6,Measured,0.391,Calculated,318.3,Measured,0.105,Calculated,652.4,Measured,0.215,Measured,3034.4,Measured,Coal,Residual Oil,Tangentially-fired,,Low NOx Burner Technology w/ Separated OFA,Electrostatic Precipitator,Additives to Enhance PAC and Existing Equipment Performance,"ARP, CSOSG2, MATS"
AR,Independence,6641,2898,1,,2023-01-02,2,1.0,250.0,,1257.6,Measured,0.413,Calculated,319.7,Measured,0.105,Calculated,646.2,Measured,0.212,Measured,3048.3,Measured,Coal,Residual Oil,Tangentially-fired,,Low NOx Burner Technology w/ Separated OFA,Electrostatic Precipitator,Additives to Enhance PAC and Existing Equipment Performance,"ARP, CSOSG2, MATS"
AR,Independence,6641,2898,1,,2023-01-02,3,1.0,250.0,,1301.5,Measured,0.428,Calculated,318.9,Measured,0.105,Calculated,620.3,Measured,0.204,Measured,3040.8,Measured,Coal,Residual Oil,Tangentially-fired,,Low NOx Burner Technology w/ Separated OFA,Electrostatic Precipitator,Additives to Enhance PAC and Existing Equipment Performance,"ARP, CSOSG2, MATS"
AR,Independence,6641,2898,1,,2023-01-02,4,1.0,250.0,,1317.8,Measured,0.435,Calculated,317.9,Measured,0.105,Calculated,627.5,Measured,0.207,Measured,3031.2,Measured,Coal,Residual Oil,Tangentially-fired,,Low NOx Burner Technology w/ Separated OFA,Electrostatic Precipitator,Additives to Enhance PAC and Existing Equipment Performance,"ARP, CSOSG2, MATS"
AR,Independence,6641,2898,1,,2023-01-02,5,1.0,250.0,,1317.5,Measured,0.435,Calculated,317.8,Measured,0.105,Calculated,639.4,Measured,0.211,Measured,3030.4,Measured,Coal,Residual Oil,Tangentially-fired,,Low NOx Burner Technology w/ Separated OFA,Electrostatic Precipitator,Additives to Enhance PAC and Existing Equipment Performance,"ARP, CSOSG2, MATS"
AR,Independence,6641,2898,1,,2023-01-02,6,1.0,250.0,,1308.2,Measured,0.43,Calculated,318.8,Measured,0.105,Calculated,623.1,Measured,0.205,Measured,3039.5,Measured,Coal,Residual Oil,Tangentially-fired,,Low NOx Burner Technology w/ Separated OFA,Electrostatic Precipitator,Additives to Enhance PAC and Existing Equipment Performance,"ARP, CSOSG2, MATS"
AR,Independence,6641,2898,1,,2023-01-02,7,1.0,250.0,,1310.6,Measured,0.431,Calculated,319.1,Measured,0.105,Calculated,629.8,Measured,0.207,Measured,3042.3,Measured,Coal,Residual Oil,Tangentially-fired,,Low NOx Burner Technology w/ Separated OFA,Electrostatic Precipitator,Additives to Enhance PAC and Existing Equipment Performance,"ARP, CSOSG2, MATS"
AR,Independence,6641,2898,1,,2023-01-02,8,1.0,250.0,,1297.8,Measured,0.427,Calculated,318.9,Measured,0.105,Calculated,632.4,Measured,0.208,Measured,3040.5,Measured,Coal,Residual Oil,Tangentially-fired,,Low NOx Burner Technology w/ Separated OFA,Electrostatic Precipitator,Additives to Enhance PAC and Existing Equipment Performance,"ARP, CSOSG2, MATS"
AR,Independence,6641,2898,1,,2023-01-02,9,1.0,251.0,,1310.3,Measured,0.43,Calculated,319.3,Measured,0.105,Calculated,648.4,Measured,0.213,Measured,3044.3,Measured,Coal,Residual Oil,Tangentially-fired,,Low NOx Burner Technology w/ Separated OFA,Electrostatic Precipitator,Additives to Enhance PAC and Existing Equipment Performance,"ARP, CSOSG2, MATS"
AR,Independence,6641,2898,1,,2023-01-02,10,1.0,253.0,,1321.7,Measured,0.434,Calculated,319.7,Measured,0.105,Calculated,646.3,Measured,0.212,Measured,3048.4,Measured,Coal,Residual Oil,Tangentially-fired,,Low NOx Burner Technology w/ Separated OFA,Electrostatic Precipitator,Additives to Enhance PAC and Existing Equipment Performance,"ARP, CSOSG2, MATS"
AR,Independence,6641,2898,1,,2023-01-02,11,1.0,271.0,,1431.1,Measured,0.441,Calculated,340.1,Measured,0.105,Calculated,658.2,Measured,0.203,Measured,3242.4,Measured,Coal,Residual Oil,Tangentially-fired,,Low NOx Burner Technology w/ Separated OFA,Electrostatic Precipitator,Additives to Enhance PAC and Existing Equipment Performance,"ARP, CSOSG2, MATS"
AR,Independence,6641,2898,1,,2023-01-02,12,1.0,250.0,,1313.4,Measured,0.434,Calculated,317.4,Measured,0.105,Calculated,708.2,Measured,0.234,Measured,3026.6,Measured,Coal,Residual Oil,Tangentially-fired,,Low NOx Burner Technology w/ Separated OFA,Electrostatic Precipitator,Additives to Enhance PAC and Existing Equipment Performance,"ARP, CSOSG2, MATS"
AR,Independence,6641,2898,1,,2023-01-02,13,1.0,250.0,,1320.2,Measured,0.435,Calculated,318.5,Measured,0.105,Calculated,646.8,Measured,0.213,Measured,3036.6,Measured,Coal,Residual Oil,Tangentially-fired,,Low NOx Burner Technology w/ Separated OFA,Electrostatic Precipitator,Additives to Enhance PAC and Existing Equipment Performance,"ARP, CSOSG2, MATS"
AR,Independence,6641,2898,1,,2023-01-02,14,1.0,250.0,,1332.7,Measured,0.436,Calculated,320.6,Measured,0.105,Calculated,620.6,Measured,0.203,Measured,3057.0,Measured,Coal,Residual Oil,Tangentially-fired,,Low NOx Burner Technology w/ Separated OFA,Electrostatic Precipitator,Additives to Enhance PAC and Existing Equipment Performance,"ARP, CSOSG2, MATS"
AR,Independence,6641,2898,1,,2023-01-02,15,1.0,250.0,,1336.1,Measured,0.438,Calculated,320.3,Measured,0.105,Calculated,619.9,Measured,0.203,Measured,3053.6,Measured,Coal,Residual Oil,Tangentially-fired,,Low NOx Burner Technology w/ Separated OFA,Electrostatic Precipitator,Additives to Enhance PAC and Existing Equipment Performance,"ARP, CSOSG2, MATS"
AR,Independence,6641,2898,1,,2023-01-02,16,1.0,250.0,,1323.9,Measured,0.435,Calculated,319.4,Measured,0.105,Calculated,630.3,Measured,0.207,Measured,3045.1,Measured,Coal,Residual Oil,Tangentially-fired,,Low NOx Burner Technology w/ Separated OFA,Electrostatic Precipitator,Additives to Enhance PAC and Existing Equipment Performance,"ARP, CSOSG2, MATS"
AR,Independence,6641,2898,1,,2023-01-02,17,1.0,250.0,,1328.6,Measured,0.441,Calculated,315.8,Measured,0.105,Calculated,605.2,Measured,0.201,Measured,3010.8,Measured,Coal,Residual Oil,Tangentially-fired,,Low NOx Burner Technology w/ Separated OFA,Electrostatic Precipitator,Additives to Enhance PAC and Existing Equipment Performance,"ARP, CSOSG2, MATS"
AR,Independence,6641,2898,1,,2023-01-02,18,1.0,252.0,,1337.4,Measured,0.441,Calculated,318.0,Measured,0.105,Calculated,624.6,Measured,0.206,Measured,3031.9,Measured,Coal,Residual Oil,Tangentially-fired,,Low NOx Burner Technology w/ Separated OFA,Electrostatic Precipitator,Additives to Enhance PAC and Existing Equipment Performance,"ARP, CSOSG2, MATS"
AR,Independence,6641,2898,1,,2023-01-02,19,1.0,250.0,,1323.3,Measured,0.438,Calculated,317.2,Measured,0.105,Calculated,656.3,Measured,0.217,Measured,3024.5,Measured,Coal,Residual Oil,Tangentially-fired,,Low NOx Burner Technology w/ Separated OFA,Electrostatic Precipitator,Additives to Enhance PAC and Existing Equipment Performance,"ARP, CSOSG2, MATS"
AR,Independence,6641,2898,1,,2023-01-02,20,1.0,250.0,,1329.1,Measured,0.439,Calculated,317.7,Measured,0.105,Calculated,596.8,Measured,0.197,Measured,3029.6,Measured,Coal,Residual Oil,Tangentially-fired,,Low NOx Burner Technology w/ Separated OFA,Electrostatic Precipitator,Additives to Enhance PAC and Existing Equipment Performance,"ARP, CSOSG2, MATS"
AR,Independence,6641,2898,1,,2023-01-02,21,1.0,250.0,,1329.8,Measured,0.44,Calculated,317.3,Measured,0.105,Calculated,590.0,Measured,0.195,Measured,3025.6,Measured,Coal,Residual Oil,Tangentially-fired,,Low NOx Burner Technology w/ Separated OFA,Electrostatic Precipitator,Additives to Enhance PAC and Existing Equipment Performance,"ARP, CSOSG2, MATS"
AR,Independence,6641,2898,1,,2023-01-02,22,1.0,250.0,,1340.9,Measured,0.439,Calculated,320.3,Measured,0.105,Calculated,595.5,Measured,0.195,Measured,3053.7,Measured,Coal,Residual Oil,Tangentially-fired,,Low NOx Burner Technology w/ Separated OFA,Electrostatic Precipitator,Additives to Enhance PAC and Existing Equipment Performance,"ARP, CSOSG2, MATS"
AR,Independence,6641,2898,1,,2023-01-02,23,1.0,250.0,,1342.0,Measured,0.443,Calculated,317.8,Measured,0.105,Calculated,587.8,Measured,0.194,Measured,3030.0,Measured,Coal,Residual Oil,Tangentially-fired,,Low NOx Burner Technology w/ Separated OFA,Electrostatic Precipitator,Additives to Enhance PAC and Existing Equipment Performance,"ARP, CSOSG2, MATS"
AR,Independence,6641,2898,1,,2023-01-03,0,1.0,250.0,,1344.9,Measured,0.444,Calculated,317.6,Measured,0.105,Calculated,626.9,Measured,0.207,Measured,3028.4,Measured,Coal,Residual Oil,Tangentially-fired,,Low NOx Burner Technology w/ Separated OFA,Electrostatic Precipitator,Additives to Enhance PAC and Existing Equipment Performance,"ARP, CSOSG2, MATS"
AR,Independence,6641,2898,1,,2023-01-03,1,1.0,250.0,,1321.6,Measured,0.438,Calculated,316.7,Measured,0.105,Calculated,640.2,Measured,0.212,Measured,3019.8,Measured,Coal,Residual Oil,Tangentially-fired,,Low NOx Burner Technology w/ Separated OFA,Electrostatic Precipitator,Additives to Enhance PAC and Existing Equipment Performance,"ARP, CSOSG2, MATS"
AR,Independence,6641,2898,1,,2023-01-03,2,1.0,250.0,,1313.2,Measured,0.433,Calculated,317.9,Measured,0.105,Calculated,603.2,Measured,0.199,Measured,3031.0,Measured,Coal,Residual Oil,Tangentially-fired,,Low NOx Burner Technology w/ Separated OFA,Electrostatic Precipitator,Additives to Enhance PAC and Existing Equipment Performance,"ARP, CSOSG2, MATS"
AR,Independence,6641,2898,1,,2023-01-03,3,1.0,250.0,,1278.3,Measured,0.425,Calculated,315.6,Measured,0.105,Calculated,598.8,Measured,0.199,Measured,3009.2,Measured,Coal,Residual Oil,Tangentially-fired,,Low NOx Burner Technology w/ Separated OFA,Electrostatic Precipitator,Additives to Enhance PAC and Existing Equipment Performance,"ARP, CSOSG2, MATS"
AR,Independence,6641,2898,1,,2023-01-03,4,1.0,250.0,,1273.9,Measured,0.424,Calculated,315.1,Measured,0.105,Calculated,570.9,Measured,0.19,Measured,3004.6,Measured,Coal,Residual Oil,Tangentially-fired,,Low NOx Burner Technology w/ Separated OFA,Electrostatic Precipitator,Additives to Enhance PAC and Existing Equipment Performance,"ARP, CSOSG2, MATS"
AR,Independence,6641,2898,1,,2023-01-03,5,1.0,250.0,,1274.6,Measured,0.426,Calculated,313.5,Measured,0.105,Calculated,588.9,Measured,0.197,Measured,2989.2,Measured,Coal,Residual Oil,Tangentially-fired,,Low NOx Burner Technology w/ Separated OFA,Electrostatic Precipitator,Additives to Enhance PAC and Existing Equipment Performance,"ARP, CSOSG2, MATS"
AR,Independence,6641,2898,1,,2023-01-03,6,1.0,250.0,,1288.3,Measured,0.428,Calculated,315.4,Measured,0.105,Calculated,592.4,Measured,0.197,Measured,3007.2,Measured,Coal,Residual Oil,Tangentially-fired,,Low NOx Burner Technology w/ Separated OFA,Electrostatic Precipitator,Additives to Enhance PAC and Existing Equipment Performance,"ARP, CSOSG2, MATS"
AR,Independence,6641,2898,1,,2023-01-03,7,1.0,250.0,,1282.7,Measured,0.426,Calculated,316.1,Measured,0.105,Calculated,611.8,Measured,0.203,Measured,3013.9,Measured,Coal,Residual Oil,Tangentially-fired,,Low NOx Burner Technology w/ Separated OFA,Electrostatic Precipitator,Additives to Enhance PAC and Existing Equipment Performance,"ARP, CSOSG2, MATS"
AR,Independence,6641,2898,1,,2023-01-03,8,1.0,255.0,,1283.5,Measured,0.415,Calculated,324.1,Measured,0.105,Calculated,608.8,Measured,0.197,Measured,3090.4,Measured,Coal,Residual Oil,Tangentially-fired,,Low NOx Burner Technology w/ Separated OFA,Electrostatic Precipitator,Additives to Enhance PAC and Existing Equipment Performance,"ARP, CSOSG2, MATS"
AR,Independence,6641,2898,1,,2023-01-03,9,1.0,250.0,,1228.3,Measured,0.406,Calculated,317.0,Measured,0.105,Calculated,659.0,Measured,0.218,Measured,3022.9,Measured,Coal,Residual Oil,Tangentially-fired,,Low NOx Burner Technology w/ Separated OFA,Electrostatic Precipitator,Additives to Enhance PAC and Existing Equipment Performance,"ARP, CSOSG2, MATS"
AR,Independence,6641,2898,1,,2023-01-03,10,1.0,250.0,,1230.9,Measured,0.407,Calculated,317.4,Measured,0.105,Calculated,617.4,Measured,0.204,Measured,3026.5,Measured,Coal,Residual Oil,Tangentially-fired,,Low NOx Burner Technology w/ Separated OFA,Electrostatic Precipitator,Additives to Enhance PAC and Existing Equipment Performance,"ARP, CSOSG2, MATS"
AR,Independence,6641,2898,1,,2023-01-03,11,1.0,250.0,,1222.4,Measured,0.405,Calculated,316.5,Measured,0.105,Calculated,588.4,Measured,0.195,Measured,3017.5,Measured,Coal,Residual Oil,Tangentially-fired,,Low NOx Burner Technology w/ Separated OFA,Electrostatic Precipitator,Additives to Enhance PAC and Existing Equipment Performance,"ARP, CSOSG2, MATS"
AR,Independence,6641,2898,1,,2023-01-03,12,1.0,256.0,,1243.0,Measured,0.403,Calculated,323.8,Measured,0.105,Calculated,608.2,Measured,0.197,Measured,3087.3,Measured,Coal,Residual Oil,Tangentially-fired,,Low NOx Burner Technology w/ Separated OFA,Electrostatic Precipitator,Additives to Enhance PAC and Existing Equipment Performance,"ARP, CSOSG2, MATS"
AR,Independence,6641,2898,1,,2023-01-03,13,1.0,259.0,,1220.0,Measured,0.396,Calculated,323.5,Measured,0.105,Calculated,660.1,Measured,0.214,Measured,3084.7,Measured,Coal,Residual Oil,Tangentially-fired,,Low NOx Burner Technology w/ Separated OFA,Electrostatic Precipitator,Additives to Enhance PAC and Existing Equipment Performance,"ARP, CSOSG2, MATS"
AR,Independence,6641,2898,1,,2023-01-03,14,1.0,250.0,,1172.1,Measured,0.39,Calculated,315.3,Measured,0.105,Calculated,652.3,Measured,0.217,Measured,3006.0,Measured,Coal,Residual Oil,Tangentially-fired,,Low NOx Burner Technology w/ Separated OFA,Electrostatic Precipitator,Additives to Enhance PAC and Existing Equipment Performance,"ARP, CSOSG2, MATS"
AR,Independence,6641,2898,1,,2023-01-03,15,1.0,253.0,,1222.6,Measured,0.399,Calculated,321.0,Measured,0.105,Calculated,661.1,Measured,0.216,Measured,3060.7,Measured,Coal,Residual Oil,Tangentially-fired,,Low NOx Burner Technology w/ Separated OFA,Electrostatic Precipitator,Additives to Enhance PAC and Existing Equipment Performance,"ARP, CSOSG2, MATS"
AR,Independence,6641,2898,1,,2023-01-03,16,1.0,276.0,,1333.6,Measured,0.413,Calculated,338.7,Measured,0.105,Calculated,749.3,Measured,0.232,Measured,3229.6,Measured,Coal,Residual Oil,Tangentially-fired,,Low NOx Burner Technology w/ Separated OFA,Electrostatic Precipitator,Additives to Enhance PAC and Existing Equipment Performance,"ARP, CSOSG2, MATS"
AR,Independence,6641,2898,1,,2023-01-03,17,1.0,344.0,,1769.3,Measured,0.455,Calculated,408.1,Measured,0.105,Calculated,661.5,Measured,0.17,Measured,3890.9,Measured,Coal,Residual Oil,Tangentially-fired,,Low NOx Burner Technology w/ Separated OFA,Electrostatic Precipitator,Additives to Enhance PAC and Existing Equipment Performance,"ARP, CSOSG2, MATS"
AR,Independence,6641,2898,1,,2023-01-03,18,1.0,260.0,,1259.9,Measured,0.409,Calculated,322.7,Measured,0.105,Calculated,775.5,Measured,0.252,Measured,3077.2,Measured,Coal,Residual Oil,Tangentially-fired,,Low NOx Burner Technology w/ Separated OFA,Electrostatic Precipitator,Additives to Enhance PAC and Existing Equipment Performance,"ARP, CSOSG2, MATS"
AR,Independence,6641,2898,1,,2023-01-03,19,1.0,250.0,,1182.8,Measured,0.399,Calculated,310.5,Measured,0.105,Calculated,737.2,Measured,0.249,Measured,2960.8,Measured,Coal,Residual Oil,Tangentially-fired,,Low NOx Burner Technology w/ Separated OFA,Electrostatic Precipitator,Additives to Enhance PAC and Existing Equipment Performance,"ARP, CSOSG2, MATS"
AR,Independence,6641,2898,1,,2023-01-03,20,1.0,250.0,,1168.7,Measured,0.389,Calculated,315.1,Measured,0.105,Calculated,685.0,Measured,0.228,Measured,3004.2,Measured,Coal,Residual Oil,Tangentially-fired,,Low NOx Burner Technology w/ Separated OFA,Electrostatic Precipitator,Additives to Enhance PAC and Existing Equipment Performance,"ARP, CSOSG2, MATS"
AR,Independence,6641,2898,1,,2023-01-03,21,1.0,250.0,,1130.4,Measured,0.371,Calculated,319.3,Measured,0.105,Calculated,691.1,Measured,0.227,Measured,3044.6,Measured,Coal,Residual Oil,Tangentially-fired,,Low NOx Burner Technology w/ Separated OFA,Electrostatic Precipitator,Additives to Enhance PAC and Existing Equipment Performance,"ARP, CSOSG2, MATS"
AR,Independence,6641,2898,1,,2023-01-03,22,1.0,250.0,,1105.6,Measured,0.368,Calculated,315.3,Measured,0.105,Calculated,685.5,Measured,0.228,Measured,3006.5,Measured,Coal,Residual Oil,Tangentially-fired,,Low NOx Burner Technology w/ Separated OFA,Electrostatic Precipitator,Additives to Enhance PAC and Existing Equipment Performance,"ARP, CSOSG2, MATS"
