stateCode,facilityName,facilityId,unit_id,unitId,associatedStacks,date,hour,opTime,grossLoad,steamLoad,so2Mass,so2MassMeasureFlg,so2Rate,so2RateMeasureFlg,co2Mass,co2MassMeasureFlg,co2Rate,co2RateMeasureFlg,noxMass,noxMassMeasureFlg,noxRate,noxRateMeasureFlg,heatInput,heatInputMeasureFlg,primaryFuelInfo,secondaryFuelInfo,unitType,so2ControlInfo,noxControlInfo,pmControlInfo,hgControlInfo,programCodeInfo
TN,Allen,3393,91027,ACC1,,2026-01-01,0,1.0,405.0,,1.516,MEASURE,0.001,CALC,150.1,MEASURE,0.059,CALC,22.7,MEASURE,0.009,MEASURE,2526.2,MEASURE,Pipeline Natural Gas,,Combined cycle,,Dry Low NOx Burners|Selective Catalytic Reduction,,,"ARP, CSNOX, CSOSG2, CSSO2G1, NSPS4T"
TN,Allen,3393,91027,ACC1,,2026-01-01,1,1.0,416.0,,1.554,MEASURE,0.001,CALC,153.9,MEASURE,0.059,CALC,23.3,MEASURE,0.009,MEASURE,2589.1,MEASURE,Pipeline Natural Gas,,Combined cycle,,Dry Low NOx Burners|Selective Catalytic Reduction,,,"ARP, CSNOX, CSOSG2, CSSO2G1, NSPS4T"
TN,Allen,3393,91027,ACC1,,2026-01-01,2,1.0,436.0,,1.626,MEASURE,0.001,CALC,161.1,MEASURE,0.059,CALC,21.7,MEASURE,0.008,MEASURE,2710.6,MEASURE,Pipeline Natural Gas,,Combined cycle,,Dry Low NOx Burners|Selective Catalytic Reduction,,,"ARP, CSNOX, CSOSG2, CSSO2G1, NSPS4T"
TN,Allen,3393,91027,ACC1,,2026-01-01,3,1.0,408.0,,1.528,MEASURE,0.001,CALC,151.4,MEASURE,0.059,CALC,20.4,MEASURE,0.008,MEASURE,2546.8,MEASURE,Pipeline Natural Gas,,Combined cycle,,Dry Low NOx Burners|Selective Catalytic Reduction,,,"ARP, CSNOX, CSOSG2, CSSO2G1, NSPS4T"
TN,Allen,3393,91027,ACC1,,2026-01-01,4,1.0,385.0,,1.456,MEASURE,0.001,CALC,144.2,MEASURE,0.059,CALC,21.8,MEASURE,0.009,MEASURE,2426.2,MEASURE,Pipeline Natural Gas,,Combined cycle,,Dry Low NOx Burners|Selective Catalytic Reduction,,,"ARP, CSNOX, CSOSG2, CSSO2G1, NSPS4T"
TN,Allen,3393,91027,ACC1,,2026-01-01,5,1.0,420.0,,1.584,MEASURE,0.001,CALC,156.9,MEASURE,0.059,CALC,21.1,MEASURE,0.008,MEASURE,2640.4,MEASURE,Pipeline Natural Gas,,Combined cycle,,Dry Low NOx Burners|Selective Catalytic Reduction,,,"ARP, CSNOX, CSOSG2, CSSO2G1, NSPS4T"
TN,Allen,3393,91027,ACC1,,2026-01-01,6,1.0,497.0,,1.851,MEASURE,0.001,CALC,183.3,MEASURE,0.059,CALC,27.8,MEASURE,0.009,MEASURE,3085.0,MEASURE,Pipeline Natural Gas,,Combined cycle,,Dry Low NOx Burners|Selective Catalytic Reduction,,,"ARP, CSNOX, CSOSG2, CSSO2G1, NSPS4T"
TN,Allen,3393,91027,ACC1,,2026-01-01,7,1.0,503.0,,1.87,MEASURE,0.001,CALC,185.2,MEASURE,0.059,CALC,24.9,MEASURE,0.008,MEASURE,3116.0,MEASURE,Pipeline Natural Gas,,Combined cycle,,Dry Low NOx Burners|Selective Catalytic Reduction,,,"ARP, CSNOX, CSOSG2, CSSO2G1, NSPS4T"
TN,Allen,3393,91027,ACC1,,2026-01-01,8,1.0,507.0,,1.874,MEASURE,0.001,CALC,185.6,MEASURE,0.059,CALC,28.1,MEASURE,0.009,MEASURE,3123.9,MEASURE,Pipeline Natural Gas,,Combined cycle,,Dry Low NOx Burners|Selective Catalytic Reduction,,,"ARP, CSNOX, CSOSG2, CSSO2G1, NSPS4T"
TN,Allen,3393,91027,ACC1,,2026-01-01,9,1.0,505.0,,1.862,MEASURE,0.001,CALC,184.4,MEASURE,0.059,CALC,27.9,MEASURE,0.009,MEASURE,3103.5,MEASURE,Pipeline Natural Gas,,Combined cycle,,Dry Low NOx Burners|Selective Catalytic Reduction,,,"ARP, CSNOX, CSOSG2, CSSO2G1, NSPS4T"
