stateCode,facilityName,facilityId,unit_id,unitId,associatedStacks,date,hour,opTime,grossLoad,steamLoad,so2Mass,so2MassMeasureFlg,so2Rate,so2RateMeasureFlg,co2Mass,co2MassMeasureFlg,co2Rate,co2RateMeasureFlg,noxMass,noxMassMeasureFlg,noxRate,noxRateMeasureFlg,heatInput,heatInputMeasureFlg,primaryFuelInfo,secondaryFuelInfo,unitType,so2ControlInfo,noxControlInfo,pmControlInfo,hgControlInfo,programCodeInfo
TN,Allen,3393,91027,ACC1,,2024-01-01,0,1.0,407.0,,1.535,Measured,0.001,Calculated,152.0,Measured,0.059,Calculated,20.5,Measured,0.008,Measured,2558.0,Measured,Pipeline Natural Gas,,Combined cycle,,Dry Low NOx Burners|Selective Catalytic Reduction,,,"ARP, CSNOX, CSOSG2, CSSO2G1, NSPS4T"
TN,Allen,3393,91027,ACC1,,2024-01-01,1,1.0,361.0,,1.385,Measured,0.001,Calculated,137.2,Measured,0.059,Calculated,18.5,Measured,0.008,Measured,2309.0,Measured,Pipeline Natural Gas,,Combined cycle,,Dry Low NOx Burners|Selective Catalytic Reduction,,,"ARP, CSNOX, CSOSG2, CSSO2G1, NSPS4T"
TN,Allen,3393,91027,ACC1,,2024-01-01,2,1.0,412.0,,1.559,Measured,0.001,Calculated,154.4,Measured,0.059,Calculated,20.8,Measured,0.008,Measured,2598.0,Measured,Pipeline Natural Gas,,Combined cycle,,Dry Low NOx Burners|Selective Catalytic Reduction,,,"ARP, CSNOX, CSOSG2, CSSO2G1, NSPS4T"
TN,Allen,3393,91027,ACC1,,2024-01-01,3,1.0,428.0,,1.609,Measured,0.001,Calculated,159.3,Measured,0.059,Calculated,21.4,Measured,0.008,Measured,2681.1,Measured,Pipeline Natural Gas,,Combined cycle,,Dry Low NOx Burners|Selective Catalytic Reduction,,,"ARP, CSNOX, CSOSG2, CSSO2G1, NSPS4T"
TN,Allen,3393,91027,ACC1,,2024-01-01,4,1.0,420.0,,1.591,Measured,0.001,Calculated,157.6,Measured,0.059,Calculated,21.2,Measured,0.008,Measured,2651.3,Measured,Pipeline Natural Gas,,Combined cycle,,Dry Low NOx Burners|Selective Catalytic Reduction,,,"ARP, CSNOX, CSOSG2, CSSO2G1, NSPS4T"
TN,Allen,3393,91027,ACC1,,2024-01-01,5,1.0,470.0,,1.76,Measured,0.001,Calculated,174.3,Measured,0.059,Calculated,23.5,Measured,0.008,Measured,2932.8,Measured,Pipeline Natural Gas,,Combined cycle,,Dry Low NOx Burners|Selective Catalytic Reduction,,,"ARP, CSNOX, CSOSG2, CSSO2G1, NSPS4T"
TN,Allen,3393,91027,ACC1,,2024-01-01,6,1.0,486.0,,1.819,Measured,0.001,Calculated,180.1,Measured,0.059,Calculated,27.3,Measured,0.009,Measured,3030.8,Measured,Pipeline Natural Gas,,Combined cycle,,Dry Low NOx Burners|Selective Catalytic Reduction,,,"ARP, CSNOX, CSOSG2, CSSO2G1, NSPS4T"
TN,Allen,3393,91027,ACC1,,2024-01-01,7,1.0,490.0,,1.833,Measured,0.001,Calculated,181.5,Measured,0.059,Calculated,24.4,Measured,0.008,Measured,3054.9,Measured,Pipeline Natural Gas,,Combined cycle,,Dry Low NOx Burners|Selective Catalytic Reduction,,,"ARP, CSNOX, CSOSG2, CSSO2G1, NSPS4T"
TN,Allen,3393,91027,ACC1,,2024-01-01,8,1.0,491.0,,1.831,Measured,0.001,Calculated,181.3,Measured,0.059,Calculated,24.4,Measured,0.008,Measured,3051.0,Measured,Pipeline Natural Gas,,Combined cycle,,Dry Low NOx Burners|Selective Catalytic Reduction,,,"ARP, CSNOX, CSOSG2, CSSO2G1, NSPS4T"
TN,Allen,3393,91027,ACC1,,2024-01-01,9,1.0,492.0,,1.833,Measured,0.001,Calculated,181.5,Measured,0.059,Calculated,24.4,Measured,0.008,Measured,3054.7,Measured,Pipeline Natural Gas,,Combined cycle,,Dry Low NOx Burners|Selective Catalytic Reduction,,,"ARP, CSNOX, CSOSG2, CSSO2G1, NSPS4T"
