stateCode,facilityName,facilityId,unit_id,unitId,associatedStacks,date,hour,opTime,grossLoad,steamLoad,so2Mass,so2MassMeasureFlg,so2Rate,so2RateMeasureFlg,co2Mass,co2MassMeasureFlg,co2Rate,co2RateMeasureFlg,noxMass,noxMassMeasureFlg,noxRate,noxRateMeasureFlg,heatInput,heatInputMeasureFlg,primaryFuelInfo,secondaryFuelInfo,unitType,so2ControlInfo,noxControlInfo,pmControlInfo,hgControlInfo,programCodeInfo
TX,Limestone,298,176,LIM1,,2023-01-02,10,1.0,323.0,,505.9,Measured,0.14,Calculated,378.7,Measured,0.105,Calculated,696.9,Measured,0.193,Measured,3610.9,Measured,Coal,,Tangentially-fired,Wet Limestone,Overfire Air,Electrostatic Precipitator,Halogenated PAC Sorbent Injection,"ARP, CSOSG2, MATS, TXSO2"
TX,Limestone,298,176,LIM1,,2023-01-02,11,1.0,406.0,,699.7,Measured,0.154,Calculated,476.6,Measured,0.105,Calculated,645.3,Measured,0.142,Measured,4544.4,Measured,Coal,,Tangentially-fired,Wet Limestone,Overfire Air,Electrostatic Precipitator,Halogenated PAC Sorbent Injection,"ARP, CSOSG2, MATS, TXSO2"
TX,Limestone,298,176,LIM1,,2023-01-02,12,1.0,404.0,,687.0,Measured,0.154,Calculated,467.9,Measured,0.105,Calculated,669.3,Measured,0.15,Measured,4461.7,Measured,Coal,,Tangentially-fired,Wet Limestone,Overfire Air,Electrostatic Precipitator,Halogenated PAC Sorbent Injection,"ARP, CSOSG2, MATS, TXSO2"
TX,Limestone,298,176,LIM1,,2023-01-02,13,1.0,405.0,,717.2,Measured,0.163,Calculated,460.5,Measured,0.105,Calculated,702.5,Measured,0.16,Measured,4390.9,Measured,Coal,,Tangentially-fired,Wet Limestone,Overfire Air,Electrostatic Precipitator,Halogenated PAC Sorbent Injection,"ARP, CSOSG2, MATS, TXSO2"
TX,Limestone,298,176,LIM1,,2023-01-02,14,1.0,406.0,,726.9,Measured,0.163,Calculated,467.2,Measured,0.105,Calculated,663.8,Measured,0.149,Measured,4454.8,Measured,Coal,,Tangentially-fired,Wet Limestone,Overfire Air,Electrostatic Precipitator,Halogenated PAC Sorbent Injection,"ARP, CSOSG2, MATS, TXSO2"
TX,Limestone,298,176,LIM1,,2023-01-02,15,1.0,406.0,,765.4,Measured,0.171,Calculated,469.1,Measured,0.105,Calculated,657.5,Measured,0.147,Measured,4472.5,Measured,Coal,,Tangentially-fired,Wet Limestone,Overfire Air,Electrostatic Precipitator,Halogenated PAC Sorbent Injection,"ARP, CSOSG2, MATS, TXSO2"
TX,Limestone,298,176,LIM1,,2023-01-02,16,1.0,407.0,,763.4,Measured,0.171,Calculated,469.0,Measured,0.105,Calculated,715.5,Measured,0.16,Measured,4471.9,Measured,Coal,,Tangentially-fired,Wet Limestone,Overfire Air,Electrostatic Precipitator,Halogenated PAC Sorbent Injection,"ARP, CSOSG2, MATS, TXSO2"
TX,Limestone,298,176,LIM1,,2023-01-02,17,1.0,405.0,,786.0,Measured,0.182,Calculated,453.0,Measured,0.105,Calculated,747.2,Measured,0.173,Measured,4319.3,Measured,Coal,,Tangentially-fired,Wet Limestone,Overfire Air,Electrostatic Precipitator,Halogenated PAC Sorbent Injection,"ARP, CSOSG2, MATS, TXSO2"
TX,Limestone,298,176,LIM1,,2023-01-02,18,1.0,405.0,,826.0,Measured,0.188,Calculated,459.9,Measured,0.105,Calculated,745.5,Measured,0.17,Measured,4385.5,Measured,Coal,,Tangentially-fired,Wet Limestone,Overfire Air,Electrostatic Precipitator,Halogenated PAC Sorbent Injection,"ARP, CSOSG2, MATS, TXSO2"
TX,Limestone,298,176,LIM1,,2023-01-02,19,1.0,407.0,,815.1,Measured,0.182,Calculated,468.6,Measured,0.105,Calculated,746.2,Measured,0.167,Measured,4468.3,Measured,Coal,,Tangentially-fired,Wet Limestone,Overfire Air,Electrostatic Precipitator,Halogenated PAC Sorbent Injection,"ARP, CSOSG2, MATS, TXSO2"
TX,Limestone,298,176,LIM1,,2023-01-02,20,1.0,407.0,,789.6,Measured,0.181,Calculated,457.2,Measured,0.105,Calculated,776.0,Measured,0.178,Measured,4359.6,Measured,Coal,,Tangentially-fired,Wet Limestone,Overfire Air,Electrostatic Precipitator,Halogenated PAC Sorbent Injection,"ARP, CSOSG2, MATS, TXSO2"
TX,Limestone,298,176,LIM1,,2023-01-02,21,1.0,408.0,,837.3,Measured,0.193,Calculated,455.6,Measured,0.105,Calculated,786.3,Measured,0.181,Measured,4344.3,Measured,Coal,,Tangentially-fired,Wet Limestone,Overfire Air,Electrostatic Precipitator,Halogenated PAC Sorbent Injection,"ARP, CSOSG2, MATS, TXSO2"
TX,Limestone,298,176,LIM1,,2023-01-02,22,1.0,388.0,,799.2,Measured,0.196,Calculated,427.0,Measured,0.105,Calculated,741.0,Measured,0.182,Measured,4071.6,Measured,Coal,,Tangentially-fired,Wet Limestone,Overfire Air,Electrostatic Precipitator,Halogenated PAC Sorbent Injection,"ARP, CSOSG2, MATS, TXSO2"
TX,Limestone,298,176,LIM1,,2023-01-02,23,1.0,306.0,,576.8,Measured,0.175,Calculated,345.7,Measured,0.105,Calculated,791.1,Measured,0.24,Measured,3296.1,Measured,Coal,,Tangentially-fired,Wet Limestone,Overfire Air,Electrostatic Precipitator,Halogenated PAC Sorbent Injection,"ARP, CSOSG2, MATS, TXSO2"
TX,Limestone,298,176,LIM1,,2023-01-03,0,1.0,302.0,,556.2,Measured,0.168,Calculated,346.7,Measured,0.105,Calculated,823.1,Measured,0.249,Measured,3305.7,Measured,Coal,,Tangentially-fired,Wet Limestone,Overfire Air,Electrostatic Precipitator,Halogenated PAC Sorbent Injection,"ARP, CSOSG2, MATS, TXSO2"
TX,Limestone,298,176,LIM1,,2023-01-03,1,1.0,300.0,,561.2,Measured,0.17,Calculated,345.6,Measured,0.105,Calculated,833.7,Measured,0.253,Measured,3295.1,Measured,Coal,,Tangentially-fired,Wet Limestone,Overfire Air,Electrostatic Precipitator,Halogenated PAC Sorbent Injection,"ARP, CSOSG2, MATS, TXSO2"
TX,Limestone,298,176,LIM1,,2023-01-03,2,1.0,302.0,,529.7,Measured,0.16,Calculated,346.4,Measured,0.105,Calculated,796.1,Measured,0.241,Measured,3303.2,Measured,Coal,,Tangentially-fired,Wet Limestone,Overfire Air,Electrostatic Precipitator,Halogenated PAC Sorbent Injection,"ARP, CSOSG2, MATS, TXSO2"
TX,Limestone,298,176,LIM1,,2023-01-03,3,1.0,302.0,,522.3,Measured,0.162,Calculated,339.1,Measured,0.105,Calculated,805.1,Measured,0.249,Measured,3233.5,Measured,Coal,,Tangentially-fired,Wet Limestone,Overfire Air,Electrostatic Precipitator,Halogenated PAC Sorbent Injection,"ARP, CSOSG2, MATS, TXSO2"
TX,Limestone,298,176,LIM1,,2023-01-03,4,1.0,302.0,,525.8,Measured,0.162,Calculated,340.3,Measured,0.105,Calculated,749.6,Measured,0.231,Measured,3245.1,Measured,Coal,,Tangentially-fired,Wet Limestone,Overfire Air,Electrostatic Precipitator,Halogenated PAC Sorbent Injection,"ARP, CSOSG2, MATS, TXSO2"
TX,Limestone,298,176,LIM1,,2023-01-03,5,1.0,300.0,,512.6,Measured,0.156,Calculated,343.9,Measured,0.105,Calculated,655.8,Measured,0.2,Measured,3278.9,Measured,Coal,,Tangentially-fired,Wet Limestone,Overfire Air,Electrostatic Precipitator,Halogenated PAC Sorbent Injection,"ARP, CSOSG2, MATS, TXSO2"
TX,Limestone,298,176,LIM1,,2023-01-03,6,1.0,305.0,,524.2,Measured,0.156,Calculated,352.8,Measured,0.105,Calculated,642.6,Measured,0.191,Measured,3364.2,Measured,Coal,,Tangentially-fired,Wet Limestone,Overfire Air,Electrostatic Precipitator,Halogenated PAC Sorbent Injection,"ARP, CSOSG2, MATS, TXSO2"
TX,Limestone,298,176,LIM1,,2023-01-03,7,1.0,336.0,,560.9,Measured,0.156,Calculated,377.9,Measured,0.105,Calculated,583.7,Measured,0.162,Measured,3603.0,Measured,Coal,,Tangentially-fired,Wet Limestone,Overfire Air,Electrostatic Precipitator,Halogenated PAC Sorbent Injection,"ARP, CSOSG2, MATS, TXSO2"
TX,Limestone,298,176,LIM1,,2023-01-03,8,1.0,390.0,,730.1,Measured,0.173,Calculated,443.5,Measured,0.105,Calculated,486.3,Measured,0.115,Measured,4228.9,Measured,Coal,,Tangentially-fired,Wet Limestone,Overfire Air,Electrostatic Precipitator,Halogenated PAC Sorbent Injection,"ARP, CSOSG2, MATS, TXSO2"
TX,Limestone,298,176,LIM1,,2023-01-03,9,1.0,402.0,,719.9,Measured,0.163,Calculated,461.9,Measured,0.105,Calculated,488.8,Measured,0.111,Measured,4403.9,Measured,Coal,,Tangentially-fired,Wet Limestone,Overfire Air,Electrostatic Precipitator,Halogenated PAC Sorbent Injection,"ARP, CSOSG2, MATS, TXSO2"
TX,Limestone,298,176,LIM1,,2023-01-03,10,1.0,407.0,,695.0,Measured,0.157,Calculated,464.0,Measured,0.105,Calculated,597.3,Measured,0.135,Measured,4424.6,Measured,Coal,,Tangentially-fired,Wet Limestone,Overfire Air,Electrostatic Precipitator,Halogenated PAC Sorbent Injection,"ARP, CSOSG2, MATS, TXSO2"
TX,Limestone,298,176,LIM1,,2023-01-03,11,1.0,406.0,,681.4,Measured,0.154,Calculated,462.7,Measured,0.105,Calculated,608.8,Measured,0.138,Measured,4411.5,Measured,Coal,,Tangentially-fired,Wet Limestone,Overfire Air,Electrostatic Precipitator,Halogenated PAC Sorbent Injection,"ARP, CSOSG2, MATS, TXSO2"
TX,Limestone,298,176,LIM1,,2023-01-03,12,1.0,406.0,,702.0,Measured,0.157,Calculated,468.9,Measured,0.105,Calculated,603.5,Measured,0.135,Measured,4470.6,Measured,Coal,,Tangentially-fired,Wet Limestone,Overfire Air,Electrostatic Precipitator,Halogenated PAC Sorbent Injection,"ARP, CSOSG2, MATS, TXSO2"
TX,Limestone,298,176,LIM1,,2023-01-03,13,1.0,404.0,,713.2,Measured,0.161,Calculated,463.3,Measured,0.105,Calculated,627.3,Measured,0.142,Measured,4417.4,Measured,Coal,,Tangentially-fired,Wet Limestone,Overfire Air,Electrostatic Precipitator,Halogenated PAC Sorbent Injection,"ARP, CSOSG2, MATS, TXSO2"
TX,Limestone,298,176,LIM1,,2023-01-03,14,1.0,404.0,,734.7,Measured,0.166,Calculated,464.7,Measured,0.105,Calculated,646.9,Measured,0.146,Measured,4431.1,Measured,Coal,,Tangentially-fired,Wet Limestone,Overfire Air,Electrostatic Precipitator,Halogenated PAC Sorbent Injection,"ARP, CSOSG2, MATS, TXSO2"
TX,Limestone,298,176,LIM1,,2023-01-03,15,1.0,403.0,,758.1,Measured,0.171,Calculated,463.6,Measured,0.105,Calculated,649.8,Measured,0.147,Measured,4420.6,Measured,Coal,,Tangentially-fired,Wet Limestone,Overfire Air,Electrostatic Precipitator,Halogenated PAC Sorbent Injection,"ARP, CSOSG2, MATS, TXSO2"
TX,Limestone,298,176,LIM1,,2023-01-03,16,1.0,404.0,,786.9,Measured,0.178,Calculated,464.7,Measured,0.105,Calculated,647.0,Measured,0.146,Measured,4431.2,Measured,Coal,,Tangentially-fired,Wet Limestone,Overfire Air,Electrostatic Precipitator,Halogenated PAC Sorbent Injection,"ARP, CSOSG2, MATS, TXSO2"
TX,Limestone,298,176,LIM1,,2023-01-03,17,1.0,408.0,,782.5,Measured,0.175,Calculated,469.9,Measured,0.105,Calculated,707.9,Measured,0.158,Measured,4480.4,Measured,Coal,,Tangentially-fired,Wet Limestone,Overfire Air,Electrostatic Precipitator,Halogenated PAC Sorbent Injection,"ARP, CSOSG2, MATS, TXSO2"
TX,Limestone,298,176,LIM1,,2023-01-03,18,1.0,535.0,,1056.3,Measured,0.189,Calculated,585.7,Measured,0.105,Calculated,614.3,Measured,0.11,Measured,5584.3,Measured,Coal,,Tangentially-fired,Wet Limestone,Overfire Air,Electrostatic Precipitator,Halogenated PAC Sorbent Injection,"ARP, CSOSG2, MATS, TXSO2"
TX,Limestone,298,176,LIM1,,2023-01-03,19,1.0,689.0,,1060.6,Measured,0.156,Calculated,714.1,Measured,0.105,Calculated,857.9,Measured,0.126,Measured,6808.8,Measured,Coal,,Tangentially-fired,Wet Limestone,Overfire Air,Electrostatic Precipitator,Halogenated PAC Sorbent Injection,"ARP, CSOSG2, MATS, TXSO2"
TX,Limestone,298,176,LIM1,,2023-01-03,20,1.0,446.0,,745.5,Measured,0.162,Calculated,482.9,Measured,0.105,Calculated,782.7,Measured,0.17,Measured,4604.0,Measured,Coal,,Tangentially-fired,Wet Limestone,Overfire Air,Electrostatic Precipitator,Halogenated PAC Sorbent Injection,"ARP, CSOSG2, MATS, TXSO2"
TX,Limestone,298,176,LIM1,,2023-01-03,21,1.0,404.0,,745.9,Measured,0.175,Calculated,446.2,Measured,0.105,Calculated,685.0,Measured,0.161,Measured,4254.8,Measured,Coal,,Tangentially-fired,Wet Limestone,Overfire Air,Electrostatic Precipitator,Halogenated PAC Sorbent Injection,"ARP, CSOSG2, MATS, TXSO2"
TX,Limestone,298,176,LIM1,,2023-01-03,22,1.0,405.0,,800.7,Measured,0.187,Calculated,449.5,Measured,0.105,Calculated,544.4,Measured,0.127,Measured,4286.3,Measured,Coal,,Tangentially-fired,Wet Limestone,Overfire Air,Electrostatic Precipitator,Halogenated PAC Sorbent Injection,"ARP, CSOSG2, MATS, TXSO2"
TX,Limestone,298,176,LIM1,,2023-01-03,23,1.0,404.0,,819.9,Measured,0.191,Calculated,451.0,Measured,0.105,Calculated,507.4,Measured,0.118,Measured,4300.1,Measured,Coal,,Tangentially-fired,Wet Limestone,Overfire Air,Electrostatic Precipitator,Halogenated PAC Sorbent Injection,"ARP, CSOSG2, MATS, TXSO2"
TX,Limestone,298,176,LIM1,,2023-01-04,0,1.0,404.0,,835.1,Measured,0.194,Calculated,451.1,Measured,0.105,Calculated,507.5,Measured,0.118,Measured,4300.8,Measured,Coal,,Tangentially-fired,Wet Limestone,Overfire Air,Electrostatic Precipitator,Halogenated PAC Sorbent Injection,"ARP, CSOSG2, MATS, TXSO2"
TX,Limestone,298,176,LIM1,,2023-01-04,1,1.0,405.0,,853.1,Measured,0.199,Calculated,449.7,Measured,0.105,Calculated,493.1,Measured,0.115,Measured,4287.5,Measured,Coal,,Tangentially-fired,Wet Limestone,Overfire Air,Electrostatic Precipitator,Halogenated PAC Sorbent Injection,"ARP, CSOSG2, MATS, TXSO2"
TX,Limestone,298,176,LIM1,,2023-01-04,2,1.0,403.0,,851.1,Measured,0.2,Calculated,446.7,Measured,0.105,Calculated,481.2,Measured,0.113,Measured,4258.8,Measured,Coal,,Tangentially-fired,Wet Limestone,Overfire Air,Electrostatic Precipitator,Halogenated PAC Sorbent Injection,"ARP, CSOSG2, MATS, TXSO2"
TX,Limestone,298,176,LIM1,,2023-01-04,3,1.0,403.0,,899.7,Measured,0.211,Calculated,447.7,Measured,0.105,Calculated,486.6,Measured,0.114,Measured,4268.8,Measured,Coal,,Tangentially-fired,Wet Limestone,Overfire Air,Electrostatic Precipitator,Halogenated PAC Sorbent Injection,"ARP, CSOSG2, MATS, TXSO2"
