stateCode,facilityName,facilityId,unit_id,unitId,associatedStacks,date,hour,opTime,grossLoad,steamLoad,so2Mass,so2MassMeasureFlg,so2Rate,so2RateMeasureFlg,co2Mass,co2MassMeasureFlg,co2Rate,co2RateMeasureFlg,noxMass,noxMassMeasureFlg,noxRate,noxRateMeasureFlg,heatInput,heatInputMeasureFlg,primaryFuelInfo,secondaryFuelInfo,unitType,so2ControlInfo,noxControlInfo,pmControlInfo,hgControlInfo,programCodeInfo
TX,Welsh Power Plant,6139,2801,1,,2023-01-01,0,1.0,201.0,,1052.3,Measured,0.457,Calculated,241.7,Measured,0.105,Calculated,384.9,Measured,0.167,Measured,2304.8,Measured,Coal,,Dry bottom wall-fired boiler,,Low NOx Burner Technology w/ Overfire Air,Baghouse|Electrostatic Precipitator,Halogenated PAC Sorbent Injection,"ARP, CSOSG2, MATS, TXSO2"
TX,Welsh Power Plant,6139,2801,1,,2023-01-01,1,1.0,206.0,,1064.1,Measured,0.449,Calculated,248.8,Measured,0.105,Calculated,379.5,Measured,0.16,Measured,2372.0,Measured,Coal,,Dry bottom wall-fired boiler,,Low NOx Burner Technology w/ Overfire Air,Baghouse|Electrostatic Precipitator,Halogenated PAC Sorbent Injection,"ARP, CSOSG2, MATS, TXSO2"
TX,Welsh Power Plant,6139,2801,1,,2023-01-01,2,1.0,201.0,,1033.8,Measured,0.447,Calculated,242.4,Measured,0.105,Calculated,383.7,Measured,0.166,Measured,2311.6,Measured,Coal,,Dry bottom wall-fired boiler,,Low NOx Burner Technology w/ Overfire Air,Baghouse|Electrostatic Precipitator,Halogenated PAC Sorbent Injection,"ARP, CSOSG2, MATS, TXSO2"
TX,Welsh Power Plant,6139,2801,1,,2023-01-01,3,1.0,201.0,,1031.7,Measured,0.449,Calculated,240.9,Measured,0.105,Calculated,381.3,Measured,0.166,Measured,2297.0,Measured,Coal,,Dry bottom wall-fired boiler,,Low NOx Burner Technology w/ Overfire Air,Baghouse|Electrostatic Precipitator,Halogenated PAC Sorbent Injection,"ARP, CSOSG2, MATS, TXSO2"
TX,Welsh Power Plant,6139,2801,1,,2023-01-01,4,1.0,200.0,,1035.0,Measured,0.451,Calculated,240.8,Measured,0.105,Calculated,381.2,Measured,0.166,Measured,2296.3,Measured,Coal,,Dry bottom wall-fired boiler,,Low NOx Burner Technology w/ Overfire Air,Baghouse|Electrostatic Precipitator,Halogenated PAC Sorbent Injection,"ARP, CSOSG2, MATS, TXSO2"
TX,Welsh Power Plant,6139,2801,1,,2023-01-01,5,1.0,204.0,,1044.3,Measured,0.448,Calculated,244.6,Measured,0.105,Calculated,377.9,Measured,0.162,Measured,2332.5,Measured,Coal,,Dry bottom wall-fired boiler,,Low NOx Burner Technology w/ Overfire Air,Baghouse|Electrostatic Precipitator,Halogenated PAC Sorbent Injection,"ARP, CSOSG2, MATS, TXSO2"
TX,Welsh Power Plant,6139,2801,1,,2023-01-01,6,1.0,202.0,,1032.2,Measured,0.448,Calculated,241.4,Measured,0.105,Calculated,382.1,Measured,0.166,Measured,2302.1,Measured,Coal,,Dry bottom wall-fired boiler,,Low NOx Burner Technology w/ Overfire Air,Baghouse|Electrostatic Precipitator,Halogenated PAC Sorbent Injection,"ARP, CSOSG2, MATS, TXSO2"
TX,Welsh Power Plant,6139,2801,1,,2023-01-01,7,1.0,200.0,,1023.6,Measured,0.446,Calculated,240.9,Measured,0.105,Calculated,383.6,Measured,0.167,Measured,2297.1,Measured,Coal,,Dry bottom wall-fired boiler,,Low NOx Burner Technology w/ Overfire Air,Baghouse|Electrostatic Precipitator,Halogenated PAC Sorbent Injection,"ARP, CSOSG2, MATS, TXSO2"
TX,Welsh Power Plant,6139,2801,1,,2023-01-01,8,1.0,200.0,,1025.2,Measured,0.446,Calculated,240.9,Measured,0.105,Calculated,381.2,Measured,0.166,Measured,2296.6,Measured,Coal,,Dry bottom wall-fired boiler,,Low NOx Burner Technology w/ Overfire Air,Baghouse|Electrostatic Precipitator,Halogenated PAC Sorbent Injection,"ARP, CSOSG2, MATS, TXSO2"
TX,Welsh Power Plant,6139,2801,1,,2023-01-01,9,1.0,201.0,,1030.2,Measured,0.45,Calculated,240.1,Measured,0.105,Calculated,380.1,Measured,0.166,Measured,2289.7,Measured,Coal,,Dry bottom wall-fired boiler,,Low NOx Burner Technology w/ Overfire Air,Baghouse|Electrostatic Precipitator,Halogenated PAC Sorbent Injection,"ARP, CSOSG2, MATS, TXSO2"
