url,status,final_url,archive_url,archive_ts,note,n_files,used_in,checked_at
https://ljxq.cq.gov.cn/zwgk_199/fdzdgknr/xzxk/bljg1/cfsthjfj/202205/W020220520639725589824.pdf,error,,http://web.archive.org/web/20240409055855/https://ljxq.cq.gov.cn/zwgk_199/fdzdgknr/xzxk/bljg1/cfsthjfj/202205/W020220520639725589824.pdf,20240409055855,ConnectionError,1,data/cn_stack_monitor_sources.json,2026-09-15T12:59Z
https://sthj.guizhou.gov.cn/zwgk/zdlyxx/fsjg/fslxmspqgs/202405/P020240515682131370766.pdf,error,,,,SSLError,2,data/china_project_documents.json;data/cn_stack_monitor_sources.json,2026-09-15T12:59Z
https://sthj.guizhou.gov.cn/zwgk/zdlyxx/fsjg/fslxmspqgs/202503/P020250321602011794355.pdf,error,,http://web.archive.org/web/20260117135012/https://sthj.guizhou.gov.cn/zwgk/zdlyxx/fsjg/fslxmspqgs/202503/P020250321602011794355.pdf,20260117135012,SSLError,2,data/china_project_documents.json;data/sites.csv,2026-09-15T12:59Z
https://sthjj.cq.gov.cn/,error,,http://web.archive.org/web/20260821223526/https://sthjj.cq.gov.cn/,20260821223526,SSLError,1,data/cn_stack_monitor_sources.json,2026-09-15T12:59Z
https://www.co.armstrong.tx.us/upload/page/5361/Phase%201%20Tax%20Abatement%20Agreement%20-%20Signed.pdf,404,,,,,1,data/capacity_timeline.csv,2026-09-15T12:59Z
https://www.cq.gov.cn/ywdt/jrcq/202508/t20250816_14906879.html,error,,,,SSLError,1,data/cn_stack_monitor_sources.json,2026-09-15T12:59Z
https://www.developfultoncounty.com/meetings-and-minutes_239_547601452.pdf,error,,http://web.archive.org/web/20240227174922/https://www.developfultoncounty.com/meetings-and-minutes_239_547601452.pdf,20240227174922,SSLError,1,data/capacity_timeline.csv,2026-09-15T12:59Z
https://www.gaxq.gov.cn/zsyz_34948/zsyzxmjcyjs_34949/201904/t20190428_2445981.html,error,,,,SSLError,1,data/cn_operator_disclosures.csv,2026-09-15T12:59Z
https://www.jingnengpower.com/nmgjnslrdyxgs/index.jhtml,404,,http://web.archive.org/web/20230312004437/https://www.jingnengpower.com/nmgjnslrdyxgs/index.jhtml,20230312004437,,1,data/cn_stack_monitor_sources.json,2026-09-15T12:59Z
https://archive.is/8CFXN,429,,,,blocked or rate-limited (429): the page may exist; check by hand,1,data/capacity_timeline.csv,2026-09-15T12:59Z
https://archive.ph/bJDHl,429,,,,blocked or rate-limited (429): the page may exist; check by hand,1,data/capacity_timeline.csv,2026-09-15T12:59Z
https://corridorbusiness.com/scope-of-qts-data-project-in-cedar-rapids-continuing-to-grow/,403,,http://web.archive.org/web/20251204194955/https://corridorbusiness.com/scope-of-qts-data-project-in-cedar-rapids-continuing-to-grow/,20251204194955,blocked or rate-limited (403): the page may exist; check by hand,1,data/capacity_timeline.csv,2026-09-15T12:59Z
https://openai.com/index/five-new-stargate-sites/,403,,,,blocked or rate-limited (403): the page may exist; check by hand,1,data/capacity_timeline.csv,2026-09-15T12:59Z
https://sthj.gansu.gov.cn/,412,,,,blocked or rate-limited (412): the page may exist; check by hand,1,data/cn_stack_monitor_sources.json,2026-09-15T12:59Z
https://www.chinatelecom.com.cn/ct/news/yunjisuanjisuanli/154820.html,412,,,,blocked or rate-limited (412): the page may exist; check by hand,2,data/cn_plant_links.csv;data/cn_stack_monitor_sources.json,2026-09-15T12:59Z
https://www.datacentermap.com/usa/oregon/prineville/meta-prineville-data-center/,429,,http://web.archive.org/web/20241204091316/https://www.datacentermap.com/usa/oregon/prineville/meta-prineville-data-center/,20241204091316,blocked or rate-limited (429): the page may exist; check by hand,1,data/sites.csv,2026-09-15T12:59Z
https://www.tva.com/energy/our-power-system/natural-gas/southaven-combined-cycle-plant,403,,http://web.archive.org/web/20260813175423/https://www.tva.com/energy/our-power-system/natural-gas/southaven-combined-cycle-plant,20260813175423,blocked or rate-limited (403): the page may exist; check by hand,1,data/campus_plant_links.csv,2026-09-15T12:59Z
https://zgqingyang.gov.cn/zw/bmdt/content_343777,403,,,,blocked or rate-limited (403): the page may exist; check by hand,2,data/cn_plant_links.csv;data/cn_stack_monitor_sources.json,2026-09-15T12:59Z
